# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Sun May  2 15:39:34 CEST 2021
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Age = 1.000000E+07 yr
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0005 -1.49213 7.00000 18.8367500305 2.6303949356   18.796  5.038  4.5061  3.650    2 -7.826 -4.829 -4.990 -4.519
0.0005 -1.49213 7.00000 18.8371334076 2.6303949356   18.796  5.039  4.5038  3.640    2 -7.828 -4.846 -5.006 -4.538
0.0005 -1.49213 7.00000 18.8375186920 2.6303951740   18.796  5.040  4.5015  3.630    2 -7.830 -4.864 -5.023 -4.558
0.0005 -1.49213 7.00000 18.8379116058 2.6303951740   18.797  5.041  4.4992  3.620    2 -7.832 -4.883 -5.042 -4.579
0.0005 -1.49213 7.00000 18.8383121490 2.6303954124   18.797  5.042  4.4967  3.609    2 -7.834 -4.903 -5.062 -4.602
0.0005 -1.49213 7.00000 18.8386211395 2.6303954124   18.797  5.043  4.4946  3.600    2 -7.836 -4.921 -5.078 -4.621
0.0005 -1.49213 7.00000 18.8389377594 2.6303954124   18.798  5.043  4.4924  3.590    2 -7.839 -4.936 -5.093 -4.637
0.0005 -1.49213 7.00000 18.8392791748 2.6303956509   18.798  5.044  4.4899  3.580    2 -7.841 -4.951 -5.108 -4.654
0.0005 -1.49213 7.00000 18.8395214081 2.6303956509   18.798  5.045  4.4882  3.572    2 -7.843 -4.963 -5.119 -4.666
0.0005 -1.49213 7.00000 18.8397846222 2.6303956509   18.799  5.046  4.4863  3.564    2 -7.845 -4.975 -5.131 -4.679
0.0005 -1.49213 7.00000 18.8400821686 2.6303956509   18.799  5.047  4.4841  3.554    2 -7.847 -4.989 -5.145 -4.694
0.0005 -1.49213 7.00000 18.8404445648 2.6303958893   18.799  5.048  4.4813  3.542    2 -7.849 -5.007 -5.163 -4.713
0.0005 -1.49213 7.00000 18.8406600952 2.6303958893   18.799  5.048  4.4796  3.534    2 -7.851 -5.018 -5.173 -4.724
0.0005 -1.49213 7.00000 18.8408985138 2.6303958893   18.800  5.049  4.4777  3.526    2 -7.852 -5.028 -5.183 -4.735
0.0005 -1.49213 7.00000 18.8411655426 2.6303961277   18.800  5.050  4.4756  3.517    2 -7.854 -5.040 -5.194 -4.747
