EDR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,_x,_y,Gmag,BP-RP,e_Gmag,e_BP-RP
9772,115.9169,-23.6561,0.153,0.163,-2.406,0.121,1.864,0.168,0.197,-0.205,18.719,1.286,0.003,0.024
9773,115.9208,-23.6625,0.2,0.021,-0.915,0.015,1.465,0.02,0.19,-0.202,14.901,1.637,0.003,0.005
9774,115.915,-23.6637,1.507,0.026,1.685,0.018,-7.984,0.027,0.189,-0.207,14.215,1.071,0.003,0.005
9775,115.9124,-23.6674,0.585,0.028,-1.116,0.02,6.426,0.029,0.185,-0.209,15.52,0.945,0.003,0.005
9776,115.926,-23.6529,0.234,0.104,1.484,0.076,3.413,0.103,0.2,-0.197,17.994,1.13,0.003,0.015
9777,115.9272,-23.6515,0.186,0.106,-1.363,0.074,2.029,0.105,0.201,-0.196,18.082,1.1,0.003,0.015
9778,115.9278,-23.6502,0.587,0.173,-3.706,0.123,2.97,0.177,0.203,-0.195,18.905,1.261,0.003,0.025
9779,115.9235,-23.649,0.694,0.141,-4.494,0.098,2.597,0.142,0.204,-0.199,18.519,1.929,0.003,0.029
9780,115.9304,-23.6486,0.324,0.157,-1.073,0.108,1.223,0.165,0.204,-0.193,18.688,1.301,0.003,0.023
9781,115.927,-23.6531,1.037,0.146,-3.747,0.105,5.152,0.154,0.2,-0.196,18.542,1.813,0.003,0.064
9782,115.9264,-23.6534,-0.101,0.173,-0.707,0.127,1.937,0.176,0.199,-0.197,18.818,,0.003,
9783,115.974,-23.6709,1.878,0.013,-4.272,0.009,-15.474,0.013,0.182,-0.153,13.025,0.764,0.003,0.005
9784,115.9793,-23.6751,0.202,0.185,-2.128,0.133,0.482,0.191,0.178,-0.148,18.97,1.375,0.003,0.027
9785,115.9746,-23.6798,0.197,0.147,-1.737,0.099,2.195,0.147,0.173,-0.152,18.407,1.138,0.003,0.018
9786,115.9734,-23.6659,0.161,0.109,-1.318,0.075,1.974,0.105,0.187,-0.153,17.937,1.133,0.003,0.015
9787,115.9787,-23.6731,0.143,0.138,-2.55,0.092,4.917,0.133,0.18,-0.149,18.056,1.35,0.003,0.016
9788,115.9762,-23.6707,0.069,0.102,-1.733,0.075,2.067,0.101,0.182,-0.151,17.938,1.651,0.003,0.019
9789,115.9716,-23.6645,0.466,0.019,-3.776,0.013,1.385,0.017,0.188,-0.155,14.447,0.806,0.003,0.005
9790,115.9685,-23.6739,0.231,0.02,-2.201,0.014,1.212,0.019,0.179,-0.158,14.667,0.539,0.003,0.005
9791,115.9825,-23.6628,0.257,0.112,-3.463,0.08,6.2,0.117,0.19,-0.145,18.092,1.377,0.003,0.017
9792,115.9882,-23.66,0.333,0.176,-1.164,0.123,1.389,0.177,0.193,-0.14,18.848,1.286,0.003,0.033
9793,115.9857,-23.6574,0.315,0.034,-3.192,0.025,2.97,0.034,0.196,-0.142,15.922,0.873,0.003,0.005
9794,115.9864,-23.6661,0.274,0.02,-2.703,0.014,3.883,0.019,0.187,-0.142,14.57,0.509,0.003,0.005
9795,115.966,-23.6686,0.331,0.186,-4.012,0.13,1.607,0.181,0.184,-0.16,18.917,1.404,0.003,0.035
9796,115.9586,-23.6633,0.113,0.178,-1.783,0.125,2.499,0.172,0.19,-0.167,18.862,1.362,0.003,0.031
9797,115.9624,-23.6604,-0.022,0.143,0.209,0.1,2.6,0.139,0.192,-0.164,18.479,1.285,0.003,0.023
9798,115.965,-23.6635,0.06,0.083,-3.64,0.06,3.488,0.082,0.189,-0.161,17.599,1.069,0.003,0.019
9799,115.9574,-23.6583,-0.013,0.123,-0.576,0.083,0.358,0.119,0.195,-0.168,18.195,1.257,0.003,0.025
9800,115.9659,-23.6616,0.563,0.016,-1.513,0.012,0.966,0.016,0.191,-0.16,14.142,0.395,0.003,0.005
9801,115.9617,-23.6549,0.331,0.014,-4.383,0.011,4.495,0.013,0.198,-0.164,13.749,1.549,0.003,0.005
9802,115.9643,-23.6634,0.16,0.049,-1.718,0.035,2.823,0.047,0.189,-0.162,16.602,1.632,0.003,0.012
9803,115.9605,-23.6579,0.239,0.068,-2.172,0.049,3.397,0.066,0.195,-0.165,17.269,0.905,0.003,0.01
9804,115.9572,-23.6578,0.488,0.175,-1.567,0.115,2.694,0.17,0.195,-0.168,18.697,,0.003,
9805,115.9559,-23.6597,0.361,0.014,-1.984,0.01,1.346,0.012,0.193,-0.17,13.513,0.533,0.003,0.005
9806,115.9586,-23.6657,0.217,0.019,-1.871,0.014,4.263,0.017,0.187,-0.167,14.492,1.555,0.003,0.005
9807,115.9569,-23.6656,0.312,0.06,-3.349,0.042,4.606,0.057,0.187,-0.169,16.866,1.116,0.003,0.007
9808,115.9731,-23.6614,0.227,0.074,-1.395,0.053,3.708,0.072,0.191,-0.154,17.459,1.002,0.003,0.01
9809,115.9705,-23.6498,0.272,0.018,-1.251,0.013,1.352,0.017,0.203,-0.156,14.358,0.612,0.003,0.005
9810,115.9744,-23.658,0.11,0.093,-1.248,0.067,2.311,0.087,0.195,-0.153,17.783,1.37,0.003,0.014
9811,115.9678,-23.657,0.439,0.02,-4.063,0.014,3.72,0.019,0.196,-0.159,14.568,1.01,0.003,0.005
9812,115.9656,-23.6556,0.215,0.043,-1.578,0.033,2.965,0.04,0.197,-0.161,16.235,1.382,0.003,0.009
9813,115.964,-23.6532,0.593,0.016,-1.574,0.012,1.261,0.015,0.2,-0.162,13.827,0.396,0.003,0.005
9814,115.9923,-23.6548,0.601,0.18,-1.896,0.138,3.174,0.177,0.198,-0.136,18.817,1.432,0.003,0.031
9815,115.9859,-23.6535,0.395,0.129,-1.198,0.098,1.567,0.127,0.199,-0.142,18.348,1.281,0.003,0.016
9816,115.9952,-23.6557,0.105,0.063,-0.811,0.046,3.038,0.061,0.197,-0.134,17.07,1.225,0.003,0.008
9817,115.9902,-23.6519,0.345,0.094,-3.287,0.066,4.433,0.091,0.201,-0.138,17.72,1.308,0.003,0.011
9818,115.9938,-23.6456,0.435,0.054,-2.351,0.039,3.69,0.052,0.207,-0.135,16.804,1.133,0.003,0.006
9819,115.9964,-23.6524,0.161,0.037,-2.248,0.028,3.314,0.035,0.201,-0.132,11.741,0.43,0.003,0.005
9820,115.9948,-23.6502,0.287,0.056,-2.274,0.038,3.378,0.054,0.203,-0.134,16.79,0.769,0.003,0.007
9821,115.9885,-23.6507,0.192,0.055,-1.287,0.04,2.328,0.054,0.202,-0.14,16.795,1.175,0.003,0.007
9822,115.9939,-23.6616,0.219,0.08,-1.431,0.06,2.134,0.079,0.191,-0.135,17.564,1.005,0.003,0.009
9823,116.0051,-23.6473,0.187,0.108,-0.055,0.076,0.144,0.106,0.206,-0.124,18.036,1.306,0.003,0.017
9824,115.9967,-23.6431,0.199,0.096,-1.494,0.067,2.096,0.091,0.21,-0.132,17.79,1.247,0.003,0.012
9825,116.0016,-23.6389,0.09,0.148,-2.605,0.102,5.133,0.151,0.214,-0.128,18.668,1.303,0.003,0.027
9826,116.0027,-23.651,0.156,0.144,-2.325,0.11,2.498,0.146,0.202,-0.127,18.58,1.279,0.003,0.021
9827,116.0034,-23.6453,-3.38,0.82,1.973,0.586,5.707,0.745,0.208,-0.126,15.588,1.075,0.003,0.005
9828,116.0079,-23.6384,0.143,0.061,-0.744,0.046,2.705,0.059,0.215,-0.122,16.952,1.173,0.003,0.013
9829,116.0015,-23.6411,0.145,0.056,-1.318,0.041,1.955,0.054,0.212,-0.128,16.894,0.728,0.003,0.008
9830,116.0034,-23.6453,,,,,,,0.208,-0.126,15.936,1.068,0.011,0.007
9831,115.9816,-23.6479,0.446,0.122,-0.429,0.086,4.913,0.131,0.205,-0.146,18.279,1.425,0.003,0.017
9832,115.9916,-23.6446,0.239,0.131,-2.247,0.094,1.962,0.13,0.208,-0.137,18.404,1.192,0.003,0.015
9833,115.9778,-23.6393,0.356,0.123,-4.64,0.083,3.04,0.115,0.214,-0.149,18.216,1.393,0.003,0.014
9834,115.9787,-23.6385,0.838,0.18,-1.825,0.124,-1.697,0.177,0.214,-0.149,18.802,1.703,0.003,0.026
9835,115.9808,-23.6507,0.318,0.223,-0.436,0.162,-2.53,0.215,0.202,-0.147,18.974,1.257,0.003,0.056
9836,115.9857,-23.6443,0.409,0.057,-3.669,0.042,1.913,0.056,0.209,-0.142,16.947,1.146,0.003,0.007
9837,115.9764,-23.639,0.531,0.128,-0.883,0.088,-1.773,0.125,0.214,-0.151,18.338,1.909,0.003,0.02
9838,115.9803,-23.6505,0.357,0.188,-3.98,0.137,3.471,0.2,0.202,-0.147,18.958,1.408,0.003,0.059
9839,115.9852,-23.6316,0.118,0.128,-2.208,0.085,2.672,0.133,0.221,-0.143,18.346,1.19,0.003,0.018
9840,115.9956,-23.6294,0.148,0.118,-2.022,0.078,0.359,0.118,0.224,-0.133,18.259,1.261,0.003,0.018
9841,115.995,-23.6267,0.338,0.047,-2.749,0.031,1.528,0.049,0.226,-0.134,15.264,0.944,0.003,0.005
9842,115.998,-23.6333,0.827,0.013,-4.088,0.009,-0.041,0.013,0.22,-0.131,13.463,0.512,0.003,0.005
9843,115.9885,-23.636,0.254,0.051,-1.467,0.035,2.643,0.051,0.217,-0.14,16.787,0.968,0.003,0.007
9844,115.9532,-23.6512,0.411,0.16,-2.964,0.109,1.13,0.158,0.202,-0.172,18.632,1.958,0.003,0.032
9845,115.9463,-23.6514,0.4,0.064,-3.7,0.044,2.98,0.061,0.201,-0.178,17.07,1.161,0.003,0.008
9846,115.9534,-23.6477,0.788,0.115,1.2,0.082,1.53,0.115,0.205,-0.172,18.119,1.984,0.003,0.022
9847,115.9557,-23.6517,0.464,0.17,-1.303,0.113,2.563,0.159,0.201,-0.17,18.151,1.267,0.003,0.013
9848,115.9555,-23.6518,-0.109,0.216,-1.417,0.164,1.772,0.23,0.201,-0.17,18.704,,0.004,
9849,115.9483,-23.6498,0.106,0.084,-2.022,0.058,3.165,0.083,0.203,-0.176,17.639,0.992,0.003,0.011
9850,115.9427,-23.6571,0.403,0.012,-2.813,0.008,2.734,0.011,0.196,-0.182,13.132,1.56,0.003,0.005
9851,115.9632,-23.6462,0.695,0.145,-4.365,0.108,1.511,0.146,0.207,-0.163,18.6,1.846,0.003,0.028
9852,115.9574,-23.6434,0.615,0.096,-4.27,0.069,9.683,0.093,0.209,-0.168,17.288,1.271,0.003,0.008
9853,115.9524,-23.6428,0.356,0.108,-2.668,0.074,3.922,0.108,0.21,-0.173,18.103,1.228,0.003,0.015
9854,115.9604,-23.6407,0.212,0.172,-0.651,0.119,1.615,0.175,0.212,-0.165,18.924,1.242,0.003,0.027
9855,115.9583,-23.6444,0.79,0.172,-3.153,0.125,9.046,0.171,0.208,-0.167,18.825,1.666,0.003,0.033
9856,115.9556,-23.6435,2.29,0.086,-11.189,0.058,3.348,0.083,0.209,-0.17,17.413,,0.003,
9857,115.9556,-23.6383,0.299,0.07,-2.152,0.048,3.777,0.07,0.215,-0.17,17.11,0.904,0.003,0.007
9858,115.962,-23.6513,0.698,0.034,0.268,0.027,-6.03,0.034,0.202,-0.164,15.849,0.964,0.003,0.006
9859,115.956,-23.6436,2.087,0.071,-11.001,0.053,3.464,0.071,0.209,-0.169,17.256,2.135,0.003,0.032
9860,115.9605,-23.6509,0.331,0.049,-1.938,0.036,0.811,0.048,0.202,-0.165,16.664,1.124,0.003,0.006
9861,115.9396,-23.6514,0.012,0.078,-0.188,0.055,1.456,0.076,0.201,-0.185,17.449,1.798,0.003,0.01
9862,115.9408,-23.6483,0.071,0.177,-1.424,0.125,3.228,0.175,0.205,-0.183,18.908,1.169,0.003,0.036
9863,115.9398,-23.6398,0.448,0.066,-3.09,0.045,3.949,0.068,0.213,-0.184,17.316,1.257,0.003,0.008
9864,115.9393,-23.6387,0.287,0.133,-1.388,0.086,1.138,0.135,0.214,-0.185,18.397,1.268,0.003,0.018
9865,115.945,-23.6442,0.436,0.11,-0.935,0.075,0.366,0.109,0.209,-0.18,18.066,1.262,0.003,0.02
9866,115.9379,-23.6348,0.2,0.042,-1.383,0.029,1.937,0.042,0.218,-0.186,16.366,0.936,0.003,0.012
9867,115.9409,-23.6384,0.225,0.077,-0.464,0.051,1.385,0.077,0.214,-0.183,17.541,1.172,0.003,0.01
9868,115.9374,-23.6344,0.708,0.027,0.635,0.019,-1.206,0.027,0.218,-0.186,15.407,1.087,0.003,0.009
9869,115.9433,-23.6457,0.737,0.015,1.204,0.011,-0.622,0.015,0.207,-0.181,11.856,1.251,0.003,0.005
9870,115.9354,-23.6371,0.235,0.045,-2.478,0.03,3.64,0.058,0.216,-0.188,15.844,1.195,0.003,0.005
9871,115.9323,-23.6411,0.274,0.109,-0.65,0.069,2.755,0.111,0.212,-0.191,18.044,1.196,0.003,0.014
9872,115.936,-23.6508,0.193,0.028,-2.359,0.02,2.75,0.027,0.202,-0.188,14.762,0.342,0.003,0.005
9873,115.9514,-23.6407,0.196,0.059,-0.367,0.04,0.427,0.059,0.212,-0.174,17.009,1.885,0.003,0.008
9874,115.9501,-23.6419,0.371,0.157,-2.936,0.105,1.867,0.163,0.211,-0.175,18.718,1.363,0.003,0.026
9875,115.9569,-23.6359,0.513,0.084,-2.687,0.057,0.388,0.083,0.217,-0.169,17.71,1.287,0.003,0.01
9876,115.9443,-23.6291,0.361,0.103,-1.902,0.068,2.435,0.102,0.224,-0.18,18.049,1.293,0.003,0.014
9877,115.9492,-23.6255,2.716,0.148,-9.93,0.103,-2.845,0.149,0.227,-0.176,18.487,2.679,0.003,0.034
9878,115.9476,-23.6388,0.576,0.116,-2.727,0.078,2.196,0.115,0.214,-0.177,18.214,1.475,0.003,0.047
9879,115.9511,-23.6257,-3.829,0.81,-6.106,0.552,-10.364,0.807,0.227,-0.174,16.769,1.047,0.008,0.006
9880,115.9503,-23.6301,0.39,0.072,-1.722,0.049,-2.874,0.074,0.223,-0.175,17.442,1.253,0.003,0.01
9881,115.9518,-23.6372,0.301,0.054,-3.579,0.034,5.505,0.051,0.216,-0.173,15.267,0.828,0.003,0.005
9882,115.9472,-23.6362,0.873,0.021,-4.431,0.014,2.91,0.021,0.217,-0.178,14.057,0.803,0.003,0.005
9883,115.9482,-23.6383,0.265,0.078,0.058,0.055,2.475,0.079,0.215,-0.177,17.594,1.197,0.003,0.013
9884,115.9663,-23.634,0.416,0.077,-0.797,0.053,-0.769,0.081,0.219,-0.16,17.548,1.241,0.003,0.01
9885,115.9744,-23.6271,0.463,0.037,-1.618,0.025,1.184,0.037,0.226,-0.153,16.162,1.161,0.003,0.005
9886,115.9684,-23.6266,0.531,0.076,-0.889,0.052,0.956,0.079,0.226,-0.158,17.511,1.227,0.003,0.01
9887,115.9683,-23.6283,-0.122,0.087,-1.182,0.059,1.347,0.088,0.225,-0.158,17.759,1.038,0.003,0.012
9888,115.9654,-23.6293,0.786,0.072,-2.345,0.047,7.134,0.07,0.224,-0.161,17.385,1.404,0.003,0.013
9889,115.9667,-23.6347,0.318,0.086,-1.304,0.058,1.12,0.083,0.218,-0.16,17.682,1.354,0.003,0.011
9890,115.9703,-23.6335,0.377,0.044,-4.424,0.029,4.145,0.042,0.219,-0.156,16.415,1.076,0.003,0.006
9891,115.9689,-23.6348,0.52,0.061,-6.188,0.042,1.954,0.058,0.218,-0.158,17.005,1.139,0.003,0.007
9892,115.9801,-23.6217,0.454,0.085,-3.556,0.057,6.094,0.086,0.231,-0.147,17.729,1.295,0.003,0.01
9893,115.9854,-23.6177,0.978,0.012,-3.43,0.008,4.963,0.012,0.235,-0.143,13.054,0.495,0.003,0.005
9894,115.9871,-23.6267,0.616,0.071,-4.989,0.045,3.44,0.07,0.226,-0.141,17.156,1.238,0.003,0.007
9895,115.9824,-23.6248,0.5,0.023,-3.703,0.015,2.493,0.023,0.228,-0.145,15.046,0.807,0.003,0.005
9896,115.9592,-23.6155,-0.074,0.098,-1.763,0.063,2.685,0.097,0.237,-0.167,17.934,1.206,0.003,0.018
9897,115.9559,-23.6212,0.41,0.154,-0.072,0.097,0.391,0.153,0.232,-0.17,18.618,1.854,0.003,0.031
9898,115.9683,-23.6255,0.131,0.094,-0.425,0.064,0.521,0.093,0.227,-0.158,17.816,1.141,0.003,0.013
9899,115.961,-23.6265,0.216,0.075,-1.071,0.051,2.361,0.073,0.226,-0.165,17.422,1.14,0.003,0.009
9900,115.9572,-23.6211,0.355,0.058,-2.553,0.038,5.064,0.058,0.232,-0.168,16.977,1.197,0.003,0.008
9901,115.9541,-23.6249,0.125,0.054,-2.023,0.037,2.315,0.054,0.228,-0.171,16.899,1.036,0.003,0.007
9902,115.9514,-23.6243,0.242,0.03,-1.049,0.02,2.653,0.03,0.229,-0.174,15.673,0.638,0.003,0.005
9903,115.9638,-23.6172,,,,,,,0.236,-0.162,9.853,0.242,0.003,0.005
9904,115.9761,-23.6076,2.994,0.148,-6.155,0.092,5.402,0.145,0.245,-0.151,18.557,2.99,0.003,0.047
9905,115.9686,-23.6073,0.257,0.186,-1.803,0.116,2.848,0.192,0.246,-0.158,18.95,1.516,0.003,0.026
9906,115.971,-23.6053,0.146,0.083,-1.54,0.051,2.528,0.083,0.248,-0.156,17.609,1.1,0.003,0.014
9907,115.9748,-23.6154,0.403,0.048,-0.88,0.031,0.669,0.048,0.238,-0.152,16.679,1.147,0.003,0.007
9908,115.9764,-23.6155,0.08,0.133,-0.922,0.084,2.6,0.131,0.237,-0.151,18.399,1.243,0.003,0.018
9909,115.9649,-23.6158,1.466,0.029,-7.54,0.019,2.882,0.03,0.237,-0.161,15.13,1.104,0.003,0.007
9910,115.9706,-23.6048,0.325,0.105,3.588,0.068,-6.056,0.108,0.248,-0.156,17.987,1.42,0.003,0.238
9911,115.9644,-23.6123,0.328,0.071,-1.644,0.044,-0.96,0.069,0.241,-0.162,16.751,1.499,0.003,0.01
9912,115.9724,-23.608,0.329,0.02,-1.753,0.013,0.647,0.02,0.245,-0.154,14.799,0.523,0.003,0.005
9913,115.971,-23.6068,0.752,0.043,-3.565,0.028,-4.876,0.043,0.246,-0.156,16.47,1.031,0.003,0.006
9914,115.9642,-23.6125,0.304,0.179,-0.291,0.122,1.367,0.206,0.24,-0.162,18.467,,0.003,
9915,115.8846,-23.6822,0.09,0.122,-3.051,0.083,3.752,0.127,0.171,-0.235,18.221,1.176,0.003,0.016
9916,115.8834,-23.6802,0.26,0.066,-1.776,0.045,1.799,0.069,0.173,-0.236,17.174,1.158,0.003,0.008
9917,115.8881,-23.6775,0.117,0.144,-1.798,0.1,3.028,0.155,0.175,-0.232,18.546,1.285,0.003,0.022
9918,115.8826,-23.6675,0.105,0.124,-0.78,0.086,1.709,0.139,0.185,-0.237,18.271,1.188,0.003,0.014
9919,115.8912,-23.6754,-0.014,0.059,-1.744,0.041,2.124,0.06,0.177,-0.229,16.516,1.252,0.003,0.006
9920,115.884,-23.6643,0.346,0.038,-2.618,0.028,4.641,0.043,0.189,-0.235,16.153,0.911,0.003,0.006
9921,115.8875,-23.6717,0.108,0.032,-1.421,0.022,2.565,0.034,0.181,-0.232,15.747,1.772,0.003,0.005
9922,115.8836,-23.6713,0.242,0.016,-1.832,0.011,4.099,0.016,0.181,-0.236,14.142,1.448,0.003,0.005
9923,115.8917,-23.6659,1.663,0.028,0.323,0.019,-2.185,0.029,0.187,-0.228,12.708,0.773,0.003,0.005
9924,115.9047,-23.6637,0.164,0.127,-2.976,0.088,2.423,0.126,0.189,-0.216,18.273,1.164,0.003,0.016
9925,115.8875,-23.6662,-0.041,0.102,-1.145,0.069,1.255,0.106,0.187,-0.232,17.895,1.126,0.003,0.012
9926,115.894,-23.6646,0.665,0.087,-3.795,0.063,7.647,0.093,0.188,-0.226,17.707,1.311,0.003,0.012
9927,115.8962,-23.6613,0.093,0.164,-2.438,0.114,2.985,0.176,0.191,-0.224,18.809,1.271,0.003,0.026
9928,115.891,-23.6592,0.377,0.067,-0.819,0.046,-1.857,0.071,0.194,-0.229,17.241,1.101,0.003,0.008
9929,115.8872,-23.665,0.629,0.191,-1.368,0.135,0.794,0.207,0.188,-0.232,18.996,1.703,0.003,0.032
9930,115.8897,-23.6643,0.234,0.083,-1.386,0.059,2.142,0.087,0.189,-0.23,17.658,0.931,0.003,0.011
9931,115.8889,-23.6659,0.434,0.077,-2.327,0.055,1.429,0.081,0.187,-0.231,17.516,1.422,0.003,0.01
9932,115.8925,-23.6672,0.306,0.056,-0.895,0.038,3.411,0.059,0.186,-0.228,16.857,1.066,0.003,0.011
9933,115.8776,-23.6695,0.063,0.071,-2.42,0.05,2.67,0.075,0.183,-0.241,17.378,1.108,0.003,0.008
9934,115.8733,-23.6671,2.479,0.108,-10.945,0.073,3.088,0.122,0.186,-0.245,17.999,2.267,0.003,0.023
9935,115.8724,-23.6676,2.32,0.145,-11.307,0.1,3.159,0.16,0.185,-0.246,18.397,2.382,0.003,0.04
9936,115.8737,-23.6593,2.339,0.073,-7.568,0.047,4.614,0.083,0.193,-0.245,17.368,2.275,0.003,0.011
9937,115.8699,-23.659,0.543,0.061,-2.523,0.04,6.977,0.065,0.194,-0.248,17.112,1.14,0.003,0.007
9938,115.8692,-23.664,0.382,0.042,-4.111,0.028,1.21,0.043,0.189,-0.249,16.237,1.21,0.003,0.006
9939,115.89,-23.6552,0.511,0.153,-2.135,0.105,1.832,0.161,0.198,-0.23,18.564,1.174,0.003,0.019
9940,115.8851,-23.6525,0.378,0.18,-2.31,0.118,1.844,0.194,0.2,-0.234,18.977,1.623,0.003,0.035
9941,115.8841,-23.6437,0.535,0.122,-4.188,0.074,6.565,0.127,0.209,-0.235,18.28,1.447,0.003,0.016
9942,115.8806,-23.6529,-0.245,0.231,-2.384,0.145,-0.909,0.261,0.2,-0.238,18.851,,0.004,
9943,115.8857,-23.6459,0.456,0.122,-4.563,0.077,4.264,0.127,0.207,-0.234,18.266,1.381,0.003,0.016
9944,115.8861,-23.6607,0.137,0.11,-2.042,0.075,3.317,0.117,0.192,-0.233,18.108,1.147,0.003,0.014
9945,115.8804,-23.6527,0.349,0.105,-2.038,0.067,-0.441,0.108,0.2,-0.239,17.332,1.311,0.003,0.012
9946,115.8772,-23.6497,0.305,0.054,-1.582,0.036,1.084,0.058,0.203,-0.242,16.813,1.053,0.003,0.007
9947,115.8771,-23.6507,0.636,0.024,-3.997,0.016,4.657,0.026,0.202,-0.242,15.148,0.822,0.003,0.005
9948,115.8757,-23.6529,0.306,0.032,-4.063,0.021,4.539,0.039,0.2,-0.243,15.818,1.04,0.003,0.005
9949,115.8856,-23.6576,0.337,0.06,0.08,0.041,2.225,0.064,0.195,-0.234,17.023,1.223,0.003,0.008
9950,115.9033,-23.6569,0.043,0.114,-0.515,0.077,2.427,0.123,0.196,-0.218,18.11,1.253,0.003,0.012
9951,115.9046,-23.6534,0.454,0.182,-1.075,0.133,0.9,0.194,0.199,-0.217,18.95,1.303,0.003,0.026
9952,115.9021,-23.6531,-0.006,0.186,-1.718,0.127,2.304,0.199,0.2,-0.219,18.959,1.249,0.003,0.027
9953,115.9128,-23.6515,0.814,0.054,1.713,0.037,3.743,0.053,0.201,-0.209,16.827,1.227,0.003,0.008
9954,115.9084,-23.6504,3.387,0.73,1.727,0.503,4.703,0.705,0.202,-0.213,15.316,0.968,0.005,0.005
9955,115.9097,-23.6586,0.189,0.041,-1.268,0.029,1.984,0.041,0.194,-0.212,16.302,0.711,0.003,0.006
9956,115.9026,-23.659,0.306,0.062,-1.921,0.043,2.947,0.065,0.194,-0.218,17.044,0.949,0.003,0.007
9957,115.915,-23.6439,0.333,0.077,-2.678,0.055,4.094,0.078,0.209,-0.207,17.556,1.016,0.003,0.01
9958,115.9202,-23.6407,0.09,0.123,-1.235,0.078,2.769,0.128,0.212,-0.202,18.244,1.129,0.003,0.013
9959,115.9253,-23.643,0.265,0.058,-1.804,0.04,1.976,0.059,0.21,-0.198,17.013,0.885,0.003,0.007
9960,115.9161,-23.6475,0.248,0.054,-1.723,0.037,4.464,0.055,0.205,-0.206,16.807,1.108,0.003,0.007
9961,115.916,-23.6502,0.167,0.048,-0.578,0.033,2.003,0.049,0.203,-0.206,16.603,1.767,0.003,0.007
9962,115.9131,-23.649,0.361,0.03,-2.007,0.021,2.468,0.03,0.204,-0.209,15.667,0.99,0.003,0.005
9963,115.9211,-23.6398,0.43,0.035,-1.574,0.023,3.498,0.036,0.213,-0.201,15.986,1.001,0.003,0.005
9964,115.9128,-23.6431,0.229,0.038,-1.912,0.025,2.026,0.039,0.21,-0.209,16.179,0.748,0.003,0.006
9965,115.9093,-23.6458,0.284,0.015,-3.932,0.01,1.594,0.014,0.207,-0.212,13.89,1.598,0.003,0.005
9966,115.9214,-23.6418,-0.001,0.159,-1.443,0.106,1.668,0.17,0.211,-0.201,18.672,1.28,0.003,0.025
9967,115.8945,-23.6528,0.334,0.064,-1.856,0.045,1.803,0.068,0.2,-0.226,17.172,1.066,0.003,0.007
9968,115.9005,-23.6435,0.213,0.099,-2.914,0.064,3.46,0.104,0.209,-0.22,17.971,1.205,0.003,0.012
9969,115.8985,-23.6382,0.463,0.115,1.69,0.074,1.013,0.124,0.215,-0.222,18.144,1.539,0.003,0.017
9970,115.9005,-23.6397,0.157,0.066,-2.469,0.043,3.354,0.071,0.213,-0.22,17.339,1.144,0.003,0.008
9971,115.8947,-23.6363,0.213,0.05,-1.984,0.033,3.187,0.054,0.216,-0.226,16.787,0.879,0.003,0.006
9972,115.894,-23.6431,0.519,0.081,-2.939,0.049,-1.414,0.084,0.21,-0.226,17.538,1.362,0.003,0.01
9973,115.9149,-23.6351,0.439,0.075,22.638,0.048,-23.452,0.076,0.218,-0.207,17.542,1.12,0.003,0.009
9974,115.9115,-23.6346,0.318,0.077,-0.858,0.05,1.318,0.079,0.218,-0.21,17.618,1.18,0.003,0.011
9975,115.9079,-23.6279,0.364,0.097,-0.839,0.064,0.957,0.099,0.225,-0.214,17.964,1.362,0.003,0.013
9976,115.9135,-23.6315,0.41,0.079,-4.265,0.052,4.789,0.085,0.221,-0.208,17.664,1.279,0.003,0.01
9977,115.9124,-23.6367,0.386,0.049,-2.56,0.032,-1.448,0.05,0.216,-0.209,16.79,1.188,0.003,0.007
9978,115.9092,-23.6322,0.95,0.139,-3.625,0.089,5.421,0.142,0.221,-0.212,18.587,2.02,0.003,0.03
9979,115.9028,-23.6307,0.221,0.023,-1.12,0.015,2.447,0.024,0.222,-0.218,15.15,0.746,0.003,0.005
9980,115.9029,-23.6382,0.239,0.065,-2.978,0.042,3.73,0.071,0.215,-0.218,17.279,0.976,0.003,0.008
9981,115.9116,-23.6311,0.358,0.029,-1.426,0.02,1.505,0.029,0.222,-0.21,15.603,1.027,0.003,0.005
9982,115.8696,-23.6463,0.513,0.136,-3.113,0.088,3.139,0.142,0.206,-0.249,18.411,1.426,0.003,0.026
9983,115.8759,-23.6433,0.417,0.109,-1.433,0.07,2.438,0.128,0.209,-0.243,18.106,1.191,0.003,0.016
9984,115.8707,-23.6492,0.255,0.101,-0.54,0.067,0.7,0.106,0.204,-0.248,18.003,1.187,0.003,0.015
9985,115.8736,-23.646,0.186,0.08,-2.096,0.053,1.585,0.089,0.207,-0.245,17.634,1.18,0.003,0.013
9986,115.8724,-23.6464,-0.076,0.19,-2.103,0.125,0.939,0.2,0.206,-0.246,18.838,1.465,0.003,0.037
9987,115.8781,-23.6382,0.211,0.038,-3.609,0.024,4.22,0.041,0.215,-0.241,16.214,1.114,0.003,0.005
9988,115.8742,-23.6414,0.168,0.06,-1.495,0.038,2.385,0.068,0.211,-0.244,17.088,1.051,0.003,0.007
9989,115.8698,-23.6484,0.298,0.088,-4.005,0.059,6.641,0.094,0.204,-0.248,17.827,1.226,0.003,0.017
