EDR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,_x,_y,Gmag,BP-RP,e_Gmag,e_BP-RP
4577,116.4139,-23.7307,0.566,0.06,6.915,0.043,3.367,0.058,0.122,0.25,16.921,1.092,0.003,0.016
4578,116.4094,-23.7365,0.31,0.14,-2.823,0.099,3.417,0.132,0.116,0.246,18.523,1.41,0.003,0.021
4579,116.4115,-23.7249,2.808,0.021,-12.975,0.016,3.758,0.021,0.128,0.248,11.229,0.838,0.003,0.005
4580,116.3859,-23.7416,0.451,0.147,-0.858,0.097,1.773,0.133,0.111,0.224,18.508,1.464,0.003,0.024
4581,116.3927,-23.7402,0.336,0.05,-3.271,0.035,2.673,0.043,0.113,0.23,16.548,0.88,0.003,0.006
4582,116.3876,-23.738,0.367,0.17,-1.9,0.114,2.475,0.154,0.115,0.226,18.724,1.435,0.003,0.03
4583,116.394,-23.7405,0.141,0.213,-2.121,0.143,1.844,0.188,0.112,0.232,18.889,1.411,0.004,0.025
4584,116.3828,-23.735,1.286,0.244,-0.939,0.166,0.224,0.234,0.118,0.221,18.844,0.075,0.005,0.124
4585,116.3931,-23.7292,0.416,0.045,-1.496,0.031,2.489,0.039,0.124,0.231,16.468,1.056,0.003,0.006
4586,116.3878,-23.7262,0.217,0.09,-1.67,0.065,0.006,0.08,0.127,0.226,17.311,1.23,0.003,0.009
4587,116.3839,-23.7331,0.298,0.036,-2.758,0.026,4.786,0.034,0.12,0.222,16.046,0.763,0.003,0.006
4588,116.3822,-23.7356,0.682,0.034,-3.142,0.023,1.874,0.031,0.117,0.221,12.026,0.111,0.003,0.005
4589,116.3991,-23.7347,0.078,0.201,-2.821,0.134,3.767,0.165,0.118,0.236,18.972,1.157,0.003,0.03
4590,116.3971,-23.7186,0.55,0.012,-0.47,0.008,1.178,0.01,0.134,0.235,12.566,0.821,0.003,0.005
4591,116.3992,-23.7329,0.045,0.164,-1.218,0.109,2.318,0.146,0.12,0.236,18.687,1.483,0.003,0.02
4592,116.3987,-23.7291,0.312,0.124,-1.542,0.086,1.561,0.114,0.124,0.236,18.224,1.259,0.003,0.015
4593,116.4028,-23.7278,0.419,0.108,-2.041,0.08,3.774,0.104,0.125,0.24,17.987,1.323,0.003,0.013
4594,116.3937,-23.7258,0.263,0.04,-1.894,0.03,1.695,0.035,0.127,0.231,16.195,0.726,0.003,0.006
4595,116.4019,-23.7227,0.056,0.184,-2.258,0.132,3.562,0.176,0.13,0.239,18.859,1.269,0.003,0.031
4596,116.4024,-23.7174,0.315,0.101,-2.825,0.07,3.083,0.088,0.135,0.239,17.901,1.383,0.003,0.013
4597,116.3982,-23.7175,1.74,0.077,4.236,0.056,-36.878,0.068,0.135,0.236,17.375,1.929,0.003,0.022
4598,116.4023,-23.7209,0.885,0.173,-1.963,0.125,3.115,0.159,0.132,0.239,18.684,2.073,0.003,0.034
4599,116.4062,-23.7286,0.398,0.09,-0.905,0.063,1.404,0.081,0.124,0.243,17.516,1.158,0.003,0.01
4600,116.3999,-23.7233,0.386,0.016,-2.245,0.012,1.039,0.014,0.129,0.237,14.152,0.789,0.003,0.005
4601,116.4011,-23.728,0.404,0.2,-2.76,0.151,2.502,0.171,0.125,0.238,18.9,1.477,0.003,0.03
4602,116.3988,-23.7264,1.225,0.069,-1.182,0.052,2.992,0.063,0.126,0.236,17.21,1.654,0.003,0.013
4603,116.3969,-23.7296,0.156,0.06,-2.707,0.043,1.904,0.054,0.123,0.234,17.117,0.918,0.003,0.008
4604,116.381,-23.7325,-1.597,0.712,-5.192,0.514,-2.013,0.625,0.12,0.22,15.033,0.746,0.005,0.005
4605,116.3774,-23.7258,0.3,0.14,-1.04,0.095,2.951,0.129,0.127,0.216,18.466,1.239,0.003,0.022
4606,116.3733,-23.7243,0.419,0.063,-0.005,0.045,3.11,0.056,0.128,0.213,17.162,1.204,0.003,0.008
4607,116.3858,-23.7216,0.766,0.073,-2.089,0.055,2.438,0.066,0.131,0.224,17.304,1.462,0.003,0.009
4608,116.3865,-23.7263,0.192,0.046,-0.92,0.032,2.288,0.041,0.126,0.225,16.41,1.168,0.003,0.006
4609,116.3798,-23.7318,0.185,0.03,-1.837,0.022,3.137,0.027,0.121,0.219,15.67,0.77,0.003,0.005
4610,116.3938,-23.7198,0.459,0.154,-0.401,0.107,-1.629,0.143,0.133,0.231,18.581,1.391,0.003,0.026
4611,116.3908,-23.7126,0.687,0.204,-8.536,0.158,-4.221,0.189,0.14,0.229,18.276,2.407,0.004,0.026
4612,116.3884,-23.7118,0.06,0.082,-2.183,0.062,3.287,0.072,0.141,0.227,17.497,1.064,0.003,0.011
4613,116.3913,-23.7095,0.194,0.035,-1.547,0.027,3.181,0.031,0.143,0.229,15.99,1.006,0.003,0.005
4614,116.386,-23.7084,0.365,0.177,1.693,0.133,0.791,0.162,0.144,0.224,18.752,1.276,0.003,0.023
4615,116.3881,-23.7143,0.311,0.034,-1.225,0.027,1.408,0.031,0.138,0.226,15.866,0.84,0.003,0.006
4616,116.3908,-23.7213,0.947,0.013,-0.79,0.01,1.27,0.012,0.131,0.229,13.427,0.693,0.003,0.005
4617,116.3852,-23.7138,0.202,0.089,-1.948,0.066,3.043,0.076,0.139,0.224,17.639,1.161,0.003,0.011
4618,116.3849,-23.7187,0.311,0.064,-0.969,0.048,1.801,0.058,0.134,0.223,17.158,1.053,0.003,0.007
4619,116.4075,-23.7214,0.342,0.085,-2.446,0.058,3.728,0.076,0.131,0.244,17.591,1.027,0.003,0.009
4620,116.4103,-23.7192,1.488,0.203,-1.256,0.141,-4.823,0.184,0.134,0.247,18.956,2.376,0.003,0.062
4621,116.4135,-23.7093,1.008,0.112,-3.183,0.085,5.037,0.109,0.143,0.25,18.078,2.161,0.003,0.02
4622,116.4127,-23.7086,0.707,0.126,-0.983,0.095,1.868,0.126,0.144,0.249,18.214,1.731,0.003,0.02
4623,116.4128,-23.7224,0.276,0.194,-2.987,0.152,8.718,0.194,0.13,0.249,18.929,1.489,0.003,0.077
4624,116.4111,-23.724,-0.144,0.201,-1.564,0.156,3.651,0.202,0.129,0.247,18.548,0.865,0.005,0.166
4625,116.4093,-23.7111,0.117,0.049,-1.957,0.037,2.17,0.042,0.142,0.246,16.591,1.484,0.003,0.006
4626,116.414,-23.7196,1.172,0.026,-1.204,0.019,-4.509,0.024,0.133,0.25,15.317,0.977,0.003,0.005
4627,116.4079,-23.7105,0.299,0.074,-1.415,0.058,3.482,0.066,0.142,0.244,17.46,1.086,0.003,0.01
4628,116.4065,-23.719,0.175,0.103,-3.003,0.075,3.706,0.094,0.134,0.243,18.011,1.092,0.003,0.012
4629,116.4043,-23.7173,0.564,0.038,-7.144,0.027,4.724,0.034,0.136,0.241,16.099,0.919,0.003,0.005
4630,116.3983,-23.7114,0.685,0.2,-0.249,0.145,-3.855,0.178,0.141,0.236,18.868,1.769,0.003,0.037
4631,116.4028,-23.7087,0.495,0.083,-2.333,0.065,2.627,0.076,0.144,0.24,17.252,1.234,0.003,0.009
4632,116.4074,-23.7075,0.303,0.064,-1.254,0.051,2.611,0.057,0.145,0.244,17.189,0.992,0.003,0.007
4633,116.4058,-23.7078,0.211,0.103,-1.911,0.078,2.157,0.089,0.145,0.243,17.89,1.233,0.003,0.014
4634,116.4076,-23.7016,0.299,0.098,-2.107,0.075,3.9,0.086,0.151,0.244,17.897,1.093,0.003,0.009
4635,116.3984,-23.7,0.249,0.084,-0.352,0.063,2.275,0.073,0.153,0.236,17.609,1.073,0.003,0.008
4636,116.4066,-23.7037,0.372,0.063,-0.654,0.049,2.757,0.056,0.149,0.243,17.139,1.138,0.003,0.007
4637,116.4008,-23.7023,0.394,0.135,-1.7,0.102,0.739,0.125,0.151,0.238,18.396,1.394,0.003,0.018
4638,116.3956,-23.7025,0.209,0.103,-1.647,0.082,1.58,0.091,0.15,0.233,17.991,1.085,0.003,0.011
4639,116.4107,-23.6872,0.582,0.015,-2.325,0.011,0.71,0.013,0.166,0.247,11.926,1.314,0.003,0.005
4640,116.4142,-23.6957,0.491,0.148,1.846,0.114,-4.474,0.151,0.157,0.25,18.504,1.537,0.003,0.022
4641,116.4123,-23.6868,0.493,0.031,-2.377,0.024,0.558,0.029,0.166,0.248,15.684,0.853,0.003,0.007
4642,116.411,-23.6848,0.337,0.041,-1.616,0.033,6.526,0.035,0.168,0.247,16.202,0.988,0.003,0.007
4643,116.4139,-23.6922,0.181,0.039,-0.767,0.03,1.425,0.036,0.16,0.25,16.141,0.703,0.003,0.006
4644,116.4076,-23.6993,0.195,0.131,-1.64,0.102,3.29,0.125,0.153,0.244,18.379,1.203,0.003,0.015
4645,116.4065,-23.6977,,,,,,,0.155,0.243,14.485,0.926,0.009,0.005
4646,116.3229,-23.7643,0.343,0.131,-2.195,0.085,2.263,0.123,0.089,0.167,18.327,1.483,0.003,0.017
4647,116.3279,-23.7584,0.541,0.113,-2.359,0.074,1.909,0.108,0.094,0.171,18.059,1.486,0.003,0.013
4648,116.3227,-23.7567,0.169,0.105,-1.371,0.071,1.031,0.095,0.096,0.166,17.955,1.411,0.003,0.014
4649,116.3297,-23.7555,0.585,0.014,-2.946,0.01,2.802,0.014,0.097,0.173,13.811,0.496,0.003,0.006
4650,116.3302,-23.7578,0.196,0.158,-2.435,0.104,3.066,0.158,0.095,0.173,18.613,1.225,0.003,0.03
4651,116.3224,-23.7549,0.322,0.097,-2.458,0.066,2.641,0.088,0.098,0.166,17.883,1.171,0.003,0.012
4652,116.3249,-23.749,0.23,0.11,-2.399,0.077,3.218,0.109,0.104,0.168,18.091,1.144,0.003,0.015
4653,116.3242,-23.7485,-0.272,0.209,-2.379,0.133,3.376,0.195,0.104,0.168,18.807,0.718,0.003,0.774
4654,116.3232,-23.7521,0.199,0.139,-1.849,0.09,3.645,0.132,0.101,0.167,18.392,1.309,0.003,0.028
4655,116.3304,-23.7554,0.784,0.031,-2.401,0.022,4.483,0.03,0.097,0.173,15.769,0.857,0.003,0.039
4656,116.3237,-23.7489,0.346,0.03,-2.417,0.021,2.905,0.028,0.104,0.167,15.542,0.723,0.003,0.005
4657,116.3229,-23.7504,0.103,0.058,-0.565,0.042,0.473,0.055,0.102,0.166,17.014,1.138,0.003,0.008
4658,116.3239,-23.7534,0.971,0.019,-7.599,0.013,-2.405,0.017,0.099,0.167,14.536,0.766,0.003,0.005
4659,116.3204,-23.7556,0.205,0.053,-1.092,0.035,2.629,0.048,0.097,0.164,16.728,2.09,0.003,0.008
4660,116.3194,-23.7565,0.409,0.118,-1.816,0.078,3.189,0.111,0.096,0.163,18.121,1.197,0.003,0.013
4661,116.3141,-23.7556,0.22,0.081,-2.928,0.055,2.91,0.074,0.097,0.158,17.606,1.029,0.003,0.009
4662,116.3225,-23.7587,0.025,0.166,-1.706,0.107,1.375,0.16,0.094,0.166,18.624,1.237,0.003,0.021
4663,116.3388,-23.7493,-0.025,0.187,-0.972,0.13,2.013,0.166,0.104,0.181,18.895,1.333,0.003,0.027
4664,116.3382,-23.7427,0.234,0.186,-1.542,0.119,1.774,0.168,0.11,0.18,18.868,1.383,0.004,0.036
4665,116.3295,-23.7438,0.539,0.021,-3.049,0.014,2.096,0.02,0.109,0.173,14.717,0.891,0.003,0.005
4666,116.3317,-23.752,0.219,0.041,-2.58,0.028,3.268,0.038,0.101,0.175,16.25,0.738,0.003,0.006
4667,116.3153,-23.7456,0.186,0.115,-0.542,0.074,2.876,0.108,0.107,0.16,18.099,1.206,0.003,0.014
4668,116.3222,-23.7452,0.341,0.122,-1.905,0.083,2.566,0.121,0.108,0.166,18.227,1.107,0.003,0.016
4669,116.3051,-23.7416,-0.205,0.604,-3.511,0.44,7.042,0.595,0.111,0.15,15.58,1.099,0.003,0.007
4670,116.3074,-23.7445,0.173,0.062,-3.305,0.042,2.545,0.057,0.108,0.152,17.06,1.192,0.003,0.008
4671,116.3052,-23.7418,,,,,,,0.111,0.15,15.745,1.087,0.008,0.008
4672,116.3137,-23.7345,0.856,0.196,0.216,0.126,-0.573,0.175,0.118,0.158,18.949,2.038,0.003,0.042
4673,116.3271,-23.7299,0.474,0.066,1.651,0.045,0.802,0.06,0.123,0.17,17.222,1.131,0.003,0.008
4674,116.3234,-23.7445,0.458,0.209,-9.213,0.129,7.984,0.183,0.108,0.167,18.958,1.962,0.003,0.046
4675,116.3289,-23.7338,0.754,0.012,-3.636,0.008,0.943,0.011,0.119,0.172,13.226,0.443,0.003,0.005
4676,116.3297,-23.7391,0.243,0.066,-1.697,0.045,3.304,0.064,0.114,0.173,17.252,1.146,0.003,0.009
4677,116.3215,-23.7275,0.208,0.032,-2.696,0.021,2.703,0.029,0.125,0.165,15.737,0.609,0.003,0.005
4678,116.3159,-23.733,0.377,0.02,-1.755,0.013,1.925,0.018,0.12,0.16,14.643,0.717,0.003,0.005
4679,116.3169,-23.7387,0.582,0.064,-3.173,0.044,2.96,0.058,0.114,0.161,17.162,1.294,0.003,0.01
4680,116.3429,-23.7416,0.234,0.099,-1.045,0.065,0.996,0.086,0.111,0.185,17.839,1.141,0.003,0.014
4681,116.346,-23.7349,0.097,0.097,-2.655,0.066,3.479,0.085,0.118,0.188,17.907,1.107,0.003,0.015
4682,116.3466,-23.7303,0.117,0.085,-2.102,0.058,3.216,0.076,0.123,0.188,17.681,1.247,0.003,0.012
4683,116.3444,-23.7258,0.264,0.069,-2.442,0.047,3.114,0.063,0.127,0.186,17.291,1.061,0.003,0.016
4684,116.3453,-23.7302,0.197,0.177,-2.429,0.115,2.842,0.162,0.123,0.187,18.878,1.442,0.003,0.03
4685,116.3515,-23.7327,0.402,0.054,-2.8,0.036,2.801,0.048,0.12,0.193,16.853,1.059,0.003,0.007
4686,116.3482,-23.7362,0.261,0.048,-0.032,0.032,1.691,0.043,0.117,0.19,16.567,1.057,0.003,0.006
4687,116.345,-23.7372,0.262,0.038,-1.978,0.025,3.151,0.034,0.116,0.187,16.077,1.398,0.003,0.006
4688,116.3411,-23.7354,5.143,0.052,22.255,0.035,-28.226,0.05,0.117,0.183,16.623,2.693,0.003,0.008
4689,116.3372,-23.733,6.468,0.111,-8.017,0.075,-9.09,0.101,0.12,0.18,17.729,3.221,0.003,0.048
4690,116.3379,-23.7325,6.636,0.054,-6.67,0.036,-10.14,0.048,0.12,0.18,16.74,2.68,0.003,0.009
4691,116.3384,-23.7378,0.62,0.063,-1.803,0.044,1.425,0.058,0.115,0.181,17.176,1.267,0.003,0.009
4692,116.3573,-23.7291,0.437,0.118,-2.197,0.078,2.211,0.109,0.124,0.198,18.178,1.242,0.003,0.018
4693,116.3602,-23.7251,0.134,0.106,-2.098,0.073,2.268,0.099,0.128,0.201,18.063,1.419,0.003,0.014
4694,116.363,-23.7249,0.093,0.078,-0.604,0.058,2.164,0.07,0.128,0.203,17.546,1.05,0.003,0.009
4695,116.3589,-23.7182,0.552,0.167,-2.327,0.111,3.84,0.16,0.135,0.2,18.739,1.172,0.003,0.025
4696,116.3582,-23.7203,0.207,0.052,-2.214,0.037,1.95,0.045,0.133,0.199,16.707,1.418,0.003,0.006
4697,116.3571,-23.7222,0.472,0.04,-2.501,0.028,2.25,0.034,0.131,0.198,16.114,0.945,0.003,0.005
4698,116.333,-23.7277,0.476,0.172,-1.207,0.11,2.561,0.168,0.125,0.176,18.728,1.362,0.003,0.026
4699,116.335,-23.7265,-0.05,0.203,-2.107,0.127,1.637,0.176,0.126,0.178,18.935,1.236,0.003,0.032
4700,116.3342,-23.7232,0.336,0.08,-0.546,0.055,0.389,0.072,0.13,0.177,17.497,1.258,0.003,0.01
4701,116.3409,-23.7217,0.236,0.139,-1.328,0.093,3.14,0.129,0.131,0.183,18.464,1.133,0.003,0.022
4702,116.335,-23.7222,1.908,0.176,15.515,0.117,35.186,0.157,0.131,0.178,18.765,2.305,0.003,0.033
4703,116.3435,-23.7248,-0.896,0.153,-2.242,0.102,1.224,0.143,0.128,0.185,17.189,1.034,0.003,0.008
4704,116.3448,-23.7245,0.189,0.139,-2.523,0.093,3.895,0.132,0.128,0.187,18.477,1.209,0.003,0.021
4705,116.344,-23.7255,0.113,0.158,-4.126,0.105,2.084,0.149,0.127,0.186,18.561,,0.003,
4706,116.3255,-23.7245,0.645,0.042,-6.538,0.028,3.151,0.038,0.128,0.169,16.326,0.973,0.003,0.005
4707,116.3427,-23.7203,0.266,0.154,-2.537,0.104,7.235,0.146,0.133,0.185,18.673,1.304,0.003,0.031
4708,116.3535,-23.7171,0.288,0.166,-2.863,0.114,2.131,0.153,0.136,0.195,18.778,1.19,0.003,0.024
4709,116.3466,-23.7077,0.249,0.048,-3.12,0.036,3.229,0.043,0.145,0.188,16.603,0.845,0.003,0.006
4710,116.3453,-23.7142,0.352,0.152,-1.855,0.123,2.33,0.151,0.139,0.187,18.584,1.333,0.003,0.027
4711,116.344,-23.7135,,,,,,,0.139,0.186,17.773,1.12,0.006,0.01
4712,116.3535,-23.7152,0.185,0.064,-1.588,0.049,0.303,0.058,0.138,0.195,17.196,1.027,0.003,0.008
4713,116.3483,-23.7109,0.283,0.041,-2.554,0.03,3.96,0.037,0.142,0.19,16.277,0.662,0.003,0.006
4714,116.344,-23.7166,0.157,0.048,-2.438,0.035,2.924,0.043,0.136,0.186,16.584,1.036,0.003,0.007
4715,116.3401,-23.7112,0.729,0.054,3.686,0.039,1.066,0.047,0.142,0.182,16.728,1.03,0.003,0.007
4716,116.3422,-23.715,0.26,0.02,-2.388,0.015,2.755,0.018,0.138,0.184,14.732,0.502,0.003,0.005
4717,116.3401,-23.7159,0.302,0.069,-1.729,0.052,2.682,0.061,0.137,0.182,17.336,0.962,0.003,0.008
4718,116.3073,-23.7376,0.195,0.089,-2.842,0.06,3.834,0.08,0.115,0.152,17.754,1.077,0.003,0.012
4719,116.2966,-23.7374,0.504,0.142,-3.956,0.094,2.958,0.13,0.116,0.142,18.38,1.287,0.003,0.02
4720,116.2991,-23.7362,0.305,0.097,-2.058,0.063,3.296,0.089,0.117,0.145,17.845,1.156,0.003,0.013
4721,116.3028,-23.7306,0.145,0.139,-2.474,0.089,1.766,0.144,0.122,0.148,18.353,1.756,0.003,0.025
4722,116.2993,-23.7322,0.347,0.144,-2.825,0.095,3.117,0.14,0.121,0.145,18.411,1.482,0.003,0.022
4723,116.2952,-23.7313,0.171,0.082,-2.035,0.059,2.632,0.078,0.122,0.141,17.527,1.128,0.003,0.017
4724,116.3106,-23.7342,0.611,0.027,-2.667,0.018,7.227,0.025,0.119,0.155,15.415,0.845,0.003,0.005
4725,116.31,-23.7358,-0.392,0.13,-2.443,0.087,2.883,0.12,0.117,0.155,15.993,0.977,0.003,0.005
4726,116.2984,-23.7313,0.267,0.031,-2.059,0.02,3.069,0.029,0.122,0.144,15.661,0.63,0.003,0.005
4727,116.2963,-23.7314,1.002,0.015,-3.226,0.01,5.079,0.014,0.122,0.142,13.949,0.718,0.003,0.005
4728,116.3127,-23.7278,0.192,0.092,2.342,0.063,3.481,0.084,0.125,0.157,17.829,1.202,0.003,0.013
4729,116.3083,-23.7238,-0.009,0.178,-0.398,0.12,0.642,0.172,0.129,0.153,18.812,2.287,0.003,0.036
4730,116.3183,-23.7203,0.162,0.093,-0.94,0.064,3.439,0.084,0.133,0.162,17.805,1.057,0.003,0.011
4731,116.3181,-23.7228,1.037,0.028,-3.38,0.019,5.511,0.025,0.13,0.162,15.22,0.903,0.003,0.005
4732,116.3157,-23.7243,0.648,0.013,-5.986,0.009,2.047,0.012,0.129,0.16,13.539,0.779,0.003,0.005
4733,116.3094,-23.7197,0.376,0.081,-2.636,0.058,4.94,0.076,0.133,0.154,17.508,1.205,0.003,0.011
4734,116.2849,-23.726,0.248,0.127,-1.217,0.086,4.978,0.122,0.127,0.132,18.332,1.284,0.003,0.021
4735,116.2983,-23.7241,0.349,0.176,-2.063,0.113,1.933,0.168,0.129,0.144,18.763,1.27,0.003,0.027
4736,116.2922,-23.7262,0.448,0.029,-0.873,0.02,1.436,0.026,0.127,0.138,15.512,0.979,0.003,0.008
4737,116.2895,-23.7246,0.346,0.088,-4.64,0.061,1.337,0.083,0.128,0.136,17.747,1.245,0.003,0.022
4738,116.286,-23.7216,-3.746,0.564,-4.071,0.39,1.228,0.528,0.131,0.133,17.534,1.098,0.005,0.008
4739,116.2928,-23.7258,0.394,0.04,-0.604,0.026,-1.644,0.037,0.127,0.139,15.814,1.013,0.003,0.008
4740,116.285,-23.7202,-0.062,0.176,-1.662,0.122,3.217,0.16,0.133,0.132,18.902,1.068,0.003,0.073
4741,116.2941,-23.7228,1.129,0.013,-2.644,0.008,0.031,0.012,0.13,0.14,12.43,0.444,0.003,0.005
4742,116.2915,-23.7217,0.365,0.027,-1.846,0.018,7.009,0.025,0.131,0.138,15.363,0.918,0.003,0.006
4743,116.2921,-23.7243,1.126,0.021,-2.586,0.014,-0.042,0.019,0.129,0.138,12.006,0.415,0.003,0.005
4744,116.2858,-23.7202,0.321,0.044,-1.071,0.03,2.679,0.039,0.133,0.133,16.425,0.986,0.003,0.006
4745,116.2888,-23.73,0.127,0.055,-2.328,0.037,3.257,0.051,0.123,0.135,16.335,1.152,0.003,0.008
4746,116.2855,-23.7225,0.142,0.137,-0.68,0.088,2.056,0.129,0.13,0.132,18.389,1.895,0.003,0.028
4747,116.2987,-23.7194,0.941,0.165,-7.607,0.107,5.104,0.154,0.133,0.144,18.568,1.674,0.003,0.024
4748,116.3045,-23.7109,0.517,0.06,-1.196,0.043,0.888,0.059,0.142,0.15,17.026,1.209,0.003,0.008
4749,116.3072,-23.7113,0.275,0.07,-1.413,0.05,2.347,0.069,0.142,0.152,17.322,1.38,0.003,0.012
4750,116.3022,-23.7169,0.344,0.139,-3.794,0.103,2.954,0.133,0.136,0.148,18.414,1.346,0.003,0.02
4751,116.3098,-23.713,0.456,0.02,-1.356,0.014,1.105,0.018,0.14,0.155,11.538,2.334,0.003,0.005
4752,116.3009,-23.7168,0.31,0.038,-2.069,0.027,1.872,0.033,0.136,0.146,16.076,1.006,0.003,0.005
4753,116.2995,-23.7171,-0.009,0.236,-1.322,0.162,2.091,0.227,0.136,0.145,18.804,1.841,0.004,0.032
4754,116.3275,-23.7177,0.31,0.135,0.165,0.088,2.404,0.13,0.135,0.171,18.407,1.301,0.003,0.016
4755,116.3234,-23.7138,0.39,0.023,-2.435,0.017,4.647,0.022,0.139,0.167,15.041,0.904,0.003,0.005
4756,116.3237,-23.7049,0.316,0.189,-2.972,0.145,2.455,0.18,0.148,0.167,18.907,1.259,0.003,0.03
4757,116.3245,-23.722,0.233,0.016,-3.304,0.011,3.794,0.015,0.131,0.168,14.111,1.418,0.003,0.005
4758,116.3176,-23.715,1.191,0.189,-19.174,0.136,14.053,0.171,0.138,0.162,17.601,1.781,0.004,0.011
4759,116.3157,-23.7137,-0.288,0.371,-1.357,0.259,4.861,0.402,0.139,0.16,17.403,1.19,0.003,0.008
4760,116.3357,-23.7116,0.189,0.101,-1.62,0.077,-0.001,0.092,0.141,0.178,17.907,1.033,0.003,0.01
4761,116.3332,-23.7095,0.1,0.184,-2.237,0.146,2.099,0.178,0.143,0.176,18.933,1.724,0.003,0.028
4762,116.3391,-23.7052,0.07,0.201,0.208,0.148,2.521,0.175,0.148,0.181,18.967,1.341,0.003,0.024
4763,116.3342,-23.7038,0.412,0.158,-3.067,0.117,1.306,0.155,0.149,0.177,18.605,1.228,0.003,0.02
4764,116.3267,-23.7016,0.468,0.137,-2.951,0.094,1.705,0.122,0.151,0.17,18.257,1.366,0.003,0.03
4765,116.3342,-23.6996,0.011,0.168,-1.876,0.122,2.478,0.161,0.153,0.177,18.532,1.319,0.003,0.019
4766,116.3272,-23.7021,0.639,0.14,-0.493,0.101,-1.922,0.128,0.151,0.171,18.387,1.425,0.003,0.026
4767,116.336,-23.7091,0.304,0.12,-2.272,0.087,0.603,0.112,0.144,0.179,18.194,1.15,0.003,0.013
4768,116.329,-23.7018,0.294,0.152,-2.984,0.108,4.791,0.14,0.151,0.172,18.533,1.385,0.003,0.021
4769,116.3302,-23.7061,0.462,0.04,-2.132,0.029,2.617,0.038,0.147,0.173,16.142,0.991,0.003,0.005
4770,116.313,-23.7113,0.181,0.097,-2.074,0.069,0.573,0.086,0.142,0.157,17.845,1.171,0.003,0.014
4771,116.3074,-23.7095,0.214,0.077,-0.167,0.057,-0.105,0.07,0.143,0.152,17.528,1.188,0.003,0.011
4772,116.3133,-23.7061,0.247,0.163,-1.595,0.119,0.307,0.153,0.147,0.158,18.634,1.303,0.003,0.023
4773,116.308,-23.6991,0.252,0.13,-1.654,0.101,3.972,0.126,0.154,0.153,18.336,1.111,0.003,0.018
4774,116.3116,-23.6979,0.386,0.196,-1.524,0.141,1.877,0.184,0.155,0.156,18.911,1.278,0.003,0.029
4775,116.3088,-23.7046,1.501,0.53,-6.749,0.361,1.019,0.487,0.148,0.154,18.554,1.605,0.004,0.017
4776,116.3127,-23.7008,0.123,0.022,-1.231,0.017,1.959,0.02,0.152,0.157,14.94,2.439,0.003,0.005
4777,116.3115,-23.7042,0.235,0.034,-1.919,0.025,2.751,0.031,0.149,0.156,15.919,0.938,0.003,0.005
4778,116.3105,-23.7045,0.203,0.095,-0.887,0.069,1.657,0.083,0.148,0.155,17.833,1.097,0.003,0.012
4779,116.3088,-23.7045,,,,,,,0.148,0.154,18.918,,0.009,
4780,116.3295,-23.6975,-0.052,0.174,-1.193,0.132,2.046,0.167,0.155,0.173,18.78,2.294,0.003,0.041
4781,116.3321,-23.6937,0.561,0.183,-3.419,0.146,1.988,0.209,0.159,0.175,18.835,1.756,0.003,0.03
4782,116.324,-23.6913,0.344,0.107,-0.935,0.088,1.001,0.104,0.162,0.168,18.027,1.148,0.003,0.013
4783,116.3227,-23.6928,0.473,0.03,-2.444,0.023,5.585,0.028,0.16,0.166,15.705,0.954,0.003,0.005
4784,116.3179,-23.6921,1.083,0.477,-8.595,0.354,0.85,0.453,0.161,0.162,17.544,1.42,0.005,0.009
4785,116.3217,-23.7023,0.188,0.077,-2.269,0.057,0.909,0.067,0.151,0.165,17.421,1.249,0.003,0.008
4786,116.3583,-23.7161,0.273,0.125,-2.263,0.088,1.228,0.116,0.137,0.199,18.194,1.349,0.003,0.016
4787,116.3669,-23.7138,0.482,0.185,-1.566,0.139,2.51,0.167,0.139,0.207,18.893,1.218,0.003,0.022
4788,116.3575,-23.7137,0.364,0.146,-0.689,0.108,0.906,0.132,0.139,0.198,18.477,2.127,0.003,0.028
4789,116.3748,-23.7119,0.071,0.151,-0.11,0.108,2.538,0.136,0.141,0.214,18.522,1.153,0.003,0.023
4790,116.3708,-23.7093,2.269,0.146,20.06,0.106,-35.537,0.141,0.144,0.21,18.403,2.9,0.003,0.044
4791,116.3679,-23.7057,,,,,,,0.147,0.208,18.802,1.38,0.011,0.043
4792,116.3678,-23.7106,0.435,0.029,-1.863,0.023,5.249,0.027,0.142,0.208,15.52,0.83,0.003,0.005
4793,116.3636,-23.7123,0.195,0.022,-2.093,0.016,2.814,0.019,0.141,0.204,14.8,1.372,0.003,0.005
4794,116.3679,-23.7057,,,,,,,0.147,0.208,18.518,1.323,0.012,0.016
4795,116.377,-23.708,0.324,0.069,-3.199,0.053,1.773,0.06,0.145,0.216,17.312,1.189,0.003,0.009
4796,116.3723,-23.7062,0.99,0.013,-3.564,0.009,4.895,0.012,0.147,0.212,13.297,0.542,0.003,0.005
4797,116.3736,-23.7086,0.067,0.171,-1.779,0.129,3.426,0.156,0.144,0.213,18.764,1.186,0.003,0.032
4798,116.3745,-23.7033,0.624,0.109,-0.167,0.085,-2.204,0.095,0.15,0.214,18.03,1.36,0.003,0.015
4799,116.3881,-23.7043,0.178,0.106,-1.45,0.083,3.712,0.091,0.148,0.226,18.035,1.23,0.003,0.013
