EDR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 522662958332887680,16.83585386544,62.22815701763,0.285,0.0795,-0.824,0.066,0.013,0.085,17.134567,0.002876,2.885267,0.016536313170244
Gaia EDR3 522662958332888192,16.85136258245,62.2240475157,0.2513,0.0816,1.567,0.067,-1.493,0.093,17.322733,0.002855,1.860855,0.010430443256872
Gaia EDR3 522662992692623232,16.84613892082,62.24441111542,0.1568,0.0536,-1.332,0.042,-0.26,0.062,16.613674,0.002809,2.599551,0.010640439031927
Gaia EDR3 522662992692624128,16.84622998811,62.24046980078,0.4163,0.0374,-1.445,0.029,-0.316,0.039,15.913693,0.002779,1.403634,0.005553940711722
Gaia EDR3 522662992692624256,16.85058382556,62.24042872223,0.6597,0.1636,0.343,0.127,-3.045,0.18,18.439768,0.003154,2.13937,0.041426950694766
Gaia EDR3 522663022747130880,16.7886352678,62.21430619299,0.4671,0.1212,-5.563,0.095,0.969,0.118,18.04169,0.002999,2.079294,0.030867667489585
Gaia EDR3 522663022747131904,16.78046158248,62.21466881566,-0.0318,0.1639,-0.837,0.127,-0.727,0.167,18.562723,0.00314,2.760731,0.055816871137664
Gaia EDR3 522663027045983104,16.79524806893,62.21369057433,-0.0289,0.1439,-1.794,0.11,0.674,0.147,18.133291,0.003135,2.387154,0.033189472286411
Gaia EDR3 522663027052290688,16.784334638,62.22455621556,0.5841,0.0489,-3.005,0.038,-3.649,0.05,16.293283,0.002799,1.882561,0.006388042584518
Gaia EDR3 522663027052291200,16.79459054624,62.2195218268,2.0364,0.0161,4.549,0.012,-6.451,0.016,11.617188,0.002766,0.653981,0.004754603437669
Gaia EDR3 522663057106876928,16.81362702274,62.21971823755,0.2857,0.1949,-3.291,0.149,0.658,0.215,18.74273,0.003249,1.832886,0.039020211752731
Gaia EDR3 522663057106882560,16.80125124804,62.21923524797,-0.1643,0.1321,-0.84,0.099,-0.57,0.13,18.155613,0.002994,2.411411,0.04080249759988
Gaia EDR3 522663057106892416,16.80372751287,62.23035123219,0.4907,0.137,0.857,0.108,1.819,0.139,18.189451,0.003021,2.140228,0.033968666892064
Gaia EDR3 522663057106898048,16.79277205485,62.23623477619,-0.0312,0.1769,-1.416,0.14,0.02,0.183,18.66434,0.003257,2.138908,0.059920472853949
Gaia EDR3 522663061412028416,16.78647619973,62.23191303424,0.7361,0.0866,-5.19,0.068,-4.617,0.088,17.428988,0.002876,1.882723,0.021483700175992
Gaia EDR3 522663061412028928,16.8057476107,62.22867861701,0.2998,0.0961,-2.345,0.075,0.365,0.094,17.607012,0.002909,1.880901,0.01841207748803
Gaia EDR3 522663061412029312,16.80619223506,62.22413535591,1.2584,0.0208,7.624,0.015,1.208,0.02,14.363645,0.002762,1.398745,0.00487376350004
Gaia EDR3 522663061413658240,16.78851284543,62.22435374447,0.4101,0.072,-3.216,0.059,-1.754,0.068,17.050962,0.002841,1.86661,0.010336071789654
Gaia EDR3 522663091466611840,16.77168961678,62.21619943434,0.2334,0.1414,0.018,0.111,-1.12,0.145,18.368454,0.003046,2.001078,0.033431042391259
Gaia EDR3 522663091466624768,16.75861956096,62.22584723993,0.2908,0.1418,-1.698,0.112,1.059,0.145,18.327518,0.003072,2.398453,0.044767182702755
Gaia EDR3 522663095771766528,16.75044834131,62.23607938561,0.2358,0.2501,6.814,0.192,2.309,0.257,17.463514,0.004059,2.133022,0.016849238372272
Gaia EDR3 522663095771766656,16.75297915729,62.23243102462,0.3215,0.0491,-2.113,0.038,-0.459,0.048,16.30982,0.002794,1.35453,0.006965053196034
Gaia EDR3 522663095771767552,16.77431855338,62.22320150308,1.7172,0.0474,-1.549,0.037,-4.097,0.05,16.390636,0.003091,1.859764,0.009086571154752
Gaia EDR3 522663125826375296,16.76493565264,62.23609250997,0.6823,0.1668,-2.205,0.131,-2.613,0.163,18.519646,0.003109,1.950727,0.034297243125249
Gaia EDR3 522663130131504256,16.75693177197,62.24582416666,-1.1043,0.3087,-4.387,0.245,-0.459,0.283,18.91285,0.004045,2.184769,0.059163866476584
Gaia EDR3 522663130131504512,16.75798482855,62.24056612826,0.4489,0.0759,0.488,0.06,1.63,0.077,17.22453,0.002846,2.32168,0.015963426126123
Gaia EDR3 522663130131504768,16.77338161821,62.23961270722,0.343,0.0514,-2.975,0.04,-1.009,0.054,16.549688,0.002807,1.702354,0.00927326527716
Gaia EDR3 522663164491242752,16.79724982854,62.2434836479,0.1536,0.087,-2.724,0.068,-1.247,0.088,17.483143,0.002881,1.70014,0.01548620943427
Gaia EDR3 522663164491243008,16.79950043684,62.24122343581,0.2398,0.078,-2.702,0.066,0.466,0.079,17.294971,0.002842,1.929688,0.013953370111953
Gaia EDR3 522663194545864576,16.8043486979,62.24893449265,0.2798,0.1093,-3.508,0.086,3.182,0.117,17.77838,0.00296,1.894905,0.022476971711538
Gaia EDR3 522663194545869568,16.81321654866,62.25197322728,0.2255,0.1555,0.196,0.122,-1.707,0.164,18.349546,0.003051,2.05233,0.040200225047539
Gaia EDR3 522663194545869696,16.79824605424,62.25169669487,0.4142,0.1086,-1.793,0.088,0.019,0.112,17.88519,0.002928,1.61755,0.017667662365825
Gaia EDR3 522663194545870080,16.80467431189,62.25258676751,0.2956,0.1184,-1.193,0.094,-0.448,0.12,17.97858,0.002979,1.741345,0.025666697761085
Gaia EDR3 522663198850980736,16.80151169429,62.25487259662,0.1369,0.0901,-1.34,0.073,-0.132,0.098,17.563187,0.002895,1.92597,0.019270528811803
Gaia EDR3 522663198851051520,16.8040646636,62.25834526836,0.1964,0.0726,-2.041,0.061,-0.256,0.07,17.12704,0.002858,1.664055,0.009208333750583
Gaia EDR3 522663198851052672,16.82604464797,62.25159425741,0.3812,0.0797,-1.528,0.065,-0.118,0.098,17.15167,0.007529,,
Gaia EDR3 522663198851052800,16.82511586947,62.2513642653,0.2212,0.0363,-1.463,0.028,-0.236,0.036,15.745558,0.002793,1.55782,0.013500175600086
Gaia EDR3 522663228905600512,16.78307187329,62.24545323755,0.4139,0.1767,-0.693,0.139,0.394,0.182,18.690321,0.003197,2.155432,0.06680473666073
Gaia EDR3 522663228905602048,16.78308760043,62.24724519156,0.5033,0.1527,-3.56,0.123,-0.116,0.156,18.45449,0.003098,1.915802,0.032830077360534
Gaia EDR3 522663228905607296,16.777911024,62.25123899424,0.0957,0.1526,-1.621,0.12,-1.85,0.155,18.43871,0.003087,2.410893,0.041809551080289
Gaia EDR3 522663228905617920,16.7722296973,62.25870896144,0.4065,0.2045,-4.127,0.16,-1.739,0.204,18.91001,0.003382,2.054785,0.047443238381093
Gaia EDR3 522663228905619840,16.76520822908,62.26092854307,0.1777,0.1894,-0.566,0.151,1.241,0.189,18.751635,0.003203,1.889826,0.040370690413639
Gaia EDR3 522663228909474048,16.78253724212,62.24472135204,0.3199,0.1446,2.349,0.114,-0.737,0.15,18.39266,0.003052,2.026533,0.039162306689664
Gaia EDR3 522663267570456960,16.79603072896,62.25986528319,0.4413,0.0565,0.86,0.044,0.596,0.058,16.688267,0.002811,2.1473,0.008960606894902
Gaia EDR3 522663267570457344,16.79428305202,62.2555386072,2.5615,0.1836,3.555,0.146,-3.766,0.181,18.673529,0.003294,2.916235,0.067614875646412
Gaia EDR3 522663267572088192,16.78368139959,62.25746357704,0.48,0.051,-0.95,0.041,0.448,0.053,16.369,0.002807,1.79041,0.006881915604063
Gaia EDR3 522663297625072384,16.8783418354,62.24253275847,0.2666,0.2021,-0.632,0.16,-1.139,0.223,18.85505,0.003288,1.900259,0.037991586990908
Gaia EDR3 522663336290007040,16.89095589752,62.24605896662,0.075,0.1166,-1.218,0.095,0.602,0.12,17.9695,0.002946,1.798426,0.020935660069434
Gaia EDR3 522663336290007168,16.9027811088,62.24621948552,0.4829,0.1436,4.716,0.118,-2.16,0.151,16.578537,0.003558,1.975928,0.007669636174165
Gaia EDR3 522663336290433536,16.88069545247,62.25866803176,0.0543,0.1119,-2.293,0.09,-1.808,0.149,17.711926,0.002907,1.877474,0.015839470245381
Gaia EDR3 522663336291690368,16.88514126067,62.25754629944,,,,,,,18.066133,0.015759,2.074951,0.017213304448584
Gaia EDR3 522663366344558976,16.83668021154,62.25163460315,0.3313,0.2115,0.3,0.165,-0.104,0.227,18.961308,0.003422,2.228409,0.047568522922417
Gaia EDR3 522663366344559616,16.84067073529,62.251698271,0.3853,0.1004,-0.771,0.08,-0.943,0.11,17.703552,0.002961,2.101324,0.018101376492817
Gaia EDR3 522663370649744384,16.85405119967,62.25435740814,6.3395,0.0803,-30.926,0.065,2.431,0.089,17.290611,0.00291,2.812805,0.018149173554537
Gaia EDR3 522663370649745024,16.85951522663,62.24821516429,0.5763,0.0619,7.494,0.047,-0.313,0.07,16.66621,0.002802,2.205314,0.008162493249859
Gaia EDR3 522663405003312384,16.84997978285,62.26427096261,0.3338,0.1689,-3.296,0.133,-1.269,0.186,18.561707,0.003215,1.950602,0.032723250096715
Gaia EDR3 522663405003313024,16.84150639253,62.26276496339,-0.0853,0.1964,-1.28,0.156,0.36,0.214,18.826847,0.003278,1.799591,0.033196699821759
Gaia EDR3 522663405009481344,16.84232997547,62.26378528273,0.3412,0.0827,-3.789,0.07,0.949,0.092,17.28208,0.002862,1.820036,0.012698353872391
Gaia EDR3 522663435064051968,16.89125729868,62.26555282609,-0.0547,0.2109,-1.043,0.167,0.447,0.243,18.814783,0.003349,2.13277,0.05583269346864
Gaia EDR3 522663435064219264,16.89409981393,62.25901857417,0.3484,0.2375,-2.249,0.194,-2.694,0.251,18.973776,0.003476,2.519943,0.046884605730885
Gaia EDR3 522663439369648512,16.88148079232,62.26277163187,0.3635,0.1151,-3.739,0.096,-0.307,0.153,17.885866,0.002945,1.938841,0.023513003549533
Gaia EDR3 522663473728956928,16.89377505585,62.27759061742,0.6787,0.0183,-0.624,0.015,1.458,0.02,14.147594,0.00277,2.232155,0.004931300020851
Gaia EDR3 522663503783540736,16.85624142394,62.27890841516,0.1821,0.1376,-1.738,0.106,0.532,0.146,18.14257,0.003035,1.966101,0.024583584684758
Gaia EDR3 522663503783542528,16.85567225888,62.28103807647,0.6555,0.1816,-6.425,0.143,-5.241,0.192,18.587025,0.003231,2.315926,0.058910693174303
Gaia EDR3 522663508088695424,16.85517064245,62.27506427099,0.8106,0.0645,-6.299,0.052,0.022,0.07,16.994184,0.002826,1.933495,0.00937142994358
Gaia EDR3 522663508088695552,16.86717269318,62.27223526903,0.4231,0.0893,-1.409,0.073,-1.334,0.1,17.514744,0.00288,1.863445,0.010491633581528
Gaia EDR3 522663542448432384,16.8675469486,62.29192737456,0.2043,0.0385,-1.871,0.031,1.389,0.041,15.85003,0.002838,2.750095,0.007391586023907
Gaia EDR3 522663542448433024,16.86777108526,62.28956253576,0.3742,0.0344,-1.922,0.027,-0.733,0.038,15.615333,0.00277,1.530851,0.005493358244246
Gaia EDR3 522663542448433152,16.85885411036,62.28902155646,1.916,0.0883,27.19,0.067,-9.727,0.09,17.307331,0.002892,2.353449,0.016431567213524
Gaia EDR3 522663542448433536,16.8594526023,62.28517718953,0.3608,0.1883,-1.607,0.145,-0.316,0.195,18.57825,0.003275,2.055275,0.034370718754339
Gaia EDR3 522663572502998784,16.82245035289,62.25710160663,0.8878,0.095,-4.087,0.079,-1.137,0.103,17.478968,0.002869,2.001286,0.018269283536111
Gaia EDR3 522663572503009920,16.81452217161,62.2690319228,0.6238,0.1454,-2.1,0.113,-0.619,0.15,18.274359,0.003033,2.072197,0.028957066662378
Gaia EDR3 522663606862761600,16.81631849959,62.2847480285,0.2632,0.061,-2.64,0.05,0.921,0.06,16.185627,0.002829,1.741479,0.006019713239145
Gaia EDR3 522663641222484480,16.79993052827,62.26548714727,0.9117,0.1776,2.564,0.14,2.022,0.178,18.679306,0.003137,2.149242,0.036360683722691
Gaia EDR3 522663641222493952,16.78877080423,62.2776095965,0.3965,0.2304,1.94,0.176,0.797,0.207,18.978498,0.003325,2.001749,0.041186742815949
Gaia EDR3 522663641222494720,16.78200762164,62.27825461753,0.3985,0.1893,-5.24,0.145,-1.002,0.177,18.567142,0.003154,1.963774,0.032142910975039
Gaia EDR3 522663641222496512,16.77823185202,62.27974923017,0.1705,0.2099,-1.578,0.167,-0.603,0.201,18.783642,0.003299,1.990675,0.040460991337577
Gaia EDR3 522663675582231552,16.799837012,62.27718520068,0.097,0.1983,-1.921,0.149,-4.25,0.201,18.68677,0.003253,2.269258,0.048614946520469
Gaia EDR3 522663675582234752,16.80846274779,62.28025587803,0.2347,0.1901,-2.271,0.15,0.27,0.193,18.300013,0.003263,1.963301,0.029945885906856
Gaia EDR3 522663675582238720,16.78816261368,62.28612790598,0.4638,0.1561,3.335,0.126,1.548,0.153,18.349676,0.003101,2.059807,0.033887988128676
Gaia EDR3 522663675583092480,16.80461777404,62.28859649346,2.0806,0.1952,2.301,0.15,-4.961,0.202,18.598442,0.003384,2.654808,0.057781824041468
Gaia EDR3 522663679887317120,16.78565782051,62.28957742119,0.2215,0.1325,-2.547,0.105,-1.031,0.132,18.144835,0.003003,2.004192,0.019802307857524
Gaia EDR3 522663679887386240,16.80665993885,62.28747061453,0.2154,0.0564,-1.017,0.045,-0.876,0.062,16.668951,0.002819,1.679833,0.007531488838821
Gaia EDR3 522663709941977472,16.83053834473,62.28822196106,-0.0154,0.1861,-2.271,0.142,-0.001,0.188,18.611956,0.003173,2.102884,0.045093481402116
Gaia EDR3 522663714247125248,16.82685643017,62.28514693276,6.2472,0.0647,-30.745,0.052,2.273,0.071,16.885376,0.002856,2.695126,0.013795465400618
Gaia EDR3 522663748606862336,16.84775712708,62.30008348261,0.2289,0.1497,-1.922,0.125,-0.625,0.161,18.300312,0.003069,2.012958,0.024763718561075
Gaia EDR3 522663748606862464,16.85286880136,62.29963207066,0.4946,0.1334,-1.506,0.105,-0.248,0.131,18.078419,0.003092,2.146734,0.02435928949884
Gaia EDR3 522663778661463040,16.80148815874,62.30249233656,0.5589,0.2091,-0.853,0.163,-0.791,0.203,18.839222,0.003272,2.138893,0.042872673502305
Gaia EDR3 522663813021203712,16.81678226674,62.30466177172,0.3072,0.1006,-3.237,0.084,-1.99,0.108,17.600645,0.002894,1.8522,0.012340765414594
Gaia EDR3 522663813021208448,16.80791663781,62.31450853275,0.4099,0.1376,-1.699,0.107,1.009,0.146,18.215534,0.003007,2.246427,0.040714584459111
Gaia EDR3 522686937125111808,16.89938597923,62.28475298271,1.0512,0.1114,4.961,0.091,-0.46,0.12,17.934103,0.002959,2.191202,0.023238579872213
Gaia EDR3 522687010146489984,16.88138030448,62.29529777845,,,,,,,18.596794,0.013199,2.938936,0.050977076680707
Gaia EDR3 522687040204345472,16.87933961205,62.31652491113,1.0237,0.1083,7.959,0.081,-2.927,0.111,17.872362,0.002976,2.38726,0.024649697972758
Gaia EDR3 522687044510519168,16.88592194441,62.3104941085,0.5263,0.0404,-1.871,0.033,-2.379,0.044,15.947844,0.002798,2.086624,0.006089241834585
Gaia EDR3 522687143283563008,16.88562850158,62.32280318315,0.3509,0.1197,-0.36,0.09,-1.016,0.117,18.046127,0.002984,2.155525,0.030030807127921
Gaia EDR3 522687143283563136,16.88873562675,62.3228068638,0.228,0.1998,-0.917,0.147,-0.036,0.214,18.821129,0.003339,2.144938,0.060000484260347
Gaia EDR3 522687177643305984,16.88943581437,62.341080317,0.1446,0.1118,-1.902,0.083,-0.612,0.11,17.993496,0.002953,1.832779,0.017342914836545
Gaia EDR3 522687216309016320,16.85853331309,62.30784686766,0.3628,0.1265,-2.242,0.098,-0.18,0.126,18.053932,0.002999,2.302242,0.035829739277115
Gaia EDR3 522687216309017088,16.84319155748,62.30661799781,0.3632,0.108,-2.484,0.088,-0.131,0.117,17.760117,0.002959,1.899933,0.01756502593134
Gaia EDR3 522687216309018112,16.85320791657,62.3042199,0.3211,0.0792,-3.526,0.066,-0.133,0.089,17.329153,0.002858,1.781078,0.009629203037389
Gaia EDR3 522687250668744576,16.84634178036,62.32618219309,1.3238,0.0524,1.067,0.041,-2.02,0.056,16.580404,0.002809,1.947984,0.008153173229497
Gaia EDR3 522687280722517376,16.8209935227,62.3228138117,0.4145,0.1825,-0.932,0.139,-1.114,0.182,18.64058,0.003249,2.195377,0.038417598611763
Gaia EDR3 522687319388215424,16.82171219417,62.33529165999,0.3216,0.1283,-2.881,0.095,1.424,0.126,18.136328,0.00301,2.450747,0.029284814910883
Gaia EDR3 522687349441993984,16.87576571762,62.32375311053,0.7243,0.1864,-6.285,0.14,-3.776,0.188,18.736332,0.003206,2.358482,0.057237676870857
Gaia EDR3 522687349441995904,16.87898992583,62.33215011697,0.364,0.172,-0.929,0.123,-0.918,0.168,18.581827,0.003185,2.270433,0.052892240165899
Gaia EDR3 522687383801735936,16.88097330932,62.34031426732,0.3654,0.1341,-1.64,0.099,0.07,0.132,18.236986,0.003031,2.171923,0.038508876856839
Gaia EDR3 522687388107688576,16.87434667956,62.34823642677,0.5551,0.1002,-1.111,0.077,-2.378,0.102,17.747774,0.003072,2.395824,0.022814171899126
Gaia EDR3 522687422467427456,16.8289713903,62.345068775,0.3324,0.1009,2.899,0.078,0.156,0.101,17.671322,0.002923,2.5483,0.02484077360576
Gaia EDR3 522841835128697472,16.42041471761,62.10565734753,0.2946,0.0138,-1.393,0.012,-0.745,0.014,13.730755,0.002762,1.269215,0.004820376021475
Gaia EDR3 522841869488432000,16.42353073562,62.11829105061,0.2808,0.0509,-0.67,0.044,0.682,0.054,16.685255,0.002814,2.826255,0.015352710590391
Gaia EDR3 522841869488435456,16.44113634786,62.10768422692,0.7391,0.0668,0.278,0.059,0.339,0.071,17.298517,0.002851,2.140264,0.011690590784264
Gaia EDR3 522841869488437760,16.44646576903,62.10288851422,0.263,0.0428,-2.453,0.035,0.495,0.045,16.435125,0.002793,1.808277,0.00825978618836
Gaia EDR3 522841899543897600,16.39551660614,62.11306114724,0.4062,0.1656,-0.807,0.144,-2.044,0.177,18.892042,0.003265,2.084852,0.048210125479733
Gaia EDR3 522841903842760320,16.38554879991,62.10977733162,1.9715,0.0379,-3.282,0.039,2.938,0.04,14.699575,0.002811,1.254649,0.005636944164917
Gaia EDR3 522841903848171904,16.38536434324,62.10961266372,1.9744,0.0825,-1.977,0.178,2.346,0.122,15.025747,0.003584,1.274139,0.051899982472883
Gaia EDR3 522841903848173696,16.39531756124,62.10552163148,0.0466,0.0794,-2.841,0.07,0.648,0.084,17.58222,0.002932,2.578464,0.023104050777021
Gaia EDR3 522841933903636992,16.41746158681,62.11540091874,0.7959,0.1691,-7.032,0.141,-2.891,0.173,18.8549,0.003263,2.338966,0.051017610113748
Gaia EDR3 522841933903638016,16.40894816836,62.11701127225,0.1791,0.1312,-1.335,0.11,-0.644,0.14,18.430157,0.003043,1.986115,0.029650834984742
Gaia EDR3 522842213085824512,16.60529894983,62.10099263691,0.8432,0.0375,-6.751,0.032,-1.318,0.036,16.031443,0.002782,1.812363,0.005631156838234
Gaia EDR3 522842414939971968,16.56650221683,62.11344785782,1.1596,0.2512,-4.078,0.2,0.096,0.249,18.604832,0.00374,1.986271,0.032605962698074
Gaia EDR3 522842419244250496,16.58008889878,62.11243851932,0.2112,0.1388,-0.93,0.112,-0.333,0.141,18.495354,0.00314,2.611492,0.06598949383916
Gaia EDR3 522842449299708544,16.55008549349,62.10935614188,0.1725,0.125,-0.476,0.102,0.134,0.128,18.23182,0.00301,2.439104,0.042581023568889
Gaia EDR3 522842449299710208,16.54485306901,62.1124638599,0.5471,0.1492,-5.702,0.119,0.489,0.149,18.579449,0.003165,2.026022,0.034579037170461
Gaia EDR3 522842453603990400,16.54688765916,62.10553466127,0.5363,0.2444,2.48,0.202,-2.087,0.242,17.695587,0.003613,1.864246,0.018588172765712
Gaia EDR3 522842453603991168,16.5608169508,62.10532240565,-3.6074,0.708,-6.817,0.597,-2.915,0.733,16.713781,0.003746,1.723149,0.007567674609329
Gaia EDR3 522842483659448448,16.56246140602,62.11267097999,0.3135,0.1175,-1.332,0.089,-1.222,0.112,18.052513,0.002937,1.787941,0.019608079866523
Gaia EDR3 522842483659451520,16.54808721341,62.11882616814,0.3268,0.1028,-1.84,0.081,-0.242,0.102,17.912601,0.002932,1.791017,0.023137282001665
Gaia EDR3 522842483659451648,16.54973939189,62.11993394217,0.1296,0.121,-2.284,0.094,-0.359,0.115,18.112165,0.002951,1.927218,0.021432785270638
Gaia EDR3 522842487963719552,16.5416915296,62.1304262133,0.515,0.0369,-1.707,0.029,-0.071,0.036,16.076984,0.002807,1.751796,0.006200464822696
Gaia EDR3 522842487963723392,16.55447146982,62.1227299319,0.3257,0.0354,-2.189,0.028,-0.521,0.035,16.010412,0.002777,1.346914,0.005548918615256
Gaia EDR3 522842487963725696,16.55233883735,62.11320969224,0.1751,0.0254,-1.295,0.02,-0.069,0.025,15.251367,0.002769,1.548451,0.005117999911385
Gaia EDR3 522842518019181824,16.64307227066,62.10446364713,1.2503,0.0605,-8.616,0.05,-10.046,0.058,16.997929,0.002833,1.883097,0.017736712705181
Gaia EDR3 522842522318072192,16.64197552234,62.10465025425,1.2447,0.1816,-9.431,0.143,-9.285,0.186,18.227371,0.003659,,
Gaia EDR3 522842522323470464,16.64153571177,62.10039353343,0.5966,0.0298,-1.601,0.026,0.467,0.028,15.411733,0.002773,2.086334,0.005565191343811
Gaia EDR3 522842552378922368,16.66551966616,62.10936721087,0.7163,0.1329,2.787,0.117,-7.162,0.142,18.391884,0.003047,2.32634,0.023201054530389
Gaia EDR3 522842552378923392,16.651748084,62.11153301892,1.8006,0.1654,20.725,0.138,-5.99,0.176,18.807867,0.003246,2.597692,0.055250708828223
Gaia EDR3 522842556683207808,16.66890440808,62.10486222677,1.1587,0.0625,-6.882,0.055,4.514,0.061,17.059021,0.002832,1.828438,0.00866026541454
Gaia EDR3 522842586738910976,16.61317930956,62.11401045347,0.2311,0.15,1.016,0.117,-0.031,0.152,18.375404,0.003199,3.512232,0.086932517743276
Gaia EDR3 522842591042983552,16.62998924219,62.09913096253,4.2993,0.0294,6.652,0.026,-27.017,0.03,15.467498,0.002782,2.115062,0.005950856671134
Gaia EDR3 522842621098404608,16.61299926485,62.12053813022,0.2842,0.1414,1.079,0.114,-0.831,0.147,18.47637,0.003093,2.249416,0.038939067836388
Gaia EDR3 522842621098649856,16.622121095,62.11477777655,0.0351,0.1284,-0.419,0.1,0.287,0.139,18.195795,0.003062,3.027857,0.048853867667275
Gaia EDR3 522842625402721536,16.62638589969,62.12318573671,0.4086,0.0616,-3.043,0.048,-0.129,0.061,17.003733,0.002875,2.21075,0.011906930947348
Gaia EDR3 522842655458145024,16.64788268102,62.12467327985,0.6426,0.1038,1.389,0.081,-2.286,0.108,17.949263,0.002932,2.207377,0.020759957833355
Gaia EDR3 522842659762415360,16.66327583966,62.12588176871,0.2941,0.1165,-3.135,0.095,-0.254,0.132,18.127556,0.003006,2.17547,0.033688085090359
Gaia EDR3 522842689817890432,16.67213435181,62.13850510297,1.5085,0.0601,0.273,0.048,-6.565,0.063,16.951809,0.002882,1.934071,0.010800413580116
Gaia EDR3 522842689822837888,16.67923000262,62.12970511361,0.5877,0.1574,-1.323,0.121,-1.022,0.18,18.441874,0.003116,2.048214,0.046408884786899
Gaia EDR3 522842694116736128,16.68361285371,62.1307975571,1.5583,0.0232,4.87,0.018,-4.812,0.024,13.929227,0.004947,,
Gaia EDR3 522842694122152064,16.68468027079,62.13215991315,0.7916,0.0492,0.791,0.039,-2.437,0.046,15.83252,0.004048,-0.067805,0.260716454624217
Gaia EDR3 522842694122152576,16.68475281259,62.13116501054,1.4377,0.0132,4.127,0.01,-4.461,0.013,9.790302,0.002761,1.674722,0.00481317291131
Gaia EDR3 522842694122153344,16.67377516933,62.1283840215,0.1324,0.041,-1.365,0.033,-0.098,0.041,15.834465,0.002843,3.700786,0.013428558492818
Gaia EDR3 522842724177627392,16.63237667168,62.13535192578,1.2288,0.0457,-0.703,0.037,-2.57,0.049,16.494205,0.002791,1.686274,0.006697277619005
Gaia EDR3 522842724177627520,16.62002059857,62.13555106872,0.1566,0.1102,-0.054,0.088,-0.786,0.116,17.98601,0.002943,2.954948,0.030115931812543
Gaia EDR3 522842758537367424,16.64855566361,62.13827697359,0.4718,0.0488,-4.267,0.038,-2.64,0.051,16.485258,0.0028,2.135963,0.008571474893167
Gaia EDR3 522842762841626752,16.65233716366,62.13554900314,0.316,0.0926,-0.937,0.074,-1.567,0.093,17.779161,0.002993,2.608236,0.021117856497314
Gaia EDR3 522842792897094784,16.60312943636,62.11655571388,0.4899,0.0997,-5.294,0.081,0.467,0.105,17.869957,0.002939,2.182699,0.020440582820259
Gaia EDR3 522842792897097344,16.58589300755,62.12114664078,0.5423,0.1756,-2.22,0.144,-0.828,0.176,18.702286,0.003281,2.132057,0.045813257215304
Gaia EDR3 522842797195950976,16.58296111496,62.12645211052,0.4489,0.2067,-2.289,0.169,-0.171,0.236,18.70948,0.003438,2.191624,0.028917882038143
Gaia EDR3 522842797201368320,16.57413844097,62.1240622337,0.2956,0.0617,-3.469,0.049,-0.598,0.064,16.95157,0.002817,1.86931,0.013602037780551
Gaia EDR3 522842797201369984,16.60063077657,62.11833861071,0.5528,0.0804,0.356,0.065,-0.008,0.084,17.525396,0.002861,2.055223,0.015012546835198
Gaia EDR3 522842827256840576,16.60460858296,62.13188766008,0.0853,0.1906,-1.769,0.149,0.154,0.193,18.99803,0.003344,2.16939,0.051200518783511
Gaia EDR3 522842827256841856,16.57845196528,62.1330226205,0.6558,0.1538,1.056,0.125,-0.233,0.183,18.521782,0.003128,2.332758,0.031412254257915
Gaia EDR3 522842827256843264,16.58703761798,62.13571435435,0.1787,0.147,-0.894,0.117,-0.551,0.151,18.542986,0.003095,2.694235,0.04901152284954
Gaia EDR3 522842831561099904,16.59675109497,62.1378476483,0.2621,0.1313,-2.418,0.103,0.025,0.135,18.36591,0.003034,2.143416,0.037836316494855
Gaia EDR3 522842831561102976,16.58169236351,62.1325558457,0.2568,0.1002,-1.876,0.08,-0.159,0.096,17.967041,0.002918,1.864134,0.019058079853734
Gaia EDR3 522842861616574976,16.56683874823,62.12265057385,0.6585,0.1559,-3.906,0.122,0.487,0.167,18.626554,0.003148,2.011255,0.046344549450668
Gaia EDR3 522842861616577024,16.56884723599,62.12636868086,0.6193,0.0568,-2.941,0.044,-2.663,0.058,16.899837,0.002805,1.90385,0.008185094304431
Gaia EDR3 522842865920842240,16.55065145343,62.12952985567,0.3055,0.0137,-2.908,0.01,-2.547,0.014,13.490768,0.002774,2.662181,0.004929457506857
Gaia EDR3 522842865920843520,16.55869054068,62.12733459795,0.8303,0.0238,-4.318,0.019,-1.699,0.025,15.062135,0.002768,1.800672,0.00521695070387
Gaia EDR3 522842895976319872,16.57627957804,62.1350209299,0.3383,0.1587,-1.047,0.126,-1.089,0.162,18.693579,0.003127,2.038835,0.032455284918904
Gaia EDR3 522842895976323328,16.56316003995,62.14229352633,0.7607,0.1598,-3.073,0.13,-0.29,0.161,17.90598,0.003326,1.903288,0.018034691040185
Gaia EDR3 522842900280573312,16.54868270811,62.14472037333,0.4447,0.0711,-0.905,0.058,-0.641,0.072,17.250435,0.002833,1.768721,0.011424841048757
Gaia EDR3 522842900280574720,16.56695153164,62.14219270195,0.3316,0.0902,-2.506,0.07,-0.461,0.089,17.66788,0.002912,1.818247,0.018530269697802
Gaia EDR3 522842900280575360,16.57912302314,62.14106540951,0.3418,0.1254,-1.824,0.099,0.398,0.127,18.258942,0.002981,2.678221,0.049865374082525
Gaia EDR3 522842900280575872,16.5642302047,62.13823727903,0.6186,0.0555,-0.591,0.044,-0.747,0.056,16.79281,0.002803,1.959825,0.008806835706562
