EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 2014651029776249728,0.081626,0.15789,343.75157146124,60.97278896954,-0.7062,0.308,-2.503,0.392,-2.011,0.351,19.90959,0.004633,2.150599,0.10238884447539569
Gaia EDR3 2014651029776249984,0.089004,0.158682,343.76678059108,60.97356201203,2.3471,0.284,-32.331,0.364,-16.911,0.326,19.742212,0.00449,2.354586,0.1444424128601719
Gaia EDR3 2014651029776250880,0.092272,0.159625,343.77352151757,60.97449545833,0.1436,0.1226,-5.877,0.15,-2.802,0.132,18.51953,0.003232,2.760807,0.042815264434530556
Gaia EDR3 2014651029776251008,0.083967,0.160426,343.75640979385,60.97531881147,0.4344,0.1958,-4.039,0.244,-2.7,0.223,19.170897,0.00359,2.640835,0.086904589443382
Gaia EDR3 2014651029776251648,0.080058,0.162561,343.74836451002,60.97746388152,0.591,0.2484,-3.191,0.298,-1.411,0.281,19.54495,0.004114,2.541258,0.11288617317398342
Gaia EDR3 2014651034073861376,0.084968,0.155338,343.7584443031,60.970229071,0.2658,0.0723,-2.655,0.089,-1.299,0.086,17.377625,0.00292,2.979904,0.024254495550757392
Gaia EDR3 2014651064135992448,0.105192,0.170288,343.80022267348,60.98511771353,-0.2657,0.2948,-3.667,0.358,-2.996,0.323,19.830603,0.004755,2.631435,0.10321424284276542
Gaia EDR3 2014651064135995008,0.098711,0.174673,343.78688942236,60.98952332837,0.0696,0.3212,-3.104,0.41,-1.843,0.36,19.940603,0.004793,2.624491,0.10927255316112187
Gaia EDR3 2014651064135997312,0.103682,0.179494,343.79717132984,60.99432918855,0.6447,0.2352,-1.849,0.281,-2.04,0.244,19.4441,0.003995,2.611691,0.1008797792765894
Gaia EDR3 2014651098495724032,0.123035,0.153211,343.83687314828,60.9679767803,0.367,0.1904,-2.537,0.231,-2.595,0.199,19.01798,0.003574,2.475771,0.05615388192695785
Gaia EDR3 2014651098495728128,0.131365,0.161201,343.85410460549,60.97593417787,0.9015,0.2126,1.377,0.254,-2.854,0.235,19.326946,0.003961,2.849041,0.08583755476603547
Gaia EDR3 2014651098498641280,0.129096,0.149868,343.84933299392,60.96461043103,-1.0775,0.4797,2.529,0.572,-5.121,0.517,19.4027,0.008306,2.33292,0.09798962597711064
Gaia EDR3 2014651102793345408,0.127207,0.155091,343.84548385125,60.9698412517,3.4424,0.1403,24.957,0.159,7.214,0.147,14.008938,0.0029,1.4972,0.004852508305970921
Gaia EDR3 2014651102793347456,0.12914,0.150728,343.84943065173,60.96547027394,-0.1826,0.7047,-6.931,0.789,-7.046,0.747,16.44783,0.009229,2.349859,0.0073830735384323495
Gaia EDR3 2014651102793606528,0.125132,0.148786,343.84115846391,60.96354401623,0.2461,0.242,-3.097,0.304,-0.978,0.268,19.573488,0.004152,2.96777,0.11435955007721035
Gaia EDR3 2014651132855463424,0.136864,0.155615,343.86538986156,60.97032516144,0.597,0.2049,-3.494,0.243,-0.902,0.213,19.241173,0.003663,2.362629,0.06725905610264056
Gaia EDR3 2014651132855463552,0.133465,0.155892,343.85838690311,60.97061604138,-0.0892,0.3062,-5.05,0.372,-0.98,0.364,19.694529,0.004532,2.271713,0.12122617271846965
Gaia EDR3 2014651132855466624,0.140822,0.161397,343.87359905491,60.97608986046,0.4942,0.1331,-3.841,0.156,-5.271,0.14,18.465816,0.003168,2.411413,0.06264425253788006
Gaia EDR3 2014651132855468672,0.144169,0.165529,343.88053533967,60.98020605187,1.7404,0.0614,10.709,0.074,-4.468,0.066,17.125631,0.002864,2.012339,0.010659104374728943
Gaia EDR3 2014651132855469568,0.142403,0.170097,343.87693719328,60.98478211974,-0.0578,0.3789,-1.762,0.469,0.947,0.425,19.91762,0.004652,2.392786,0.13295508273365012
Gaia EDR3 2014651132855470464,0.146586,0.171084,343.88557147717,60.98575001086,0.1842,0.0901,-3.295,0.108,-2.055,0.097,17.907393,0.003028,2.090086,0.0247273456179529
Gaia EDR3 2014651132858436608,0.136124,0.164136,343.86393999494,60.97884911143,0.7538,0.3041,-5.546,0.365,-3.36,0.33,19.812614,0.004671,2.308512,0.12071671275232906
Gaia EDR3 2014651137149270144,0.136904,0.165191,343.8655568576,60.97990066082,0.1885,0.0606,-2.724,0.071,-1.112,0.067,17.18794,0.002979,2.907564,0.02146999190135268
Gaia EDR3 2014651137153082752,0.135639,0.16549,343.8629510418,60.98020449678,0.2138,0.0848,-2.462,0.101,-1.26,0.089,17.841183,0.002994,2.30266,0.025944742777330266
Gaia EDR3 2014651137153082880,0.137273,0.165116,343.86631704103,60.97982342151,0.4197,0.3575,-3.253,0.396,-0.609,0.42,19.842997,0.005486,,
Gaia EDR3 2014651137153085696,0.143994,0.162005,343.88014230769,60.97668309275,0.3178,0.0346,-3.43,0.041,-4.5,0.037,16.157946,0.002804,2.760205,0.00934907660105449
Gaia EDR3 2014651167215203968,0.12293,0.158952,343.83670104074,60.97371848542,0.4324,0.2269,-1.666,0.258,-0.699,0.224,19.259174,0.003935,2.689949,0.10623416289826376
Gaia EDR3 2014651167215204608,0.12571,0.160474,343.8424431851,60.97522959692,0.4315,0.3263,-1.531,0.38,-1.872,0.338,19.776796,0.004694,2.426411,0.11109847011274002
Gaia EDR3 2014651167215205248,0.12204,0.162206,343.83489309634,60.97697647954,0.5445,0.1724,-1.685,0.203,-1.804,0.177,18.892529,0.003478,2.642031,0.06618354244344454
Gaia EDR3 2014651167215205504,0.123803,0.162996,343.83853349419,60.9777595483,0.4869,0.1781,-2.05,0.208,0.18,0.185,18.983097,0.003567,2.718437,0.07103039573852052
Gaia EDR3 2014651167215207424,0.12738,0.16895,343.84595580263,60.98369916866,0.4575,0.1275,-9.682,0.154,-3.311,0.141,18.56263,0.003187,2.39135,0.03962133634729189
Gaia EDR3 2014651167215368448,0.125191,0.157629,343.8413505636,60.97238663264,-0.0745,0.3259,-2.595,0.399,-1.257,0.353,19.931198,0.005451,2.559603,0.10416277271680527
Gaia EDR3 2014651171509003392,0.114733,0.160851,343.81982205535,60.97564801449,0.0699,0.2973,-4.815,0.359,-4.351,0.312,19.697662,0.004363,2.749924,0.1223498032620947
Gaia EDR3 2014651171512817920,0.123963,0.170258,343.83892216149,60.98502042299,0.0814,0.2931,-0.505,0.338,-0.606,0.301,19.650642,0.004603,2.339617,0.09481417465552908
Gaia EDR3 2014651201574947968,0.135384,0.172862,343.86249139722,60.98757801152,0.7604,0.2477,-3.059,0.294,-1.528,0.247,19.333477,0.003966,2.412472,0.11256897547537478
Gaia EDR3 2014651201574948224,0.129707,0.17346,343.85079122574,60.98819976927,0.8047,0.2329,-2.572,0.264,-2.793,0.231,19.361784,0.003824,2.45236,0.07213825827174504
Gaia EDR3 2014651201574951168,0.141714,0.179985,343.87560761837,60.99467322601,0.6248,0.1085,2.519,0.129,0.628,0.115,18.266846,0.003105,2.488583,0.049806188823442676
Gaia EDR3 2014651201574952448,0.141832,0.182165,343.87587157288,60.99685274472,0.9182,0.1371,0.744,0.16,-2.278,0.143,18.543968,0.003259,2.570597,0.05852884487452269
Gaia EDR3 2014651201577948288,0.140684,0.182197,343.87350475726,60.99688946672,0.3984,0.3155,-2.352,0.371,0.82,0.327,19.780014,0.004658,2.723877,0.11024224105270244
Gaia EDR3 2014651235934686208,0.159874,0.172123,343.91297707593,60.98672565016,0.0905,0.0607,-2.679,0.073,-1.655,0.064,17.201368,0.002864,2.183806,0.014858955761908578
Gaia EDR3 2014651235934687104,0.153341,0.174264,343.89952904161,60.98889790831,-0.0085,0.2218,-2.234,0.258,-2.18,0.228,19.201818,0.003729,2.534411,0.08166007311024433
Gaia EDR3 2014651235937820800,0.159116,0.171475,343.91140842221,60.98608126672,0.0572,0.3283,-2.204,0.392,-0.939,0.343,19.809105,0.004577,1.962788,0.10739187185773522
Gaia EDR3 2014651240232299776,0.157909,0.176428,343.9089696811,60.99103953872,0.901,0.0935,-4.949,0.108,-3.544,0.098,17.910275,0.003021,2.311104,0.023556373909659
Gaia EDR3 2014651240232300416,0.162469,0.176507,343.91837346701,60.9910964018,0.3404,0.0318,-3.66,0.039,-0.278,0.034,15.786012,0.002799,2.794125,0.007954099196944609
Gaia EDR3 2014651270294432256,0.16625,0.191684,343.9263345881,61.00625336086,0.3551,0.2598,0.349,0.338,0.279,0.293,19.505089,0.0042,2.256525,0.11200195244368906
Gaia EDR3 2014651270297644544,0.170857,0.186087,343.93577730245,61.00063194355,0.2799,0.1043,-2.984,0.139,-1.535,0.122,17.927776,0.003084,1.846605,0.03241885648741482
Gaia EDR3 2014651274592035968,0.173128,0.1955,343.94056626733,61.01003290526,0.7402,0.2723,3.035,0.324,4.57,0.291,19.5516,0.004239,2.272978,0.0764925300284213
Gaia EDR3 2014651274592037760,0.171048,0.187014,343.93618109959,61.00155820219,1.3869,0.0225,2.81,0.029,-1.081,0.026,15.127511,0.002768,1.258357,0.0049889681748282524
Gaia EDR3 2014651304654164736,0.146732,0.175823,343.88591767149,60.99048877902,0.6754,0.1112,-5.397,0.133,-5.098,0.115,18.123423,0.003198,2.278133,0.038700591428612305
Gaia EDR3 2014651304654164864,0.145964,0.177,343.88434483497,60.99166883411,0.2374,0.1274,-3.59,0.152,-3.498,0.141,18.443382,0.003247,2.325094,0.03851455040107224
Gaia EDR3 2014651304654166144,0.148623,0.179475,343.8898512385,60.99413125704,0.3153,0.2441,-2.727,0.288,-4.178,0.269,19.433468,0.004194,2.077303,0.0676632688595881
Gaia EDR3 2014651304654167424,0.152936,0.182167,343.8987731173,60.99680282265,0.1327,0.1797,-2.835,0.205,-1.251,0.187,18.954136,0.003484,2.384129,0.05330402538006498
Gaia EDR3 2014651304654168192,0.157492,0.186198,343.90821002293,61.00081214529,0.8262,0.2772,-2.573,0.33,-2.325,0.29,19.544538,0.004203,2.332466,0.10330412926933834
Gaia EDR3 2014651304654169088,0.149691,0.187709,343.89213388885,61.00236069045,-0.1205,0.3009,2.097,0.357,-5.724,0.329,19.565844,0.004356,2.408777,0.0928780938635043
Gaia EDR3 2014651304654169472,0.143097,0.185203,343.87850953398,60.99988460974,0.1076,0.0656,-1.904,0.077,-0.846,0.069,17.263184,0.002926,2.996816,0.03322305917744579
Gaia EDR3 2014651304654170112,0.151255,0.189993,343.89538223774,61.00463675206,-0.1424,0.347,-1.88,0.427,-1.61,0.388,19.967098,0.004975,2.224865,0.13509372173509904
Gaia EDR3 2014651304654170880,0.154881,0.191791,343.9028807718,61.0064178931,0.1425,0.1371,-4.47,0.173,-3.512,0.156,18.551695,0.003379,2.342165,0.04986682499975255
Gaia EDR3 2014651304654171520,0.152497,0.193909,343.89798253786,61.0085474374,0.5869,0.1476,-4.652,0.182,-4.623,0.165,18.734112,0.003374,2.2463,0.045637476949710466
Gaia EDR3 2014651308951771008,0.143707,0.187263,343.879786263,61.00194207416,0.8546,0.0261,4.137,0.03,0.196,0.028,15.536093,0.002792,2.092666,0.005541684294018245
Gaia EDR3 2014651308951773440,0.15439,0.185886,343.90180839376,61.00051525995,0.1994,0.0777,-1.419,0.094,-1.609,0.086,17.347633,0.003053,2.080734,0.013245768736006603
Gaia EDR3 2014651339013910400,0.161597,0.194924,343.91676954244,61.00951727834,0.596,0.1749,-2.346,0.228,-2.291,0.203,18.903208,0.003502,2.213491,0.05043788762441218
Gaia EDR3 2014651339013911680,0.16972,0.199579,343.93357989596,61.01413028615,0.5684,0.2624,-1.721,0.311,2.242,0.276,19.452518,0.004203,2.189497,0.0872543732711577
Gaia EDR3 2014651339013912064,0.169714,0.203183,343.93360784125,61.01773429713,0.6064,0.1299,-4.136,0.158,-1.759,0.142,18.45871,0.003252,2.002615,0.036198241231770595
Gaia EDR3 2014651339013912448,0.172334,0.204143,343.93902607203,61.01867938612,0.6734,0.2202,-2.004,0.261,-1.363,0.243,19.268816,0.003738,2.244679,0.07669944973170648
Gaia EDR3 2014651339013912960,0.17137,0.206829,343.937065647,61.02137082301,0.3838,0.08,-1.954,0.098,-1.45,0.093,17.688738,0.002936,1.792358,0.021507518978438563
Gaia EDR3 2014651339017043584,0.159984,0.196666,343.91346012565,61.01126731691,0.7445,0.1856,-3.915,0.255,-1.12,0.233,18.705473,0.00346,,
Gaia EDR3 2014651343311509248,0.162929,0.202757,343.91959994595,61.01734303576,1.2286,0.0327,-0.457,0.04,-4.136,0.037,15.872086,0.002782,1.662459,0.006535151727337344
Gaia EDR3 2014651343311509888,0.159498,0.196441,343.91245376746,61.01104433006,0.4604,0.0529,-3.35,0.069,-1.894,0.062,16.891909,0.002896,2.0339,0.015724415427639245
Gaia EDR3 2014651343311510400,0.162057,0.197687,343.9177471357,61.01227817605,0.2214,0.0689,-2.929,0.082,-1.331,0.076,17.356705,0.002905,1.926354,0.013348579186721323
Gaia EDR3 2014651343311512192,0.164884,0.19286,343.92352793866,61.00743607759,0.8894,0.1005,0.579,0.13,-2.254,0.117,17.995756,0.003016,2.199572,0.024966986095613243
Gaia EDR3 2014651343312700800,0.161385,0.188452,343.91626360395,61.00304663341,0.3918,0.2231,-2.762,0.267,-1.724,0.235,19.239044,0.00393,2.304735,0.06732912507887244
Gaia EDR3 2014651373373638400,0.118327,0.170537,343.82730388172,60.98532067404,1.9827,0.1762,2.342,0.207,-12.844,0.177,18.920837,0.003539,2.80975,0.07394562218563311
Gaia EDR3 2014651373373640704,0.123131,0.174902,343.83724410727,60.98966803798,1.1105,0.2789,-2.375,0.324,-1.662,0.307,19.662249,0.004185,2.354498,0.08156019934004492
Gaia EDR3 2014651373373641216,0.119925,0.176291,343.83064286553,60.99106905537,0.1796,0.1211,-2.599,0.144,-1.81,0.128,18.367182,0.003113,2.4555,0.03786263614171657
Gaia EDR3 2014651373373643392,0.123876,0.180734,343.83882624562,60.99549719285,0.0169,0.2294,-2.258,0.256,-1.287,0.237,19.221266,0.00382,2.610689,0.06602828694474874
Gaia EDR3 2014651373376471040,0.119283,0.181084,343.82935717336,60.99586459439,0.622,0.3435,-6.498,0.385,-3.259,0.368,19.889273,0.0049,2.523821,0.1172693167963934
Gaia EDR3 2014651373376509696,0.124129,0.171445,343.83927287618,60.98620675403,0.6841,0.3113,-6.851,0.365,-5.294,0.321,19.806496,0.004732,2.36046,0.0921049147791353
Gaia EDR3 2014651377667424768,0.119531,0.179882,343.82985898413,60.99466109968,0.1164,0.2577,-2.144,0.289,-1.662,0.259,19.475965,0.005531,2.482033,0.08398521349681287
Gaia EDR3 2014651377667425024,0.119154,0.179445,343.82907751966,60.99422562504,1.4475,0.421,9.685,0.499,6.713,0.461,19.981722,0.005179,2.286961,0.21022779153360655
Gaia EDR3 2014651377667426048,0.121487,0.179234,343.83388686415,60.99400640496,-0.3801,0.3768,-2.043,0.452,-1.507,0.409,19.969822,0.005261,2.331175,0.10169225952712815
Gaia EDR3 2014651377667428352,0.112667,0.170537,343.81563598299,60.98534135324,0.0052,0.2101,-2.056,0.246,-3.662,0.221,18.796492,0.00451,3.094206,0.11215114508739335
Gaia EDR3 2014651407733379328,0.128943,0.175673,343.84923356195,60.99041555097,2.1061,0.2919,1.605,0.329,1.674,0.295,19.687746,0.004493,2.440476,0.1269447871607825
Gaia EDR3 2014651407733383680,0.133351,0.186831,343.85842002784,61.00155582178,0.4025,0.2612,0.363,0.303,-2.265,0.271,19.402767,0.003918,2.783108,0.10888046803944522
Gaia EDR3 2014651407733384064,0.138046,0.186955,343.86810541014,61.00165928942,0.0992,0.1732,-2.039,0.202,-0.87,0.177,18.894209,0.003504,3.399715,0.10299457006967862
Gaia EDR3 2014651407736339072,0.135448,0.1879,343.86275546941,61.00261554134,0.6054,0.2455,0.924,0.286,-5.371,0.251,19.459797,0.004073,2.793877,0.096461132239271
Gaia EDR3 2014651412030983680,0.134242,0.191104,343.86029493803,61.0058243606,0.0247,0.0897,-2.698,0.107,-1.946,0.095,17.64893,0.003005,3.272959,0.03309888963147675
Gaia EDR3 2014651412030984320,0.135166,0.18913,343.86218453985,61.00384641595,0.7327,0.058,0.881,0.069,-4.92,0.061,17.130322,0.002881,2.461056,0.011125766920034036
Gaia EDR3 2014651412030985728,0.135238,0.182483,343.86227365243,60.99719954163,0.389,0.27,-2.581,0.312,-1.691,0.265,19.531435,0.004268,2.664625,0.10083880201061504
Gaia EDR3 2014651412032172288,0.12763,0.186012,343.84661173464,61.00075979214,-0.3455,0.518,-3.221,0.625,0.789,0.537,19.676918,0.008641,2.797081,0.10254897940380464
Gaia EDR3 2014651442093120384,0.116085,0.181768,343.82276747412,60.9965601632,0.2052,0.2522,-3.185,0.292,-1.465,0.255,19.521698,0.004155,2.789293,0.09632829458685215
Gaia EDR3 2014651442093121792,0.123996,0.186371,343.8391184449,61.00113281205,0.4565,0.1002,-2.728,0.126,-1.457,0.109,18.027327,0.003062,2.084892,0.025007371562681423
Gaia EDR3 2014651442093122304,0.110295,0.18741,343.81086626825,61.00222255138,0.1192,0.2488,-2.245,0.296,-2.832,0.266,19.486969,0.004179,2.610294,0.08855368867368496
Gaia EDR3 2014651442093123456,0.122817,0.189549,343.83671298097,61.00431580762,0.3168,0.1483,-2.088,0.175,-0.959,0.155,18.734533,0.003352,2.335796,0.050535560975504566
Gaia EDR3 2014651442093123968,0.118778,0.191891,343.82839868049,61.00667318214,1.128,0.3676,-0.876,0.402,6.017,0.375,19.83299,0.004757,2.581791,0.10296156949227676
Gaia EDR3 2014651446390989440,0.10939,0.183196,343.80896823599,60.99801196822,0.6136,0.1402,-4.863,0.167,-3.423,0.151,18.655458,0.003342,2.636259,0.05553671006081036
Gaia EDR3 2014651476449769472,0.125655,0.200703,343.84265895774,61.01545867206,0.5338,0.3134,-2.494,0.37,-2.325,0.326,19.799044,0.004532,2.269281,0.11013035396423129
Gaia EDR3 2014651476449772288,0.136523,0.203584,343.86511235722,61.01829427578,0.839,0.0866,-1.991,0.107,-0.537,0.093,17.870903,0.003009,2.591337,0.027489950735169782
Gaia EDR3 2014651476449835264,0.13003,0.199026,343.85167256538,61.01376372382,-0.1747,0.2063,-2.526,0.236,-2.547,0.207,19.127497,0.003702,2.259893,0.05468517566080317
Gaia EDR3 2014651476452863488,0.133388,0.194069,343.85855921447,61.00879317011,0.3597,0.103,-4.045,0.104,-1.662,0.109,17.7185,0.003247,,
Gaia EDR3 2014651476455785856,0.131773,0.203436,343.85530646523,61.01816675496,0.9066,0.3747,-9.219,0.437,-7.397,0.379,19.91343,0.004948,2.625912,0.15054493845833197
Gaia EDR3 2014651480746630784,0.134464,0.206495,343.86088723425,61.02121446948,0.9893,0.2124,1.909,0.252,2.243,0.221,19.246655,0.003924,3.147455,0.1058661823627407
Gaia EDR3 2014651480750457472,0.13104,0.199651,343.85376249754,61.014384427,1.8244,0.0857,-10.311,0.101,-9.755,0.091,17.797693,0.002948,2.114246,0.025351899292796597
Gaia EDR3 2014651480750457984,0.125629,0.194395,343.84255302828,61.00915094305,0.349,0.3761,-1.292,0.442,-0.46,0.386,19.964642,0.005173,2.355192,0.13875367236007694
Gaia EDR3 2014651480750459136,0.133018,0.194071,343.85779587447,61.00879714888,0.6265,0.066,0.854,0.078,-2.07,0.07,17.142233,0.003007,2.370458,0.02763017915707571
Gaia EDR3 2014651480751648896,0.129827,0.190731,343.85118414295,61.00546973827,0.2183,0.2861,-5.924,0.335,-1.221,0.288,19.430864,0.005045,2.450798,0.07107006534132336
Gaia EDR3 2014651510812603392,0.145222,0.1995,343.88302619885,61.01417205723,0.5373,0.2907,1.686,0.339,-2.105,0.296,19.62546,0.004347,2.896549,0.11694533582071273
Gaia EDR3 2014651515110197760,0.148015,0.204454,343.88883807465,61.01911312418,1.4373,0.0214,7.352,0.026,-10.174,0.023,14.274174,0.002777,1.232705,0.00480094354429197
Gaia EDR3 2014651515110199168,0.14046,0.194703,343.87315641281,61.00939622847,0.0846,0.1174,-2.877,0.143,-1.067,0.123,18.381683,0.003161,3.101179,0.0694312292132398
Gaia EDR3 2014651515110199936,0.148502,0.197644,343.88977688138,61.01230156646,1.1446,0.3175,2.031,0.379,2.114,0.335,19.751833,0.004555,2.912624,0.14436236219915413
Gaia EDR3 2014651515110200448,0.14523,0.192078,343.88297204766,61.00675048707,0.3201,0.0503,-2.268,0.061,-1.61,0.056,16.76361,0.002844,2.148343,0.008562489545078773
Gaia EDR3 2014651515110200576,0.1556,0.199208,343.90443872505,61.01383093811,0.715,0.3007,-3.808,0.4,-2.474,0.348,19.71967,0.004481,2.375469,0.1334813404656741
Gaia EDR3 2014651515110467456,0.152644,0.203925,343.89838527894,61.01856263023,0.7952,0.3534,3.869,0.524,-0.787,0.46,19.895699,0.005266,2.719299,0.1210759433480559
Gaia EDR3 2014651545169256192,0.167432,0.215961,343.92903733659,61.03052349633,0.3176,0.283,-3.415,0.348,-2.845,0.323,19.521204,0.004321,2.551764,0.0793961392887373
Gaia EDR3 2014651545169258496,0.168129,0.218624,343.93050521087,61.03318311661,-0.0261,0.2801,-3.312,0.336,-2.929,0.319,19.438536,0.004343,2.305927,0.09086573257503852
Gaia EDR3 2014651545172342016,0.157397,0.200352,343.90815841693,61.01496636491,0.7268,0.2229,-4.642,0.298,-4.409,0.262,19.264877,0.004159,2.41609,0.08462084422123495
Gaia EDR3 2014651545172343424,0.165076,0.207631,343.92408391729,61.02220649435,1.0484,0.3222,-7.614,0.393,-3.051,0.354,19.79042,0.004457,2.10405,0.07926480176124663
Gaia EDR3 2014651545172343680,0.162579,0.211679,343.91897279703,61.02626711199,0.2415,0.3362,-2.732,0.397,-2.067,0.376,19.67671,0.005094,2.346224,0.08386564793614824
Gaia EDR3 2014651545172343808,0.166801,0.213681,343.92771063153,61.0282472767,0.0016,0.1133,-2.084,0.14,-1.061,0.137,18.12134,0.003184,2.05744,0.022638031393135197
Gaia EDR3 2014651545172490752,0.168185,0.213074,343.93056104837,61.02763286698,0.7066,0.319,-3.012,0.416,-1.618,0.385,19.808727,0.005128,2.238985,0.09174321798644122
Gaia EDR3 2014651549469938688,0.167275,0.210415,343.92865317868,61.02497818345,0.2225,0.0458,-3.044,0.055,-1.64,0.052,16.64442,0.002822,1.751023,0.0072681969126294375
Gaia EDR3 2014651579528989824,0.14271,0.20739,343.87791550657,61.02207399255,0.3385,0.2879,-5.552,0.349,-2.027,0.303,19.706253,0.004246,2.30739,0.14867513841539995
Gaia EDR3 2014651613888736256,0.161305,0.220738,343.91643700093,61.03533190372,0.2329,0.2878,-2.188,0.347,0.27,0.297,19.58692,0.004246,2.527792,0.10682162109304369
Gaia EDR3 2014651613888794240,0.158845,0.222965,343.91137976893,61.0375720816,0.1405,0.2157,-3.517,0.265,-1.609,0.233,19.213663,0.003745,2.25828,0.0568653354303119
Gaia EDR3 2014651618189410176,0.158269,0.22444,343.91020735933,61.03904953413,0.6304,0.067,-0.805,0.086,-1.046,0.075,17.336597,0.002913,2.291393,0.01595162693985221
