EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 2014642302402411008,-0.105561,-0.048017,343.3671954233,60.76681313085,2.564,0.1074,17.556,0.118,9.722,0.1,18.012573,0.003089,2.703026,0.051652893481940236
Gaia EDR3 2014642306699970048,-0.095703,-0.033088,343.38728968411,60.7817728383,0.3697,0.0501,-3.969,0.059,-1.975,0.05,16.833141,0.002882,2.611497,0.01733994978237977
Gaia EDR3 2014642336762184960,-0.08581,-0.028748,343.40753392227,60.78614145526,0.3147,0.074,-2.625,0.084,-1.746,0.073,17.580435,0.002939,2.643837,0.02390310651057625
Gaia EDR3 2014642336762186112,-0.094934,-0.027772,343.38883343844,60.78709118032,0.4636,0.1825,-2.932,0.21,-1.746,0.179,19.136162,0.003555,2.745775,0.06896810743284071
Gaia EDR3 2014642336762190336,-0.086564,-0.026282,343.40597538537,60.7886054894,-0.0035,0.1804,-2.075,0.223,-1.842,0.185,19.000814,0.003642,3.118557,0.07415086222162298
Gaia EDR3 2014642336762190464,-0.089111,-0.026003,343.40075439685,60.78887695741,0.2573,0.2608,-2.911,0.315,-0.513,0.258,19.47363,0.004399,3.350203,0.153364646106755
Gaia EDR3 2014642336762598400,-0.081139,-0.019278,343.41705509059,60.7956234201,0.525,0.302,-2.243,0.356,-1.909,0.308,19.800762,0.004585,2.797049,0.11709336493732146
Gaia EDR3 2014642341055434880,-0.086058,-0.023527,343.40699632641,60.79136159102,0.0336,0.3638,-2.709,0.459,-3.175,0.349,19.90229,0.005562,3.099072,0.1385275290349123
Gaia EDR3 2014642341059710592,-0.088462,-0.033032,343.40212289332,60.78184982659,0.3799,0.1888,-0.266,0.24,-1.487,0.193,19.03758,0.003629,2.977511,0.11825433130766103
Gaia EDR3 2014642371121921536,-0.100697,-0.030214,343.37704125376,60.78463222322,2.6255,0.1143,0.843,0.127,-24.815,0.112,18.12897,0.003132,2.880827,0.07725762891813898
Gaia EDR3 2014642405481673472,-0.092986,-0.022464,343.39279352388,60.79240461163,0.3046,0.2037,-2.698,0.242,-1.717,0.206,19.288103,0.003759,2.887379,0.1115758023804675
Gaia EDR3 2014642405481709824,-0.086772,-0.004979,343.40543057865,60.80990733519,0.3116,0.1411,-3.354,0.168,-2.066,0.145,18.667093,0.003272,2.735027,0.06321736569910492
Gaia EDR3 2014642405482075520,-0.092319,-0.017374,343.39413059864,60.7974968931,1.9264,0.2818,-7.687,0.348,-0.706,0.293,19.791853,0.004438,2.600571,0.10635262817133521
Gaia EDR3 2014642405483191040,-0.086068,-0.005982,343.4068797385,60.80890587203,0.0444,0.2614,-2.951,0.313,-2.202,0.267,19.663038,0.004251,2.965101,0.12302477602420869
Gaia EDR3 2014642439841430144,-0.075089,-0.013765,343.42942763379,60.80115127445,0.5931,0.1414,-1.528,0.165,-1.042,0.151,18.643621,0.003295,2.97612,0.07541558686094604
Gaia EDR3 2014642444138926208,-0.078269,-0.025579,343.42296840202,60.78932904543,2.006,0.0158,-3.776,0.019,-4.077,0.016,14.403683,0.002767,1.398224,0.004961496167218066
Gaia EDR3 2014642474201180160,-0.062473,-0.008366,343.45526615178,60.80657670037,0.3948,0.1452,-2.535,0.167,-1.799,0.149,18.649689,0.003221,2.487358,0.05569826584027621
Gaia EDR3 2014642474201181056,-0.056817,-0.008245,343.46686163573,60.80670867499,1.2315,0.1958,-17.853,0.219,-3.383,0.198,19.135515,0.003758,2.995424,0.08471163911284688
Gaia EDR3 2014642474201185280,-0.065517,-0.006934,343.44902002344,60.80800288933,0.6192,0.1252,-2.399,0.146,-1.684,0.131,18.511015,0.003195,2.518047,0.04502413873966259
Gaia EDR3 2014642474201188992,-0.052885,-0.00426,343.47490880652,60.8107005182,0.3749,0.233,-2.48,0.251,-1.494,0.23,19.211401,0.003667,2.81188,0.07953752597142147
Gaia EDR3 2014642474201191680,-0.060738,-0.002611,343.45880075024,60.81233492174,0.53,0.3463,2.733,0.387,3.364,0.358,19.923424,0.005058,2.766146,0.12099666086046723
Gaia EDR3 2014642474201195520,-0.054689,-0.001341,343.47120095987,60.81361665441,1.1889,0.142,-1.628,0.155,-3.181,0.14,18.445475,0.003543,3.417921,0.07230262925668234
Gaia EDR3 2014642474201205120,-0.052277,0.005301,343.47612478483,60.82026192172,0.4547,0.2815,-2.524,0.306,-1.361,0.275,19.698275,0.004292,2.817276,0.11405478958223704
Gaia EDR3 2014642474208701312,-0.063621,-0.00643,343.45290558583,60.8085111957,0.3043,0.1337,-2.799,0.156,-1.779,0.133,18.467524,0.003206,2.51594,0.04925042049615693
Gaia EDR3 2014642478498660224,-0.064556,-0.006204,343.45098726751,60.80873522356,0.2456,0.1246,-2.655,0.14,-2.026,0.121,18.482885,0.003276,2.353731,0.04892993221194124
Gaia EDR3 2014642508560917760,-0.074836,-0.00859,343.42992021095,60.80632607436,0.3239,0.0836,-2.572,0.1,-2.283,0.088,17.80694,0.00307,3.516295,0.06562571314003696
Gaia EDR3 2014642508561292928,-0.075494,0.004422,343.42850947106,60.81933662452,0.3594,0.3741,-2.032,0.446,-1.77,0.409,19.982811,0.005061,2.836298,0.17689614176593405
Gaia EDR3 2014642542920679680,-0.065073,0.003985,343.44988516229,60.81892262156,0.2863,0.1062,-2.875,0.122,-1.803,0.11,18.192509,0.003077,2.691965,0.042019375296185595
Gaia EDR3 2014642542920680064,-0.060867,0.004131,343.45850973729,60.8190771764,0.1844,0.1755,-4.788,0.186,-2.687,0.167,18.889574,0.00351,3.268461,0.11400075517464542
Gaia EDR3 2014642542920684672,-0.067839,0.006682,343.44419939709,60.82161369999,0.5878,0.3612,-4.145,0.487,-4.091,0.393,19.977644,0.00547,2.800163,0.2035503764404746
Gaia EDR3 2014642547213837440,-0.057652,0.015323,343.46506359279,60.83027522677,0.0189,0.2642,-3.045,0.288,-1.635,0.262,19.65721,0.004391,2.510555,0.12673010249935948
Gaia EDR3 2014642547218131200,-0.05678,0.011645,343.4668652079,60.82659903712,0.2994,0.0191,-2.731,0.02,-1.724,0.018,14.677047,0.002785,2.802304,0.005554757213563759
Gaia EDR3 2014642547218131712,-0.056893,0.010075,343.46663868271,60.82502817303,0.2782,0.0225,-2.663,0.024,-1.626,0.021,15.084921,0.002788,2.728806,0.005923922105780021
Gaia EDR3 2014642577281748992,-0.105245,-0.008592,343.36757682957,60.80623944401,0.1571,0.3288,-2.664,0.384,-2.116,0.35,19.87553,0.005022,2.484472,0.1333879121147863
Gaia EDR3 2014642581577862016,-0.102222,-0.006487,343.37376071254,60.80835384144,0.2277,0.0824,-3.568,0.091,-1.052,0.081,17.499693,0.003009,3.653675,0.062291452501646916
Gaia EDR3 2014642581577862272,-0.114995,-0.016732,343.34764768717,60.79806576928,-0.2077,0.2033,-2.921,0.235,-2.389,0.207,18.92545,0.003575,3.743431,0.11087325772534135
Gaia EDR3 2014642581577864064,-0.103679,-0.009843,343.37079686668,60.80499292238,0.278,0.0123,-2.693,0.013,-1.454,0.012,13.359736,0.002783,2.527043,0.004911774345591761
Gaia EDR3 2014642581577864192,-0.106712,-0.012247,343.36459403521,60.80257962002,0.2685,0.0643,-2.708,0.072,-1.546,0.064,17.352432,0.002929,2.683533,0.02637334296430167
Gaia EDR3 2014642611640125696,-0.096948,-0.011395,343.38460449241,60.8034617856,0.4867,0.3074,-0.637,0.356,-1.915,0.309,19.792582,0.004477,2.906387,0.14453146838991726
Gaia EDR3 2014642611640147456,-0.090675,-0.001746,343.397409478,60.81312945648,0.3344,0.188,-2.52,0.231,-1.323,0.202,19.038769,0.003493,2.65822,0.0768282444659339
Gaia EDR3 2014642611640160256,-0.087725,0.006644,343.40340995014,60.82152735403,0.3988,0.175,-2.685,0.209,-1.782,0.178,19.013437,0.003539,2.708832,0.0690941103860611
Gaia EDR3 2014642611640507392,-0.097591,-0.000235,343.38321796605,60.814619932,0.1277,0.3277,-1.017,0.365,-1.552,0.318,19.83023,0.004472,3.314884,0.18739129920264969
Gaia EDR3 2014642615937604736,-0.092719,-0.006268,343.39324345727,60.80860163605,0.245,0.039,-2.783,0.042,-1.619,0.038,16.408606,0.002815,2.428646,0.00955947589630904
Gaia EDR3 2014642645999870464,-0.11264,-0.008324,343.35241489939,60.80648176729,0.2076,0.0976,-2.749,0.108,-1.717,0.097,18.106752,0.003084,2.912962,0.04736338680688834
Gaia EDR3 2014642645999891840,-0.104972,0.003148,343.36805744472,60.8179801851,0.0588,0.3,-2.274,0.34,-1.944,0.299,19.752016,0.004408,2.744864,0.1141432474646551
Gaia EDR3 2014642680359627904,-0.099306,0.000738,343.37969469249,60.81558743892,0.2412,0.1653,-2.612,0.193,-1.66,0.158,18.858746,0.003472,2.701859,0.06456202205034141
Gaia EDR3 2014642680359631616,-0.094782,0.00424,343.3889508489,60.8191033648,1.8589,0.2517,0.697,0.286,-0.269,0.236,19.457438,0.004171,2.697498,0.10128938308136318
Gaia EDR3 2014642680359638528,-0.104307,0.0077,343.36939090484,60.82253376793,0.043,0.2174,-2.548,0.243,-1.814,0.214,19.232037,0.003711,2.883604,0.0964090115920597
Gaia EDR3 2014642680359643520,-0.102187,0.010558,343.37372126522,60.82539848171,0.2433,0.2186,-1.907,0.247,-1.102,0.216,19.302334,0.004145,3.40626,0.15475032263600477
Gaia EDR3 2014642684657070208,-0.091704,0.017496,343.39518526068,60.83236811577,0.2842,0.0298,-2.773,0.034,-1.599,0.031,15.638713,0.003592,3.044563,0.012498377351354544
Gaia EDR3 2014642684657072000,-0.090995,0.012138,343.39667231767,60.82701222518,0.1704,0.093,-2.686,0.104,-0.929,0.091,17.612295,0.003173,4.024521,0.09312871846029977
Gaia EDR3 2014642684657072384,-0.096008,0.007652,343.38641460513,60.8225122726,0.2286,0.0907,-1.388,0.1,-1.58,0.09,17.193256,0.003047,4.208907,0.052355824374454726
Gaia EDR3 2014642714719368832,-0.083884,0.002902,343.41130892779,60.8177956827,0.3632,0.1092,-2.607,0.124,-1.498,0.111,18.248825,0.003122,2.697807,0.048122082054275934
Gaia EDR3 2014642714719372672,-0.077654,0.004841,343.42407739566,60.81975064202,0.0259,0.2189,-2.693,0.256,-1.68,0.214,19.305706,0.003826,2.595787,0.11101832493488659
Gaia EDR3 2014642749079146240,-0.06642,0.023978,343.44703735513,60.83891265956,-0.4385,0.3908,-2.496,0.416,-1.412,0.39,19.969551,0.005065,2.600479,0.1576628393624806
Gaia EDR3 2014642753372260352,-0.066647,0.013471,343.4466159913,60.82840559764,-0.1028,0.3383,-2.784,0.39,-1.858,0.342,19.947716,0.00481,2.586603,0.13551007272054752
Gaia EDR3 2014642753376553472,-0.070644,0.0184,343.43839288597,60.8333256655,0.3262,0.0273,-2.69,0.029,-1.722,0.027,15.585001,0.002928,2.806093,0.00814088505178208
Gaia EDR3 2014642783438905600,-0.078471,0.030274,343.42227195571,60.84518142184,0.9117,0.3087,-4.361,0.339,-1.752,0.306,19.80076,0.004701,2.535542,0.12430762460043385
Gaia EDR3 2014642787731971712,-0.076575,0.028389,343.42617381352,60.84330105445,0.1951,0.308,-2.239,0.335,-1.42,0.297,19.743584,0.004411,2.645062,0.11421614026946644
Gaia EDR3 2014642787736289280,-0.081432,0.015579,343.41627176792,60.83047888385,-0.083,0.2719,-2.52,0.307,-1.248,0.268,19.512814,0.004375,2.74132,0.11698445702699199
Gaia EDR3 2014642817798641152,-0.065998,0.029055,343.44788126214,60.84399126423,0.3365,0.1427,-2.838,0.158,-1.481,0.143,18.774006,0.003287,2.666912,0.057988482074388364
Gaia EDR3 2014642817798649728,-0.07007,0.033088,343.43950515587,60.84801497239,-0.1821,0.3232,-2.306,0.355,-2.421,0.31,19.787657,0.004511,2.755983,0.1160524422796618
Gaia EDR3 2014642822097469440,-0.074579,0.030577,343.43025984839,60.84549379255,0.5181,0.4108,-1.216,0.449,-1.75,0.395,19.340715,0.007681,2.852575,0.10146733217054396
Gaia EDR3 2014642822097581056,-0.060823,0.034279,343.45848282556,60.84922494146,-0.2427,0.2777,-1.251,0.332,-1.569,0.286,19.754126,0.004417,2.926161,0.13078423663362945
Gaia EDR3 2014642852158237568,-0.174655,-0.040669,343.22563489928,60.77385916606,2.8268,0.1354,6.396,0.147,4.815,0.136,18.494656,0.003247,2.755499,0.07482042559084158
Gaia EDR3 2014642856455761152,-0.17321,-0.041699,343.228607201,60.77283720556,0.3526,0.1934,-2.959,0.203,-2.201,0.191,18.959105,0.00374,3.31143,0.1145279097724525
Gaia EDR3 2014642886518010240,-0.152602,-0.021831,343.27061849147,60.79280968712,1.6153,0.121,-1.582,0.126,-3.063,0.123,18.407623,0.003161,2.209494,0.046970176852193006
Gaia EDR3 2014642886518011136,-0.149945,-0.021264,343.27605735885,60.79338926457,0.1505,0.109,-2.313,0.119,-1.779,0.109,17.84714,0.00308,3.732193,0.07988350214082818
Gaia EDR3 2014642890815499136,-0.153753,-0.026417,343.26830466232,60.78821800647,0.7298,0.0676,-3.401,0.072,-3.905,0.069,16.16379,0.002966,4.130682,0.024975410181509904
Gaia EDR3 2014642920877721984,-0.178551,-0.036758,343.21761188622,60.77774865717,2.0859,0.3418,-9.45,0.372,-13.5,0.338,19.788803,0.004898,2.478155,0.1239403569373218
Gaia EDR3 2014642920878149120,-0.179771,-0.024668,343.21497442879,60.78983177136,1.7624,0.3579,1.329,0.386,-1.242,0.371,19.955015,0.005166,2.790491,0.16841492751435255
Gaia EDR3 2014642920878149888,-0.168345,-0.021246,343.23834969062,60.79331598352,0.5066,0.3118,-1.793,0.335,-3.402,0.313,19.660906,0.004741,3.0466,0.23022825543121817
Gaia EDR3 2014642955237488640,-0.161034,-0.020906,343.2533296082,60.79369306652,0.1864,0.1268,-0.794,0.136,-0.766,0.13,18.153149,0.003549,4.363924,0.14728982432502036
Gaia EDR3 2014642955237498752,-0.157743,-0.015554,343.26001893765,60.79906181642,0.8763,0.2329,2.66,0.256,-1.053,0.233,19.29331,0.00401,2.970272,0.09325272623192347
Gaia EDR3 2014642959531510912,-0.156537,-0.006056,343.26239568774,60.80856503369,-1.0239,0.4111,-2.853,0.451,-0.695,0.422,19.9342,0.005524,2.558575,0.16828842720302084
Gaia EDR3 2014642959534967296,-0.16705,-0.01669,343.24095520859,60.79787789788,0.3645,0.0981,-2.871,0.102,-2.03,0.1,17.6634,0.003189,3.945261,0.08173551634537557
Gaia EDR3 2014642989597229440,-0.148085,-0.019492,343.2798514095,60.79517004968,1.1177,0.3129,-6.861,0.337,-2.672,0.317,19.772568,0.004624,2.707108,0.20101334136232668
Gaia EDR3 2014642989597255040,-0.138305,-0.007594,343.2997909697,60.80711110924,0.627,0.204,-3.139,0.219,-3.865,0.201,19.100529,0.003844,3.489876,0.10616624897797756
Gaia EDR3 2014643023956990848,-0.131961,-0.008463,343.31280535429,60.80626851862,1.6475,0.2587,10.752,0.288,0.342,0.267,19.59765,0.004137,2.654486,0.09448665783198809
Gaia EDR3 2014643092676501760,-0.136654,0.009419,343.30302639317,60.82413096239,0.2013,0.1365,-2.595,0.145,-1.692,0.135,18.332233,0.003201,3.031569,0.07068443146738686
Gaia EDR3 2014643096973918080,-0.126045,0.018825,343.3247122132,60.83358097911,0.8269,0.2425,2.038,0.264,-1.715,0.23,19.18211,0.005175,2.957302,0.08611562450502845
Gaia EDR3 2014643096973921024,-0.127536,0.011868,343.32171048733,60.82661754755,0.2661,0.0396,-2.718,0.043,-1.578,0.04,16.231735,0.003755,2.913365,0.016399714553690235
Gaia EDR3 2014643127036190720,-0.171163,-0.01491,343.23250506193,60.799636299,0.1457,0.1707,-2.212,0.182,-1.076,0.181,18.79307,0.003765,3.583927,0.10342996627406532
Gaia EDR3 2014643127036207744,-0.175704,-0.007178,343.22311069633,60.80734398969,0.3764,0.2225,-1.678,0.23,-1.07,0.214,19.330345,0.004258,2.897568,0.10991719164974537
Gaia EDR3 2014643161395961856,-0.158751,-0.000157,343.25779707687,60.81445284212,0.5487,0.2749,-7.099,0.292,-3.873,0.273,19.465172,0.004349,2.736099,0.10981127680884868
Gaia EDR3 2014643165693389824,-0.164637,0.000846,343.24571531884,60.81542609733,0.7155,0.0733,3.643,0.075,0.749,0.071,17.087128,0.002937,3.085159,0.019543557676752612
Gaia EDR3 2014643200053125120,-0.182288,-0.0056,343.20959452187,60.80888478161,3.3274,0.033,21.667,0.035,3.335,0.034,15.982489,0.002806,2.13403,0.007093283042949071
Gaia EDR3 2014643234408524288,-0.157644,0.010528,343.25995938558,60.82514384956,1.2981,0.1829,-3.989,0.201,-2.174,0.178,17.134909,0.003208,3.006235,0.021704843569433127
Gaia EDR3 2014643234409404544,-0.166576,0.010401,343.24163702209,60.82497122783,1.2291,0.2837,6.088,0.31,0.041,0.295,19.655699,0.004937,2.690619,0.11365928773448741
Gaia EDR3 2014643234412862080,-0.164096,0.011028,343.24671900608,60.82561135444,0.2676,0.0315,-2.749,0.033,-1.729,0.032,15.754949,0.002821,2.819263,0.007505468050123493
Gaia EDR3 2014643234412864256,-0.157586,0.010291,343.26007931462,60.8249069212,0.6413,0.2433,-2.106,0.404,-2.126,0.225,18.947857,0.004387,,
Gaia EDR3 2014643264475179136,-0.151009,0.001061,343.27366152403,60.81570866708,1.9756,0.1256,14.387,0.136,0.86,0.127,18.412868,0.003232,2.724522,0.07233772276752644
Gaia EDR3 2014643264475187456,-0.155065,0.006061,343.26529358523,60.82068882066,0.8622,0.2084,0.302,0.213,0.366,0.205,19.159374,0.003874,3.072924,0.16188603977458407
Gaia EDR3 2014643264475192448,-0.15163,0.008987,343.27230997025,60.82363133585,0.0378,0.3807,-4.228,0.403,-5.451,0.393,19.997583,0.005424,2.733807,0.1512025555812819
Gaia EDR3 2014643268772603392,-0.153692,0.012258,343.26804930675,60.82689250812,0.2899,0.0214,-2.752,0.022,-1.756,0.022,14.990362,0.002813,3.039316,0.006410718455386063
Gaia EDR3 2014643298834948224,-0.130174,0.0186,343.31624271704,60.833338617,-0.249,0.4165,-2.284,0.478,-1.342,0.419,19.957205,0.005403,2.327313,0.21393409075282863
Gaia EDR3 2014643298834955904,-0.138023,0.022461,343.3001024771,60.83716753717,0.2712,0.2089,-3.568,0.231,-1.432,0.213,19.131887,0.004449,2.855227,0.09757060439617506
Gaia EDR3 2014643298835276544,-0.128822,0.022188,343.31898578032,60.83693267013,1.0698,0.331,-5.091,0.372,-2.361,0.328,19.862421,0.004852,2.763317,0.15895271002992567
Gaia EDR3 2014643333194688512,-0.14958,0.019485,343.27641492119,60.83413878756,0.0289,0.3354,-2.559,0.361,-1.039,0.347,19.641726,0.00449,3.060286,0.1252972110492071
Gaia EDR3 2014643367554456832,-0.144017,0.030645,343.28772726344,60.84532488787,0.5844,0.3356,-2.455,0.358,-0.927,0.355,19.703657,0.004883,3.726736,0.2590076516766289
Gaia EDR3 2014643367555510144,-0.143708,0.031101,343.28835655296,60.84578232379,0.1266,0.3476,-1.931,0.428,-2.21,0.4,19.616861,0.005112,3.225077,0.1532876883267719
Gaia EDR3 2014643371851814656,-0.136805,0.032684,343.30251327581,60.8473953701,1.7615,0.0723,10.57,0.08,-0.75,0.072,17.526604,0.003012,2.421347,0.023181789186800618
Gaia EDR3 2014643401914152448,-0.115071,0.012366,343.34727776187,60.82716348815,0.2114,0.146,-3.88,0.166,-0.452,0.149,18.704184,0.003364,3.873341,0.10482325294807583
Gaia EDR3 2014643401914160384,-0.11215,0.016552,343.35323958552,60.83135960109,0.5675,0.2952,0.676,0.328,-3.273,0.294,19.658983,0.004328,2.922825,0.13633348998612912
Gaia EDR3 2014643401914491136,-0.119658,0.01092,343.33787859986,60.82570041953,0.4036,0.3494,0.921,0.378,-3.681,0.349,19.844494,0.004906,2.664646,0.11685727089757776
Gaia EDR3 2014643436273899264,-0.100902,0.016578,343.37631934247,60.831423196,0.6575,0.2092,-2.61,0.244,-3.308,0.213,19.251726,0.0038,2.931509,0.08398110952756653
Gaia EDR3 2014643436273910272,-0.100515,0.022708,343.3770737926,60.83755356108,0.3751,0.1475,-2.8,0.167,-1.576,0.146,18.658445,0.003361,2.863985,0.11354451402903032
Gaia EDR3 2014643436273915008,-0.10315,0.025097,343.37165021766,60.8399349856,0.8725,0.3023,-4.431,0.352,-3.746,0.321,19.609797,0.004284,2.868692,0.17017140774153067
Gaia EDR3 2014643436273933440,-0.097744,0.029794,343.38271571701,60.84464883156,0.1477,0.1224,-2.146,0.137,-1.051,0.128,17.864292,0.00342,4.765125,0.13850606149809241
Gaia EDR3 2014643436275230080,-0.101667,0.016427,343.37474927262,60.83126949764,1.0195,0.3456,-2.619,0.393,-1.801,0.349,19.93161,0.005992,3.031921,0.222226413135077
Gaia EDR3 2014643440571307136,-0.101121,0.026985,343.37580107672,60.84182905921,0.4034,0.0778,-6.067,0.087,-2.451,0.08,16.721712,0.002987,4.095253,0.03727705091376509
Gaia EDR3 2014643440571313152,-0.101662,0.012781,343.37478355426,60.82762307916,0.3588,0.0794,-2.176,0.087,-0.219,0.08,17.210533,0.003025,3.960927,0.034310453543884234
Gaia EDR3 2014643470633637760,-0.122428,0.017085,343.33214829915,60.83185504859,0.1058,0.2764,-2.098,0.306,-1.24,0.27,19.658072,0.004511,2.871761,0.1325362416445222
Gaia EDR3 2014643470633968896,-0.117637,0.02433,343.34192299457,60.83911776575,-0.4871,0.3394,-2.039,0.397,-1.572,0.351,19.93397,0.011266,3.569065,0.22975560067293838
Gaia EDR3 2014643504993424896,-0.097858,0.038895,343.38242313824,60.85374890266,0.9473,0.1024,1.273,0.11,1.364,0.099,18.086205,0.003125,3.226828,0.07462912025173735
Gaia EDR3 2014643539353156224,-0.085243,0.034016,343.40835138579,60.84890593428,0.7842,0.2897,-2.238,0.316,-1.674,0.284,19.79391,0.004422,2.565809,0.1359553064603518
Gaia EDR3 2014643539353169408,-0.081228,0.042848,343.41654731674,60.85774905148,0.0416,0.1387,-2.667,0.154,-1.404,0.135,18.658466,0.003185,2.598553,0.06013821714817563
Gaia EDR3 2014643539354593408,-0.080806,0.041831,343.41742039788,60.85673253667,0.636,0.2465,-4.041,0.264,-4.273,0.234,19.42184,0.004176,2.880955,0.10444518312727794
Gaia EDR3 2014643543650527104,-0.087658,0.024923,343.40344437703,60.83980708899,0.2561,0.0318,-2.672,0.036,-1.661,0.032,15.946223,0.002843,2.915565,0.00894065065544071
Gaia EDR3 2014643573712905984,-0.069128,0.041335,343.44140115673,60.85626423896,0.8052,0.6136,-2.121,0.612,-1.107,0.609,19.752394,0.007791,2.488977,0.09661057893861577
Gaia EDR3 2014643573712909312,-0.06397,0.044088,343.4519822549,60.85902788935,0.0723,0.2555,-7.223,0.287,-2.773,0.252,19.500944,0.004144,2.554222,0.11406966686535369
Gaia EDR3 2014643573712911360,-0.077873,0.045591,343.42342287407,60.86050058516,0.564,0.2552,-0.989,0.283,0.319,0.249,19.625246,0.004863,3.072281,0.1373831865237833
Gaia EDR3 2014643578006806400,-0.06762,0.053831,343.44444388376,60.86876338155,0.3255,0.1252,-2.946,0.137,-1.52,0.123,18.295036,0.003199,2.397986,0.045871667732591916
Gaia EDR3 2014643578010633728,-0.064576,0.050126,343.45071324161,60.86506440903,0.3078,0.0288,1.39,0.031,-1.448,0.028,15.087829,0.002798,3.479818,0.007037022297397143
Gaia EDR3 2014643578010873344,-0.065646,0.050996,343.44851121375,60.86593290075,1.5546,0.4569,-3.842,0.529,-0.844,0.486,19.998777,0.006212,2.65852,0.12169088112912108
Gaia EDR3 2014643608072647040,-0.089959,0.043847,343.39861350159,60.85872412487,0.3779,0.371,-2.6,0.418,-1.581,0.424,19.963575,0.005077,2.591765,0.12082357486214618
Gaia EDR3 2014643608072652672,-0.084548,0.047831,343.40970420341,60.86272292692,0.3371,0.1927,-1.572,0.212,-1.328,0.188,19.009405,0.003489,2.740618,0.06326888405920136
Gaia EDR3 2014643608072663808,-0.082752,0.053556,343.41336241386,60.86845232641,0.3948,0.1867,-2.95,0.203,-1.437,0.176,19.0958,0.003659,2.318405,0.06320712034137674
Gaia EDR3 2014643608072665344,-0.084048,0.05463,343.41069417351,60.86952380629,0.1612,0.1779,-2.684,0.199,-1.851,0.176,18.944084,0.003573,2.573599,0.07403958428650413
Gaia EDR3 2014643608074051840,-0.08351,0.054838,343.41179784386,60.86973265566,0.3359,0.3309,-3.273,0.347,-2.14,0.311,19.763706,0.004369,2.638252,0.1859573560090033
Gaia EDR3 2014643642432398080,-0.071301,0.052053,343.43689094861,60.86697767512,0.5759,0.1847,-0.122,0.202,-0.789,0.184,19.099764,0.003626,2.817406,0.10783926284040969
Gaia EDR3 2014643642432401920,-0.073083,0.053128,343.43322487373,60.86804858675,0.8533,0.107,2.47,0.118,-1.925,0.107,18.23685,0.003105,2.769894,0.04941257713783418
Gaia EDR3 2014643642432403584,-0.074752,0.0544,343.42979148656,60.86931604756,0.7451,0.202,-2.82,0.216,-2.334,0.192,19.017742,0.003486,2.865681,0.09780008442189742
Gaia EDR3 2014643642432414720,-0.072458,0.062327,343.43446662915,60.87724868451,0.4213,0.1001,-3.195,0.116,-2.868,0.099,18.051289,0.003095,3.254486,0.06156875666031946
Gaia EDR3 2014643642433814400,-0.079935,0.056411,343.4191325964,60.8713154588,0.206,0.3133,-2.357,0.336,-0.994,0.295,19.729864,0.004631,2.452015,0.13802430760803885
Gaia EDR3 2014643646729730816,-0.080952,0.055512,343.41704942466,60.87041330639,0.4029,0.0886,-1.416,0.096,-0.303,0.084,17.716717,0.002993,3.214743,0.030901479637984505
Gaia EDR3 2014643646730108672,-0.067669,0.054927,343.44433916677,60.86985953368,0.2899,0.0168,-2.725,0.018,-1.529,0.017,14.224535,0.002779,2.296248,0.005056330488927392
Gaia EDR3 2014643676792105088,-0.123522,0.031874,343.32978714083,60.846639276,0.6006,0.2217,-2.859,0.251,-1.115,0.217,19.222382,0.003672,2.98246,0.1090431479064974
Gaia EDR3 2014643681089464064,-0.126766,0.032345,343.32312314137,60.84709738441,0.7824,0.0418,1.731,0.046,-2.196,0.043,15.975815,0.002833,3.753395,0.0172336353039598
Gaia EDR3 2014643715449202560,-0.106625,0.047525,343.3643633105,60.86235156682,1.935,0.0499,2.329,0.054,5.891,0.049,16.205484,0.002944,2.012214,0.0068373793351810255
Gaia EDR3 2014643745509358720,-0.117286,0.050194,343.3424496596,60.86498269925,2.1869,0.0109,1.189,0.012,-5.106,0.011,13.273066,0.002759,1.0895,0.004771421694910007
Gaia EDR3 2014643745511602304,-0.128845,0.045941,343.31874218914,60.86068515271,0.4835,0.2148,-3.258,0.255,-1.539,0.221,19.300297,0.003931,2.875443,0.09307773055894944
Gaia EDR3 2014643745511603328,-0.116787,0.046431,343.34350271488,60.86122134144,0.0966,0.3332,-2.88,0.366,-2.194,0.336,19.74508,0.005026,2.803627,0.1354126491495508
Gaia EDR3 2014643779871360000,-0.114728,0.056812,343.34765386153,60.87161010736,0.2917,0.1713,-3.848,0.189,-3.171,0.169,18.91861,0.003499,2.876741,0.07878201646814303
Gaia EDR3 2014643779871363456,-0.10188,0.058707,343.37403596234,60.87354863696,0.5034,0.2161,-5.826,0.243,-1.464,0.211,19.1881,0.003655,2.844397,0.09356917852588541
Gaia EDR3 2014643814231085696,-0.093357,0.04982,343.39159885112,60.86468795238,0.198,0.3086,-2.473,0.337,-1.811,0.303,19.817327,0.004651,2.632935,0.09447619156062663
Gaia EDR3 2014643814231094144,-0.099263,0.053536,343.37944476415,60.86838577786,0.5546,0.1068,0.395,0.115,-4.776,0.102,18.144596,0.00307,2.734617,0.03315848553342041
Gaia EDR3 2014643814231094272,-0.09791,0.053936,343.38222156789,60.86879038118,0.1284,0.2017,-3.033,0.212,-1.936,0.188,19.017942,0.00386,2.65163,0.07125412187494898
