DR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
2252,6.1733,61.0662,1.0397,0.0568,8.031,7.821,0.051,1.825,0.051,16.839712,0.002809,1.577602,0.008
2253,6.1547,61.0731,-0.0084,0.4747,3.519,-1.919,0.397,-2.95,0.419,16.392323,0.003845,1.237453,0.0057
2254,6.1279,61.0729,0.1951,0.0551,2.155,-2.106,0.051,-0.454,0.05,16.802706,0.002811,1.235605,0.0094
2255,6.1329,61.0629,0.3668,0.1502,2.32,-2.269,0.126,-0.484,0.129,18.197142,0.003096,nan,nan
2256,6.1245,61.0757,1.829,0.0825,22.053,20.726,0.075,-7.535,0.072,17.467318,0.002881,2.324268,0.021
2257,6.1095,61.0711,0.746,0.0255,3.289,2.736,0.023,-1.826,0.025,14.953495,0.002765,1.106307,0.005
2258,6.1199,61.0692,0.3611,0.0546,3.387,-3.053,0.049,-1.466,0.049,16.793552,0.002806,1.207893,0.0097
2259,6.1344,61.067,0.3378,0.0283,3.186,-3.103,0.025,-0.724,0.025,15.459929,0.002771,1.312925,0.0054
2260,6.1323,61.0631,0.3459,0.1141,2.213,-2.166,0.102,-0.456,0.099,17.939638,0.003527,1.62919,0.0436
2261,6.1268,61.0873,1.2967,0.0178,1.549,0.994,0.016,-1.188,0.016,12.93062,0.005196,0.969965,0.0188
2262,6.1798,61.0911,0.1659,0.1364,2.011,-1.874,0.131,-0.729,0.136,18.454948,0.003095,2.013271,0.0411
2263,6.1661,61.0977,0.2815,0.1025,2.818,-2.811,0.093,0.194,0.094,17.84789,0.002928,1.440954,0.0154
2264,6.1632,61.0994,0.1287,0.1117,0.409,-0.325,0.103,-0.248,0.105,18.02705,0.003034,1.680359,0.0181
2265,6.1483,61.1031,0.3943,0.0728,2.26,-0.167,0.068,-2.254,0.064,17.315823,0.002849,1.349745,0.0156
2266,6.1547,61.0941,0.7467,0.1023,8.774,-2.983,0.09,8.251,0.09,17.902296,0.002949,1.680559,0.0213
2267,6.1796,61.0838,0.1916,0.0452,4.173,-3.962,0.041,-1.312,0.042,16.375523,0.002804,1.540715,0.0077
2268,6.1773,61.0945,0.2365,0.0214,2.522,-2.492,0.02,-0.391,0.022,12.822311,0.002859,3.101994,0.0065
2269,6.1674,61.0882,0.615,0.0507,3.032,2.949,0.045,0.705,0.045,16.618326,0.002798,1.253694,0.0083
2270,6.1333,61.0955,0.3839,0.0915,2.022,-1.725,0.087,-1.054,0.083,17.756418,0.002914,1.544373,0.0222
2271,6.1131,61.1053,3.6242,0.0508,29.687,11.334,0.047,-27.438,0.046,16.641932,0.00282,2.406961,0.0091
2272,6.1193,61.0978,0.1981,0.0235,2.079,-1.87,0.021,-0.909,0.022,15.044768,0.00277,1.117004,0.0049
2273,6.1287,61.096,0.3286,0.0795,3.596,-3.394,0.075,-1.189,0.071,17.499153,0.002869,1.420441,0.0129
2274,6.1421,61.0885,0.2872,0.0223,2.347,-2.242,0.02,-0.694,0.02,14.857867,0.002775,0.662231,0.0049
2275,6.127,61.1027,0.3976,0.0609,5.181,-5.179,0.058,-0.164,0.055,17.019363,0.00283,1.126705,0.0092
2276,6.1157,61.1075,0.3613,0.1213,3.768,2.169,0.116,3.081,0.113,18.283863,0.003016,1.491419,0.0223
2277,6.1265,61.1115,0.3972,0.1326,2.338,-2.163,0.131,-0.89,0.125,18.381407,0.00311,1.565029,0.0232
2278,6.0886,61.0792,0.4209,0.1265,3.822,-3.241,0.117,-2.026,0.116,18.271238,0.003019,1.701752,0.0202
2279,6.0821,61.084,0.4761,0.0785,1.081,-0.642,0.072,-0.87,0.069,17.435055,0.002855,1.447348,0.0127
2280,6.0824,61.0869,0.2793,0.042,3.023,-2.835,0.038,-1.052,0.037,16.240625,0.002791,1.231154,0.0059
2281,6.0809,61.0809,-0.5936,0.2401,4.182,2.266,0.202,-3.515,0.201,14.98852,0.003418,1.299691,0.0049
2282,6.0975,61.0988,0.2112,0.1097,1.832,1.055,0.097,1.498,0.096,17.9849,0.00297,1.629469,0.0234
2283,6.0817,61.1037,0.1943,0.0311,1.345,-1.345,0.029,0.015,0.029,15.597804,0.00278,2.470212,0.0068
2284,6.0792,61.1004,0.2136,0.088,1.959,-0.7,0.083,-1.83,0.077,17.597975,0.002882,1.371538,0.0175
2285,6.0895,61.0973,0.2208,0.0234,0.454,-0.296,0.021,0.345,0.022,14.840573,0.002778,2.570787,0.0053
2286,6.1048,61.0904,1.086,0.0706,6.365,3.913,0.064,-5.02,0.062,17.20696,0.002915,1.664217,0.0146
2287,6.0469,61.1034,0.1817,0.0691,2.201,-1.802,0.064,-1.262,0.06,17.13811,0.002856,2.422277,0.0121
2288,6.0435,61.1029,0.7474,0.0632,1.675,0.813,0.057,1.464,0.055,16.991245,0.002852,1.778061,0.01
2289,6.0512,61.0947,0.3128,0.1278,4.666,-3.834,0.116,-2.659,0.116,18.271189,0.003036,2.096884,0.0312
2290,6.0658,61.095,0.4226,0.0803,3.682,-2.96,0.073,-2.191,0.071,17.235886,0.002854,1.328321,0.012
2291,6.063,61.105,0.5507,0.0784,1.541,-0.01,0.07,-1.54,0.067,17.215912,0.002928,1.473221,0.015
2292,6.0613,61.1118,0.4238,0.0327,2.879,-2.749,0.03,0.858,0.03,15.725434,0.002773,1.217001,0.0057
2293,6.0662,61.1097,0.4231,0.0564,0.163,0.163,0.053,0.002,0.051,16.78963,0.002817,1.254087,0.0095
2294,6.0463,61.1063,nan,nan,nan,nan,nan,nan,nan,14.370584,0.00613,1.178551,0.0049
2295,6.0758,61.1059,1.6412,0.0496,8.594,-8.49,0.045,-1.336,0.045,16.586922,0.002803,1.794367,0.0089
2296,6.0946,61.1057,0.2527,0.0638,4.995,-4.549,0.061,-2.062,0.058,16.983454,0.002832,1.270386,0.0098
2297,6.1042,61.1077,0.6136,0.1219,2.054,-1.759,0.118,-1.059,0.106,17.39839,0.003333,1.314768,0.0127
2298,6.0818,61.1136,0.4118,0.0172,1.776,0.906,0.016,-1.528,0.016,14.188809,0.002768,0.664468,0.0048
2299,6.0804,61.1113,0.5428,0.0232,5.148,-5.127,0.022,-0.462,0.022,14.961206,0.002764,1.265689,0.005
2300,6.1124,61.1185,0.2859,0.0311,2.91,-2.246,0.029,-1.851,0.029,15.642807,0.002772,1.639578,0.0054
2301,6.1036,61.1208,0.5103,0.1627,2.006,-1.667,0.184,-1.115,0.161,18.224499,0.00408,1.047989,0.1471
2302,6.1029,61.1213,0.9021,0.0153,5.638,2.473,0.014,-5.066,0.014,13.930415,0.00276,0.93958,0.0048
2303,6.0876,61.1183,1.2749,0.0304,18.829,-18.829,0.028,0.067,0.027,15.578778,0.002771,1.313478,0.0053
2304,6.1093,61.121,0.9161,0.0162,5.603,-5.582,0.015,0.481,0.015,14.058805,0.00276,0.939376,0.0048
2305,6.1027,61.1166,0.1043,0.0594,2.545,-2.521,0.055,-0.345,0.053,16.905598,0.002822,2.206034,0.0106
2306,6.1031,61.1107,0.2969,0.0686,1.624,-1.521,0.066,-0.569,0.062,17.196175,0.002852,1.319584,0.011
2307,6.0783,61.1181,0.3654,0.1161,3.297,-3.141,0.115,-1.004,0.106,18.067062,0.002993,1.518765,0.0227
2308,6.0498,61.1184,0.3513,0.0717,3.061,-1.708,0.072,-2.54,0.064,17.186213,0.002853,1.528833,0.0094
2309,6.0592,61.1239,0.3513,0.1418,0.882,0.736,0.134,-0.485,0.129,18.486544,0.003162,1.47328,0.0283
2310,6.0524,61.1279,0.8126,0.1337,4.082,-3.993,0.122,-0.845,0.118,18.30575,0.003076,1.60853,0.0313
2311,6.0531,61.1208,0.453,0.0948,2.871,-2.708,0.091,-0.951,0.082,17.696815,0.002943,1.407074,0.0218
2312,6.0535,61.1179,0.9008,0.0437,7.098,-6.588,0.042,-2.64,0.039,16.20118,0.002796,1.333003,0.0067
2313,6.0665,61.1172,0.2463,0.0754,1.587,1.553,0.071,-0.327,0.065,16.061144,0.003007,1.53033,0.0062
2314,6.075,61.1136,0.1924,0.1009,3.237,-2.808,0.095,-1.611,0.091,17.729391,0.002966,1.60286,0.0137
2315,6.0686,61.1351,0.0702,0.0702,1.032,-0.949,0.067,-0.404,0.064,17.183723,0.002844,1.508638,0.0098
2316,6.0789,61.1277,1.5982,0.0793,4.956,4.274,0.078,-2.51,0.069,17.305277,0.003095,2.20747,0.0215
2317,6.1781,61.102,0.6422,0.1258,9.489,4.281,0.115,-8.469,0.125,17.96783,0.003023,1.833637,0.0198
2318,6.1677,61.1057,1.0803,0.0147,4.406,0.364,0.014,-4.391,0.015,13.76061,0.002759,1.301327,0.0048
2319,6.1791,61.1141,0.0856,0.1345,2.49,-2.251,0.129,-1.066,0.131,18.388964,0.003094,1.597853,0.0284
2320,6.1685,61.1247,0.2999,0.0974,3.6,-3.188,0.096,-1.672,0.087,17.840328,0.002943,1.497469,0.0208
2321,6.1547,61.1237,0.4531,0.0378,3.463,3.451,0.035,0.279,0.034,16.053465,0.00278,1.123346,0.0059
2322,6.1587,61.125,0.2894,0.082,4.572,-4.443,0.082,1.076,0.097,16.54917,0.002899,1.177726,0.0152
2323,6.1722,61.1136,0.7223,0.0965,5.058,-5.055,0.095,-0.188,0.088,17.802715,0.003101,1.816498,0.0191
2324,6.1626,61.1269,0.4657,0.0235,3.972,-2.988,0.023,-2.617,0.023,15.042477,0.002949,1.069737,0.0067
2325,6.1549,61.1215,0.4634,0.0462,4.873,-3.999,0.043,-2.784,0.041,16.464054,0.002799,1.135804,0.0081
2326,6.1779,61.1166,0.288,0.0896,1.825,-1.572,0.087,-0.928,0.081,17.682981,0.002903,1.726938,0.0124
2327,6.1592,61.1251,0.3738,0.0985,4.894,-4.313,0.11,-2.314,0.143,17.483988,0.002943,nan,nan
2328,6.1668,61.1189,0.3598,0.0332,1.139,-0.839,0.031,-0.77,0.033,15.837957,0.002785,1.223486,0.0054
2329,6.1219,61.12,0.6038,0.0973,0.874,-0.036,0.09,-0.874,0.088,17.847319,0.002948,1.424887,0.0163
2330,6.1244,61.1201,0.4666,0.089,1.673,1.429,0.084,-0.869,0.08,17.66816,0.002902,1.483172,0.0187
2331,6.1404,61.1182,-0.3045,0.218,0.949,-0.913,0.205,0.26,0.192,17.46999,0.004272,1.331066,0.0125
2332,6.1287,61.1164,1.3246,0.0215,12.834,12.69,0.02,1.918,0.02,14.842423,0.002762,1.204549,0.0049
2333,6.1361,61.1255,0.2986,0.0641,3.549,-3.211,0.06,-1.512,0.057,17.08389,0.002833,1.20607,0.0117
2334,6.1478,61.1306,0.4774,0.1126,2.214,-2.135,0.104,-0.587,0.104,18.040678,0.003031,1.439629,0.025
2335,6.1345,61.132,0.5732,0.0534,2.782,2.613,0.049,-0.954,0.048,16.75217,0.002815,1.266842,0.0081
2336,6.1501,61.1281,0.3766,0.039,1.639,1.209,0.037,-1.106,0.035,16.094297,0.002788,1.168664,0.0076
2337,6.1246,61.1337,0.4975,0.1212,0.995,-0.508,0.113,-0.855,0.111,18.15126,0.002994,1.632124,0.0287
2338,6.125,61.1349,0.3106,0.0481,2.805,-1.849,0.044,2.109,0.043,16.445158,0.002794,1.206785,0.0066
2339,6.1527,61.1278,0.2427,0.0131,1.847,-1.677,0.013,-0.774,0.012,13.378754,0.002761,0.888151,0.0048
2340,6.142,61.1261,0.5394,0.0115,6.626,-0.975,0.011,-6.554,0.011,12.74424,0.00276,1.616279,0.0048
2341,6.1502,61.1256,0.2994,0.041,2.138,-0.344,0.038,-2.11,0.038,16.221807,0.002789,1.067659,0.0063
2342,6.1509,61.1222,0.2613,0.0141,2.003,-1.78,0.013,-0.918,0.014,12.678359,0.002763,2.205846,0.0048
2343,6.1826,61.1287,0.7891,0.1221,1.899,-0.904,0.118,-1.669,0.113,18.252014,0.003042,2.01548,0.0331
2344,6.166,61.1266,0.3446,0.1107,5.021,-4.991,0.11,-0.555,0.102,18.055925,0.002963,1.561888,0.0227
2345,6.1623,61.132,0.069,0.0536,0.656,-0.583,0.051,0.3,0.052,16.71341,0.002821,2.183532,0.0098
2346,6.1707,61.1294,0.4569,0.0599,2.985,-2.806,0.055,-1.019,0.054,16.447956,0.002845,1.191026,0.0077
2347,6.1812,61.1367,0.2561,0.0675,7.291,-6.966,0.066,2.152,0.061,17.192171,0.002849,1.448982,0.0103
2348,6.1604,61.1433,0.195,0.1179,1.352,-1.043,0.111,-0.861,0.109,18.1729,0.002998,2.103273,0.0233
2349,6.1578,61.1478,0.2728,0.0706,2.029,-2,0.064,0.34,0.061,16.978834,0.002838,1.328459,0.01
2350,6.1702,61.1471,0.2997,0.066,2.3,0.876,0.064,-2.127,0.057,17.02004,0.002833,1.547205,0.0093
2351,6.1656,61.1449,0.534,0.0331,7.348,-6.996,0.03,-2.247,0.03,15.710594,0.002775,1.139463,0.0056
2352,6.1704,61.1422,0.6725,0.0664,1.601,0.257,0.064,-1.58,0.059,17.15695,0.002836,1.348429,0.0092
2353,6.152,61.1386,0.3601,0.1146,3.887,-3.652,0.108,-1.331,0.113,18.124699,0.003007,1.678524,0.0222
2354,6.141,61.1383,0.2612,0.0469,3.588,-3.559,0.043,-0.456,0.044,16.439234,0.002798,1.031786,0.0069
2355,6.1529,61.1428,0.5814,0.0896,42.611,42.442,0.087,3.787,0.085,17.627127,0.002895,1.43677,0.0144
2356,6.1269,61.143,1.8554,0.4519,6.259,-4.136,0.391,-4.698,0.397,18.023298,0.003643,2.261608,0.0232
2357,6.1343,61.1474,0.4897,0.0191,5.005,-4.478,0.018,-2.237,0.017,14.342382,0.002761,1.17082,0.0048
2358,6.1366,61.1464,0.2516,0.069,1.352,0.32,0.064,-1.313,0.061,17.119213,0.002854,1.239979,0.0105
2359,6.1413,61.1553,0.7101,0.0571,6.141,-5.873,0.055,-1.796,0.053,15.835219,0.002906,1.308999,0.0297
2360,6.1416,61.1583,0.2123,0.1351,1.779,-0.144,0.127,-1.773,0.123,18.319725,0.003061,1.5704,0.0348
2361,6.1398,61.1498,0.2121,0.0947,1.837,-1.835,0.09,0.083,0.08,17.511663,0.002923,1.718225,0.0156
2362,6.1422,61.1557,0.3635,0.0657,2.342,-1.957,0.062,-1.288,0.069,16.342176,0.003216,0.989302,0.2741
2363,6.1513,61.1529,0.3692,0.0707,2.111,-2.06,0.064,-0.464,0.061,17.173841,0.002844,1.190359,0.0117
2364,6.1413,61.1506,0.5571,0.0306,2.869,-0.386,0.028,-2.843,0.027,15.505876,0.002772,1.05936,0.0054
2365,6.1507,61.1499,0.1366,0.0517,2.344,-2.265,0.047,-0.604,0.045,16.45699,0.002805,2.074225,0.0078
2366,6.1414,61.1556,0.2679,0.1644,1.817,-1.791,0.21,-0.31,0.267,17.68564,0.00316,nan,nan
2367,6.0861,61.1371,0.6431,0.0706,2.607,-1.766,0.063,-1.918,0.06,17.06528,0.002863,1.354883,0.0086
2368,6.093,61.1364,0.4454,0.0883,3.105,2.704,0.083,-1.526,0.077,17.608305,0.002893,1.310515,0.0135
2369,6.0908,61.1368,0.0718,0.1404,0.934,-0.757,0.129,0.546,0.125,18.378183,0.003195,1.456755,0.0199
2370,6.096,61.1365,0.2681,0.0244,1.684,-0.04,0.023,-1.684,0.022,14.989007,0.002771,2.142152,0.0052
2371,6.105,61.1344,0.4382,0.0467,3.377,-3.302,0.043,-0.71,0.042,16.367514,0.002818,1.253569,0.0069
2372,6.1134,61.1241,0.2278,0.0407,4.179,-3.986,0.037,-1.255,0.036,16.160246,0.002794,1.124632,0.0064
2373,6.0995,61.141,0.2641,0.0718,1.033,-1.019,0.067,-0.17,0.064,17.22876,0.002859,1.860542,0.0127
2374,6.1053,61.1468,0.4362,0.0688,2.044,-2.044,0.064,-0.01,0.061,17.198488,0.002859,1.293219,0.0115
2375,6.1013,61.1469,1.1975,0.1247,5.445,-5.346,0.118,-1.035,0.114,18.236559,0.003046,2.045839,0.03
2376,6.1009,61.1486,1.1532,0.1924,7.715,7.164,0.193,-2.863,0.409,18.079527,0.003642,nan,nan
2377,6.1004,61.1486,-0.0134,0.1667,2.98,-2.734,0.142,-1.187,0.142,16.706697,0.00303,1.258577,0.0112
2378,6.1152,61.1385,0.5774,0.0766,1.619,-1.313,0.072,0.947,0.068,17.39115,0.002888,1.397879,0.0159
2379,6.0804,61.1385,0.6769,0.1376,6.31,-4.059,0.129,-4.831,0.127,18.423365,0.003052,1.738274,0.0274
2380,6.0583,61.1411,0.2143,0.0795,2.773,-2.731,0.079,-0.478,0.072,17.432352,0.002864,1.285423,0.0112
2381,6.0575,61.1471,0.4439,0.0954,2.934,2.195,0.095,-1.948,0.087,17.769718,0.002906,1.324099,0.0172
2382,6.0641,61.1595,0.4314,0.1148,4.852,-4.846,0.114,0.25,0.098,18.029825,0.002991,1.442293,0.0255
2383,6.0788,61.1502,0.1742,0.1399,1.128,-0.207,0.138,-1.109,0.123,18.372551,0.003142,1.79499,0.0266
2384,6.0837,61.1504,0.0863,0.0984,1.104,-1.048,0.096,0.346,0.084,17.763739,0.002975,1.631659,0.0166
2385,6.0827,61.1532,0.2693,0.1493,5.65,-5.557,0.148,-1.019,0.13,18.45774,0.00315,1.357634,0.0284
2386,6.0681,61.1591,0.3125,0.0159,1.452,-1.438,0.015,-0.203,0.014,13.804885,0.002763,1.76355,0.0048
2387,6.0786,61.157,nan,nan,nan,nan,nan,nan,nan,15.936037,0.007265,1.170675,0.0087
2388,6.0674,61.1536,0.1908,0.0668,4.122,-4.027,0.066,-0.879,0.058,17.133934,0.002848,1.190289,0.0086
2389,6.0901,61.1653,0.2073,0.0908,0.984,-0.796,0.085,-0.579,0.075,17.547956,0.002904,1.403116,0.0131
2390,6.1094,61.1506,0.0591,0.0753,1.227,-0.891,0.072,-0.843,0.064,17.212599,0.002874,2.145948,0.017
2391,6.088,61.1554,0.7841,0.1599,1.562,1.173,0.15,1.032,0.131,18.497759,0.003149,1.835964,0.0377
2392,6.0939,61.1595,0.3333,0.0663,2.699,0.195,0.064,2.692,0.056,17.027946,0.002848,1.272709,0.016
2393,6.0927,61.1588,0.3017,0.0298,2.835,-2.758,0.028,-0.657,0.025,15.305697,0.00278,0.680105,0.0056
2394,6.1138,61.1683,0.5949,0.0309,3.396,-1.839,0.028,-2.855,0.028,15.53341,0.002773,1.081265,0.0054
2395,6.1121,61.1673,0.6304,0.0258,3.349,-1.741,0.024,-2.86,0.024,15.098428,0.002769,1.015027,0.005
2396,6.1072,61.1656,0.2469,0.0415,3.606,-3.068,0.038,-1.895,0.039,16.110807,0.002787,1.12747,0.0064
2397,6.0708,61.1671,0.3411,0.0887,2.025,-1.694,0.083,-1.11,0.076,17.576248,0.002909,1.49686,0.0141
2398,6.066,61.1727,0.5805,0.1438,3.424,-3.211,0.134,-1.188,0.128,18.436417,0.003333,1.862263,0.0383
2399,6.0619,61.175,0.9728,0.1173,1.387,-0.418,0.11,-1.323,0.105,18.1014,0.003416,2.171633,0.0269
2400,6.0856,61.1573,0.8321,0.1004,2.269,0.968,0.094,-2.052,0.082,17.720606,0.002924,1.637604,0.0166
2401,6.0837,61.1557,0.1847,0.1258,2.654,-2.633,0.117,-0.334,0.107,18.14419,0.003024,1.544043,0.0213
2402,6.0769,61.1646,0.4944,0.0222,0.97,-0.814,0.021,-0.527,0.02,14.81465,0.002772,0.736155,0.005
2403,6.0717,61.1627,-0.0218,0.0901,1.823,-1.657,0.095,-0.76,0.074,17.46791,0.002893,2.310755,0.0175
2404,6.0788,61.1577,0.317,0.073,2.303,-2.278,0.068,-0.342,0.06,17.124474,0.002945,2.032547,0.0214
2405,6.0679,61.1811,1.2532,0.6176,7.533,-6.719,0.577,-3.408,0.52,13.429526,0.00433,1.172526,0.0053
2406,6.0666,61.1755,0.2373,0.0305,5.043,-4.595,0.028,2.079,0.027,15.49673,0.002784,2.138905,0.0059
2407,6.31,61.1042,0.3009,0.1225,1.086,0.782,0.116,-0.754,0.116,18.155455,0.003037,1.503252,0.0147
2408,6.3017,61.1067,0.2395,0.1367,2.617,-1.626,0.144,-2.05,0.135,18.382624,0.003111,1.549549,0.0311
2409,6.3028,61.1107,0.1562,0.1028,0.901,-0.776,0.096,-0.459,0.096,17.875422,0.003551,2.056875,0.0263
2410,6.3035,61.1092,0.4266,0.1037,2.438,-2.246,0.101,-0.948,0.098,17.883451,0.002962,1.417229,0.0188
2411,6.304,61.1134,0.6889,0.1051,3.534,-2.95,0.102,-1.946,0.1,17.961336,0.002975,1.56238,0.0164
2412,6.3263,61.1065,0.3646,0.0816,4.108,-3.557,0.08,-2.055,0.077,17.464165,0.002885,1.469172,0.0172
2413,6.3146,61.107,1.1164,0.1413,17.096,15.776,0.135,-6.59,0.127,18.311224,0.00311,2.027767,0.0308
2414,6.3152,61.1003,0.2151,0.0397,1.944,-1.904,0.038,-0.39,0.038,16.200605,0.002785,1.047244,0.0061
2415,6.325,61.0997,1.7172,0.0764,6.01,2.984,0.075,-5.217,0.07,17.274178,0.00299,2.11573,0.0128
2416,6.3261,61.1035,-0.0484,0.0786,2.178,-2.176,0.078,-0.098,0.081,17.438423,0.002869,2.080221,0.0153
2417,6.3141,61.1174,0.4377,0.1284,2.684,-2.6,0.128,-0.667,0.127,18.301914,0.003073,1.40872,0.0201
2418,6.3001,61.1245,0.3424,0.1,3.726,-3.575,0.094,-1.049,0.089,17.743835,0.003152,1.447607,0.0179
2419,6.2993,61.1211,0.7468,0.1536,5.001,-4.99,0.145,-0.324,0.15,18.364254,0.003341,2.011007,0.0243
2420,6.3027,61.1222,0.3075,0.0473,1.846,0.818,0.044,-1.654,0.044,16.503893,0.0028,1.16955,0.0067
2421,6.3299,61.1165,0.5593,0.0297,2.793,-0.897,0.029,-2.645,0.028,14.832698,0.002794,1.186456,0.0049
2422,6.2787,61.1169,0.4271,0.1373,1.432,-1.283,0.138,-0.637,0.135,18.433151,0.003073,1.602388,0.0223
2423,6.2707,61.1256,0.2473,0.1331,1.229,-0.964,0.128,0.761,0.13,18.364946,0.003221,1.600925,0.0256
2424,6.2685,61.1198,nan,nan,nan,nan,nan,nan,nan,14.57776,0.012633,1.032339,0.0049
2425,6.2712,61.1192,1.5879,0.0457,22.679,-21.425,0.042,-7.436,0.044,16.281387,0.002788,1.640774,0.0062
2426,6.2656,61.1276,0.986,0.0385,5.052,-5.049,0.036,-0.168,0.036,16.101652,0.002852,1.460759,0.0063
2427,6.2916,61.1146,0.2814,0.0557,3.965,-3.422,0.055,-2.004,0.056,16.85383,0.002811,1.164942,0.0088
2428,6.2956,61.1236,0.3157,0.0687,2.565,-2.407,0.064,-0.886,0.062,17.105833,0.002836,1.559897,0.0104
2429,6.2805,61.1367,0.5916,0.1246,1.493,-1.476,0.12,0.221,0.119,18.133314,0.003023,1.690491,0.0208
2430,6.2732,61.1377,0.0983,0.1176,3.411,-2.949,0.113,-1.714,0.111,18.111675,0.002982,1.446529,0.0213
2431,6.3121,61.1299,0.1524,0.0955,0.995,-0.993,0.092,-0.06,0.086,17.662857,0.002885,1.510426,0.0129
2432,6.3071,61.1339,-0.0179,0.1486,1.301,-0.955,0.146,-0.884,0.146,18.45559,0.003094,1.644115,0.0357
2433,6.3045,61.1368,0.9356,0.0749,3.134,-2.927,0.07,-1.119,0.067,17.008362,0.002833,1.516682,0.0088
2434,6.3034,61.132,0.7235,0.0182,5.145,-4.892,0.017,-1.593,0.017,14.264283,0.002762,0.959216,0.0049
2435,6.3126,61.1469,0.215,0.1438,1.496,-1.424,0.134,0.461,0.136,18.466347,0.003098,1.369698,0.0219
2436,6.3042,61.1508,0.214,0.0868,2.134,0.588,0.08,-2.052,0.078,17.539415,0.002873,1.298729,0.0127
2437,6.3068,61.1417,0.2534,0.0332,2.892,-2.723,0.032,-0.972,0.031,15.713355,0.002775,0.847177,0.0054
2438,6.2757,61.1397,0.3836,0.1235,2.058,-1.726,0.118,-1.121,0.119,18.171148,0.002995,1.561651,0.0263
2439,6.2709,61.1573,0.3011,0.1428,2.003,-1.447,0.133,1.385,0.135,18.423313,0.003103,1.57161,0.0267
2440,6.2732,61.1586,0.1282,0.0415,1.438,-1.431,0.038,-0.148,0.038,16.184658,0.002793,2.034919,0.0083
2441,6.2737,61.1568,0.2011,0.0448,1.881,-1.245,0.041,-1.41,0.041,16.249208,0.002791,1.975689,0.0076
2442,6.3013,61.153,0.2318,0.0214,0.96,-0.652,0.019,-0.704,0.019,14.57176,0.002764,0.857956,0.0049
2443,6.2988,61.1514,0.2701,0.0519,1.991,0.01,0.047,-1.991,0.048,16.640415,0.002807,1.193001,0.007
2444,6.24,61.1297,0.3766,0.1383,2.572,-2.444,0.135,-0.801,0.135,18.44642,0.003094,1.529365,0.0241
2445,6.2333,61.1339,0.3129,0.0566,5.051,-5.018,0.053,-0.575,0.055,16.85465,0.002818,1.214724,0.0074
2446,6.2322,61.1318,0.1788,0.0964,3.333,-2.629,0.095,-2.048,0.098,17.827198,0.002918,1.380066,0.0147
2447,6.2356,61.1355,0.3353,0.0316,3.847,-3.819,0.03,0.457,0.031,15.631351,0.002924,0.963015,0.0067
2448,6.2299,61.1325,0.3057,0.0828,3.684,-3.522,0.082,-1.079,0.086,17.510294,0.002902,1.357395,0.0168
2449,6.2418,61.1323,0.7356,0.1049,4.468,-4.467,0.101,-0.069,0.102,17.985662,0.00322,1.837553,0.0223
2450,6.2586,61.1306,0.2872,0.054,2.602,-2.486,0.051,-0.769,0.056,16.687132,0.002838,1.080854,0.0069
2451,6.249,61.1263,0.5564,0.0697,7.523,-7.39,0.067,-1.405,0.066,17.234531,0.002843,1.362255,0.0098
2452,6.2566,61.1394,0.3841,0.1288,2.454,-1.873,0.124,-1.586,0.13,18.196991,0.003028,1.408857,0.0216
2453,6.2315,61.1447,0.3484,0.0345,1.555,-0.374,0.032,1.51,0.031,15.750118,0.002775,1.537079,0.006
2454,6.2524,61.1411,0.2703,0.0386,5.335,-5.134,0.036,-1.451,0.036,15.964623,0.002783,1.388018,0.0061
2455,6.2562,61.1376,0.1583,0.1237,1.986,-1.918,0.117,-0.512,0.116,18.057135,0.003014,1.390509,0.0193
2456,6.2031,61.1451,0.6292,0.1315,1.833,-1.682,0.126,-0.729,0.122,18.229563,0.003052,1.42354,0.0209
2457,6.2234,61.1464,1.1935,0.0219,1.017,1.011,0.02,0.114,0.021,14.716743,0.002765,1.124346,0.005
2458,6.2282,61.15,0.2675,0.1301,5.031,-3.975,0.123,3.084,0.12,18.216288,0.003034,1.774971,0.0356
2459,6.214,61.1514,0.2372,0.0946,1.149,-1.127,0.089,0.223,0.089,17.630825,0.002932,2.47501,0.0268
2460,6.2102,61.1541,0.6051,0.1466,2.224,-2.089,0.135,-0.765,0.137,18.46582,0.003101,1.811262,0.0404
2461,6.1966,61.1574,-0.1052,0.1532,2.107,-2.103,0.144,-0.116,0.156,18.469217,0.003117,2.000015,0.0431
2462,6.2085,61.1614,0.1217,0.1126,2.621,-2.306,0.104,-1.246,0.108,18.03985,0.002975,1.760757,0.0215
2463,6.2206,61.1512,-0.1412,0.1365,1.772,-1.765,0.127,0.156,0.133,18.27123,0.003065,1.719114,0.0344
2464,6.2019,61.159,0.3699,0.1237,3.31,-2.991,0.116,-1.419,0.112,18.13742,0.003009,1.425201,0.0199
2465,6.2219,61.1501,0.3741,0.042,1.638,-1.297,0.039,-1,0.039,16.112299,0.002799,0.97818,0.0061
2466,6.2256,61.146,0.3836,0.0624,1.857,1.832,0.057,0.305,0.056,16.835556,0.00282,1.191532,0.0078
2467,6.2466,61.15,0.083,0.0587,1.04,-0.987,0.055,0.327,0.057,16.827814,0.002824,2.323661,0.01
2468,6.2562,61.1512,0.4469,0.0613,1.896,1.887,0.057,-0.186,0.055,16.88238,0.002827,1.153917,0.0094
