DR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
6987,6.5495,61.4711,0.7962,0.0391,12.676,-12.168,0.037,3.552,0.038,15.751582,0.002803,nan,nan
6988,6.4873,61.4736,0.2973,0.1108,1.692,1.61,0.091,0.52,0.114,18.058445,0.002971,1.3193,0.0172
6989,6.4882,61.4795,0.3208,0.0615,3.372,-3.2,0.052,-1.06,0.061,17.08054,0.002844,1.678698,0.0115
6990,6.506,61.4683,0.2113,0.1046,1.74,-1.53,0.086,-0.83,0.109,17.96738,0.002975,1.37817,0.0214
6991,6.4983,61.4728,1.4207,0.021,15.778,-14.873,0.018,-5.265,0.021,14.899652,0.002766,1.218236,0.005
6992,6.5078,61.4682,0.2383,0.0634,1.149,-0.957,0.053,-0.635,0.065,17.137653,0.002852,1.271654,0.0092
6993,6.5067,61.4667,1.3325,0.0197,11.042,-9.715,0.017,-5.249,0.021,14.805304,0.002762,1.185778,0.005
6994,6.5048,61.4663,-0.1789,0.4838,16.677,-13.615,0.414,-9.631,0.536,18.042501,0.004405,2.139555,0.0324
6995,6.5092,61.4828,0.233,0.0232,2.866,-2.54,0.02,-1.328,0.025,15.170728,0.002768,1.035816,0.0052
6996,6.5174,61.4833,0.0804,0.1454,2.267,-1.978,0.128,-1.107,0.148,17.231968,0.003275,1.506531,0.0123
6997,6.4999,61.4789,0.2531,0.0277,3.42,-3.231,0.025,-1.122,0.029,15.57147,0.00282,1.354899,0.0074
6998,6.454,61.4572,0.4747,0.0133,2.595,0.272,0.011,-2.581,0.013,12.164181,0.002779,1.700513,0.0049
6999,6.4674,61.4568,0.4468,0.1159,3.465,-3.462,0.092,-0.144,0.127,18.062382,0.002986,1.267815,0.0152
7000,6.4708,61.4583,0.3039,0.0684,2.966,-2.776,0.056,-1.044,0.068,17.20081,0.002835,1.286638,0.0083
7001,6.4555,61.4633,0.2013,0.0248,2.211,-2.096,0.022,-0.702,0.028,15.314389,0.002772,1.251774,0.0052
7002,6.4602,61.4648,0.2194,0.0656,4.402,-4.367,0.055,-0.557,0.071,17.134115,0.002858,1.270195,0.0095
7003,6.4754,61.4716,0.859,0.0098,8.318,-8.167,0.009,-1.577,0.01,12.324029,0.002759,1.543213,0.0047
7004,6.4799,61.4725,0.3355,0.0141,3.028,-3.009,0.013,0.343,0.015,12.923921,0.00276,1.790475,0.0048
7005,6.4677,61.4685,1.0339,0.013,0.959,-0.563,0.012,-0.777,0.013,13.620553,0.00276,0.868473,0.0048
7006,6.4699,61.4645,0.4686,0.0145,6.468,-5.887,0.013,-2.678,0.015,12.919776,0.002761,1.587482,0.0048
7007,6.4188,61.4721,0.1246,0.1311,1.44,-1.433,0.109,-0.14,0.129,18.32186,0.003055,2.31299,0.024
7008,6.4224,61.4787,0.0796,0.1154,2.279,-1.455,0.095,-1.754,0.117,18.097464,0.003082,1.747871,0.0217
7009,6.4313,61.4706,0.5802,0.1242,1.095,-0.418,0.102,-1.012,0.124,18.291529,0.003104,1.725273,0.0246
7010,6.4263,61.4787,0.348,0.063,4.449,-3.495,0.057,-2.752,0.061,16.975847,0.002849,1.118307,0.0079
7011,6.4338,61.4747,0.2748,0.0431,4.046,-3.734,0.035,-1.56,0.042,16.215948,0.002819,0.95818,0.0069
7012,6.4291,61.4704,0.2712,0.115,3.849,-3.838,0.094,-0.286,0.114,18.177038,0.002998,1.764963,0.0214
