Source,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,RV,e_RV,Gmag,BP-RP,e_Gmag,e_BP-RP
1097,120.7087,-60.7159,2.4568,0.0126,-3.9699,0.0177,11.0589,0.0155,30.2959,1.8654,10.8132,0.4275,0.0028,0.0047
1098,117.196,-61.8376,2.4223,0.0363,-4.1296,0.0539,11.6944,0.0447,,,16.3409,1.9937,0.0029,0.0077
1099,119.008,-61.1506,2.4871,0.0552,-4.3413,0.0675,10.355,0.0731,,,17.1612,2.4627,0.0029,0.015
1100,119.4313,-60.8294,2.4518,0.0738,-5.4969,0.0926,11.2048,0.0829,,,17.4342,2.4243,0.003,0.0389
1102,118.9609,-61.1691,2.4917,0.0318,-4.5036,0.0399,11.8459,0.0422,28.799,0.9444,8.1446,0.0889,0.0028,0.0047
1103,120.3874,-60.4557,2.4663,0.0399,-4.4327,0.0529,11.1903,0.0569,,,16.3496,2.3175,0.0029,0.0108
1104,119.442,-60.8109,2.354,0.0278,-3.939,0.0371,12.0095,0.0311,,,11.0465,0.5715,0.0028,0.0049
1105,120.4028,-60.4725,2.4636,0.0176,-4.7523,0.0243,11.171,0.024,33.6727,4.3291,14.6945,1.3394,0.0028,0.0054
1107,120.3307,-60.5099,2.3799,0.0501,-5.1793,0.0773,10.9227,0.074,,,16.8697,2.1816,0.0029,0.0133
1109,117.7296,-58.9723,2.3396,0.0521,-4.4119,0.0668,10.8837,0.0614,,,17.0319,2.2013,0.0029,0.0102
1110,119.4507,-60.8157,2.4117,0.0151,-4.0394,0.0197,11.7013,0.0175,15.2423,5.8988,9.574,0.1681,0.0028,0.0047
1111,120.303,-60.535,2.4358,0.0752,-4.9504,0.1239,11.4415,0.0984,,,17.4373,2.4273,0.0029,0.0263
1112,122.8561,-60.14,2.4472,0.0395,-5.4932,0.0498,10.6891,0.0511,,,16.6853,2.1255,0.0029,0.0095
1113,119.4003,-60.8035,2.4265,0.012,-4.5007,0.0159,11.0439,0.0132,24.807,2.4726,13.5204,1.0389,0.003,0.0067
1114,116.8384,-61.7793,2.3253,0.0418,-4.0124,0.0611,11.3291,0.0491,,,16.5933,2.0997,0.0029,0.0092
1116,122.4375,-59.541,2.5532,0.08,-5.8981,0.0851,10.9416,0.0965,,,17.588,2.463,0.0029,0.0223
1117,116.8884,-59.7929,2.4539,0.0096,-3.9801,0.0125,11.2105,0.0115,24.9596,2.6505,12.1158,0.792,0.0028,0.0049
1119,118.4558,-63.2889,2.4459,0.0612,-5.0515,0.09,10.8289,0.082,,,17.3411,2.514,0.0029,0.0201
1120,120.4156,-60.6385,2.396,0.1106,-3.9779,0.1647,11.312,0.1499,,,18.2237,3.0844,0.0032,0.0476
1121,120.3442,-60.6735,2.3459,0.134,-4.8366,0.201,11.0744,0.1752,,,18.5705,2.8223,0.0033,0.0612
1122,120.7662,-59.5483,2.3312,0.0269,-4.8441,0.0376,11.0438,0.0336,,,15.9121,1.7822,0.0029,0.0074
1123,119.0595,-61.1588,2.3911,0.022,-3.5544,0.0265,11.0229,0.0288,,,15.4123,1.5971,0.0035,0.0108
1124,120.3649,-60.6946,2.4594,0.0267,-5.2672,0.039,11.6005,0.0348,,,15.8689,1.7554,0.0028,0.0074
1125,120.3943,-60.6971,2.3153,0.089,-5.0205,0.1379,10.987,0.1201,,,17.9924,2.8652,0.0031,0.0369
1127,120.8943,-59.5675,2.4437,0.0461,-5.283,0.0573,11.0365,0.0619,,,16.7742,2.0702,0.0029,0.0234
1128,122.7154,-59.9162,2.3015,0.0632,-5.5297,0.0894,10.7918,0.0843,,,15.523,1.6561,0.0029,0.0064
1129,120.1431,-60.7062,2.4321,0.0758,-5.3573,0.0947,10.8549,0.0902,24.0122,1.124,12.0836,0.8945,0.0028,0.005
1130,120.1236,-60.7079,2.406,0.0473,-4.6732,0.063,10.6186,0.0613,,,16.8458,2.1026,0.0028,0.012
1131,119.5579,-60.7567,2.4043,0.0304,-3.7418,0.0388,11.0303,0.038,13.6247,5.457,14.3006,1.2559,0.0028,0.0051
1132,120.1139,-60.7161,2.4241,0.0358,-4.8315,0.0444,11.2663,0.0431,,,16.1758,1.883,0.003,0.0105
1133,120.1435,-60.7155,2.4466,0.0152,-5.1668,0.019,11.3059,0.0183,17.9668,3.1745,9.8738,0.1493,0.0028,0.0047
1136,120.4689,-60.6088,2.4085,0.0101,-5.5527,0.013,11.378,0.0137,20.0276,1.6921,11.9235,0.7067,0.0028,0.0047
1137,119.5335,-60.7805,2.441,0.0204,-3.9936,0.0276,12.7399,0.0231,,,8.3735,0.0979,0.0028,0.0047
1138,120.3397,-60.6381,2.5257,0.1596,-4.5927,0.2199,11.6614,0.2209,,,18.8061,2.8114,0.0034,0.0763
1140,120.2683,-60.6178,2.3773,0.1012,-4.3093,0.1374,11.3356,0.1297,,,18.0999,2.6618,0.0031,0.0412
1141,121.2145,-59.3462,2.4549,0.011,-4.8738,0.0142,10.8345,0.0138,23.9138,2.6894,12.8006,0.9082,0.0028,0.0051
1142,119.4396,-60.784,2.4388,0.0133,-4.4212,0.0181,11.2871,0.0153,22.1661,3.9972,10.5625,0.3968,0.0028,0.0047
1143,123.0485,-59.915,2.551,0.1002,-3.8265,0.1461,10.3477,0.1223,,,17.8611,3.0209,0.003,0.0405
1144,120.1913,-60.6653,2.3634,0.0757,-3.5443,0.1161,11.2071,0.0924,,,17.7476,2.5817,0.0029,0.0349
1145,118.8793,-61.1785,2.3407,0.0707,-4.0566,0.094,11.1577,0.1005,,,17.5576,2.5031,0.0029,0.0186
1146,118.0035,-58.9986,2.5083,0.0124,-4.2877,0.0162,11.7072,0.0149,16.008,1.8391,9.8043,0.1914,0.0028,0.0047
1148,120.1002,-60.701,2.5093,0.0109,-5.0725,0.0136,11.3912,0.0127,22.3728,3.3395,12.6145,0.8795,0.0028,0.0049
1149,117.3268,-59.09,2.3646,0.1022,-4.2079,0.1249,11.403,0.1336,,,18.0923,2.6587,0.0032,0.0609
1150,120.3891,-60.5728,2.4031,0.0261,-4.5323,0.0341,10.675,0.0343,,,15.6565,1.6754,0.0028,0.0069
1151,120.7796,-59.3785,2.2873,0.0135,-5.0451,0.0177,10.4859,0.0167,25.2507,3.4791,10.9734,0.4334,0.0028,0.0047
1152,116.7168,-61.887,2.4427,0.011,-3.5966,0.0138,11.4326,0.0121,20.9918,2.7248,13.2341,0.9637,0.0028,0.0051
1153,120.447,-60.5836,2.5967,0.0586,-5.4146,0.083,11.4419,0.0844,,,17.2843,2.3481,0.0029,0.02
1154,116.9533,-59.8168,2.3476,0.0231,-3.7125,0.0305,11.155,0.0276,,,15.5651,1.6098,0.0028,0.0066
1155,119.4808,-60.8075,2.4657,0.0198,-4.7642,0.0269,12.3029,0.0226,31.5265,3.138,12.6773,0.9841,0.0028,0.005
1156,119.5099,-60.7798,2.4382,0.0121,-5.7911,0.0152,11.1949,0.0145,,,11.8911,0.8362,0.0028,0.0048
1157,120.5075,-59.3938,2.2268,0.0947,-5.0078,0.1209,10.9194,0.126,,,18.2297,2.7469,0.0031,0.0581
1159,122.921,-60.194,2.4255,0.041,-5.3529,0.053,10.5713,0.0525,,,16.6002,2.0862,0.0029,0.0091
1161,117.333,-61.5282,2.2991,0.1181,-3.5838,0.1515,11.7011,0.1383,,,18.4222,2.7355,0.0032,0.0543
1162,117.631,-59.6284,2.4892,0.0178,-4.2718,0.0226,11.4499,0.021,25.9787,5.2435,14.9615,1.4233,0.0028,0.0052
1163,121.204,-60.4691,2.4135,0.0113,-3.9939,0.0142,11.6473,0.013,7.6599,6.901,11.4935,0.6766,0.0028,0.0047
1165,119.532,-60.8338,2.4074,0.0172,-4.879,0.0219,11.3323,0.0197,30.1933,4.8919,14.6076,1.3052,0.0028,0.0054
1167,121.7845,-60.4383,2.4342,0.071,-4.9724,0.0856,10.8082,0.081,,,17.6973,2.4739,0.0029,0.0279
1168,117.1277,-61.6176,2.577,0.0769,-4.6043,0.0966,11.8482,0.0948,,,15.6456,1.8472,0.0029,0.0056
1169,119.5446,-60.8256,2.4212,0.0122,-5.1176,0.015,10.9649,0.0137,28.9614,2.7987,11.8658,0.755,0.0028,0.0048
1170,121.7941,-60.4405,2.4317,0.1577,-5.4927,0.1878,11.2785,0.1846,,,18.9508,3.0497,0.0034,0.0822
1172,121.6039,-60.3848,2.4482,0.0805,-4.7288,0.0978,10.5527,0.0951,,,17.8531,2.5569,0.003,0.0281
1173,121.1066,-60.5838,2.5615,0.0357,-6.7642,0.0459,9.9469,0.0456,,,16.3644,2.0674,0.0028,0.0088
1175,119.0553,-61.135,2.4232,0.0188,-4.8521,0.0224,11.3208,0.0237,14.1826,8.7454,15.0086,1.4372,0.0028,0.0053
1176,119.5401,-60.8168,2.4266,0.0157,-4.8527,0.0194,11.8385,0.0176,22.9889,0.1205,6.3119,1.4242,0.0028,0.0048
1177,121.7693,-60.3774,2.4271,0.0189,-5.3692,0.0223,10.5533,0.0213,53.5261,11.8002,15.0587,1.4704,0.0029,0.0063
1179,118.0555,-59.6136,2.3997,0.0458,-5.3491,0.0606,12.0002,0.0571,,,7.5929,0.0457,0.0029,0.0059
1181,117.107,-61.569,2.5138,0.0465,-4.2314,0.0667,11.5355,0.0643,,,16.8186,2.1746,0.0029,0.011
1183,117.8772,-59.6584,2.41,0.013,-4.0214,0.0177,10.9147,0.0173,22.0294,3.0042,9.1296,0.1527,0.0028,0.0047
1184,121.2662,-60.3489,2.4038,0.0275,-5.0661,0.0369,10.0275,0.031,,,15.8753,2.0059,0.0029,0.0079
1185,121.2367,-60.3831,2.3658,0.0741,-5.5445,0.093,10.9688,0.0807,,,17.5342,2.4646,0.003,0.0242
1186,121.2601,-60.3879,2.4247,0.0282,-5.2809,0.0407,10.3566,0.0342,,,7.6517,-0.0004,0.0028,0.0235
1187,121.26,-60.3875,2.4352,0.0225,-4.4803,0.0387,11.1104,0.0265,,,8.563,0.055,0.003,0.0885
1188,121.2656,-60.4087,2.4095,0.0116,-5.0954,0.0145,10.8912,0.0133,20.5078,4.0584,13.8472,1.0816,0.0028,0.005
1189,117.2122,-61.4493,2.4347,0.0427,-4.5218,0.0526,11.383,0.0501,,,16.6802,2.1189,0.0029,0.0124
1191,119.573,-63.1315,2.3614,0.034,-4.7506,0.0451,11.8817,0.0396,,,8.1663,0.068,0.0028,0.0048
1192,121.0242,-60.4521,2.4697,0.1431,-4.8655,0.1939,10.7925,0.193,,,18.7406,2.709,0.0033,0.0691
1194,121.0195,-60.4581,2.3324,0.0998,-4.7933,0.1381,11.3327,0.131,,,18.2022,2.6363,0.0031,0.0396
1195,117.9263,-59.6323,2.4033,0.0111,-4.4352,0.0148,11.2031,0.0142,19.4331,7.3908,11.7898,0.7672,0.0028,0.0048
1196,119.5441,-60.8483,2.4092,0.0184,-4.3294,0.0279,11.9856,0.0211,26.0283,6.3731,14.7722,1.3554,0.0028,0.0055
1197,121.1448,-60.4635,2.4909,0.01,-5.5469,0.0131,11.2997,0.0113,22.2075,2.8428,13.3336,0.9968,0.0028,0.0052
1198,122.3382,-60.3507,2.4652,0.0111,-5.3274,0.0128,11.1331,0.0146,24.7257,2.826,13.7414,1.0914,0.0028,0.0056
1200,121.0356,-60.4676,2.396,0.0494,-4.8884,0.0635,9.8235,0.066,,,16.6997,2.3889,0.0031,0.0103
1201,122.3321,-60.3392,2.4371,0.0259,-4.9198,0.0311,11.0562,0.0342,,,15.784,1.7285,0.003,0.0073
1202,121.9466,-59.6772,2.3909,0.0226,-5.1487,0.0302,11.0553,0.0301,,,15.1726,1.5118,0.0028,0.0056
1204,120.7048,-60.5578,2.4182,0.0281,-4.9023,0.0382,11.2441,0.0377,,,15.944,1.7929,0.0028,0.0077
1206,118.2638,-59.4661,2.4698,0.0497,-4.3636,0.0585,11.1942,0.0699,,,17.0333,2.302,0.003,0.0148
1207,119.3896,-60.8445,2.2561,0.0808,-4.6698,0.1016,10.9205,0.0854,,,17.6544,2.5514,0.0029,0.0357
1208,118.2712,-59.4145,2.4356,0.0145,-4.3427,0.0193,11.2791,0.0188,16.4752,6.7577,9.3231,0.1921,0.0028,0.0047
1209,119.3686,-60.84,2.4807,0.0197,-3.0703,0.0241,11.488,0.0225,11.7623,2.3916,9.882,0.3224,0.0028,0.0047
1210,121.7257,-59.42,2.3472,0.012,-6.2849,0.0157,11.7321,0.0149,9.2615,1.5115,11.3404,0.6321,0.0028,0.0047
1211,120.5903,-59.2804,2.4449,0.0153,-5.3322,0.0216,11.0215,0.0194,26.7528,4.8761,14.6078,1.3187,0.0028,0.006
1212,117.6769,-58.8726,2.4225,0.0197,-4.4599,0.0265,11.1455,0.0235,,,15.1123,1.5184,0.0033,0.0094
1213,120.994,-60.6446,2.4319,0.0655,-5.0548,0.098,10.8429,0.0874,,,17.4955,2.4176,0.0029,0.0187
1214,120.6626,-59.3101,2.4479,0.043,-4.7743,0.0552,10.8712,0.0524,,,16.7571,2.143,0.003,0.0121
1215,121.9739,-60.3285,2.4363,0.0096,-4.9384,0.0114,11.0431,0.0113,21.2483,2.9018,13.4553,1.0375,0.0028,0.0054
1216,119.3723,-60.8362,2.4085,0.0855,-3.5697,0.1073,11.1814,0.0976,18.6725,1.8497,13.4491,1.0705,0.0028,0.0049
1217,120.9255,-60.6773,2.502,0.018,-5.4462,0.0264,10.8579,0.0243,21.1204,2.4417,12.964,0.9095,0.0028,0.0056
1218,122.7499,-60.2935,2.4282,0.0144,-5.6166,0.0172,10.5528,0.0199,26.6851,2.7822,14.3182,1.1971,0.0028,0.0053
1219,121.0177,-60.6509,2.441,0.0102,-5.0031,0.0143,11.4133,0.0128,30.078,2.5205,12.2647,0.7689,0.0028,0.0048
1220,120.9663,-60.6972,2.4891,0.0651,-4.9707,0.0957,11.8183,0.0949,,,16.8989,2.3707,0.003,0.02
1222,120.9613,-60.7018,2.5547,0.0474,-5.4829,0.0641,10.971,0.0639,,,16.7472,2.1287,0.0031,0.013
1225,120.9599,-60.5674,2.4638,0.0286,-5.4536,0.0388,11.7258,0.0386,,,16.0448,1.8484,0.0029,0.0078
1227,119.5291,-60.8064,2.3832,0.0447,-5.2832,0.0637,10.9094,0.0523,,,16.5033,2.3166,0.0029,0.0247
1228,118.5893,-58.8213,2.3564,0.0379,-3.807,0.0499,10.7021,0.0446,,,16.4292,2.0125,0.0028,0.0071
1229,119.5824,-60.8273,2.4846,0.0149,-4.7076,0.0178,11.7644,0.0181,,,10.9045,0.479,0.0028,0.0048
1231,118.0453,-59.5599,2.4178,0.0312,-4.2582,0.038,11.1141,0.0397,,,16.0817,1.8832,0.0032,0.0101
1233,122.001,-60.348,2.4746,0.0779,-5.3328,0.0947,10.9578,0.0903,,,17.7346,2.6793,0.003,0.0239
1235,120.6922,-60.6208,2.4833,0.1268,-5.0763,0.1873,10.8117,0.1915,,,18.557,2.8209,0.0032,0.06
1237,121.0167,-60.5609,2.5605,0.0599,-4.6436,0.0806,10.4184,0.0828,,,17.3586,2.6183,0.0029,0.0221
1238,117.6012,-61.6228,2.4265,0.0157,-4.1392,0.0202,11.6095,0.0178,21.3046,4.4364,14.5116,1.2892,0.0029,0.0062
1239,119.5104,-60.8129,2.4236,0.019,-4.1597,0.0247,13.21,0.021,,,8.8994,0.1359,0.0028,0.0051
1242,119.5218,-60.7945,2.4082,0.0109,-4.4265,0.0138,11.5087,0.0123,24.6843,1.8602,11.8293,0.7425,0.0028,0.0047
1244,120.6471,-60.6721,2.4746,0.0349,-5.3198,0.0523,11.1064,0.0491,,,16.3332,1.9362,0.0028,0.0081
1245,120.7298,-60.6568,2.5387,0.0298,-4.9193,0.0468,11.2574,0.0423,,,16.0357,1.8625,0.0028,0.0063
1247,119.5214,-60.7699,2.1817,0.0545,-4.4902,0.0764,10.7857,0.0585,19.9969,3.1687,13.7444,1.2561,0.0028,0.0054
1248,119.0808,-61.4997,2.4025,0.0115,-4.5388,0.0144,11.0654,0.0139,23.0043,1.4523,11.7338,0.7213,0.0028,0.0048
1249,119.9441,-60.8559,2.5169,0.0849,-5.3272,0.1123,11.3632,0.0977,,,17.665,2.5206,0.0029,0.0319
1250,118.6875,-62.9917,2.4599,0.0122,-4.8635,0.0165,11.677,0.0139,24.0555,1.6172,11.9775,0.7445,0.0028,0.0047
1251,120.1471,-60.7972,2.1532,0.1206,-4.527,0.1572,11.3726,0.1364,,,18.3068,2.7242,0.0032,0.0488
1252,120.0757,-60.8047,2.4421,0.0613,-5.3733,0.0785,11.1321,0.0741,,,17.3475,2.3838,0.003,0.0198
1253,119.295,-60.8185,2.4068,0.0734,-4.3814,0.0933,10.9063,0.0848,,,17.3714,2.3681,0.003,0.017
1254,119.3325,-60.8128,2.3683,0.0355,-4.2062,0.0486,11.0802,0.04,10.0182,3.0533,9.2525,0.2047,0.0028,0.0047
1255,120.0892,-60.8201,2.3788,0.0117,-4.8878,0.0142,11.3492,0.0141,15.9585,4.1946,10.9596,0.5046,0.0028,0.0047
1257,120.148,-60.8073,2.4096,0.0172,-4.7676,0.0213,11.3639,0.0201,26.6724,4.619,14.6363,1.2982,0.0029,0.0071
1258,120.0777,-60.8411,2.4277,0.0268,-4.6159,0.0316,11.4662,0.031,,,15.7972,1.7276,0.0032,0.0098
1260,117.4428,-59.5479,2.3271,0.1188,-3.6125,0.1396,10.9539,0.1446,,,18.53,2.8831,0.0034,0.0707
1261,120.0361,-60.8588,2.3649,0.0339,-4.4777,0.0418,11.154,0.039,,,16.2777,1.9404,0.0029,0.0077
1262,120.0568,-60.8711,2.3211,0.1616,-4.0202,0.2007,11.5827,0.179,,,18.6189,3.1396,0.0033,0.0723
1263,120.002,-60.8822,2.5435,0.0443,-4.6339,0.0552,11.3445,0.0519,22.9471,2.7005,14.0566,1.3595,0.0028,0.005
1265,119.289,-60.8007,2.4625,0.0105,-4.7179,0.0148,12.1733,0.0131,20.7208,2.5243,12.3024,0.8229,0.0028,0.0047
1266,119.8983,-60.819,2.316,0.0846,-4.7652,0.1103,10.6325,0.099,,,17.9343,2.5687,0.003,0.0373
1267,119.2962,-60.8043,2.4164,0.0162,-4.8037,0.0206,12.0116,0.0172,19.7346,4.0883,14.3122,1.2337,0.0028,0.0058
1268,117.7252,-59.5137,2.3069,0.0414,-4.0593,0.0482,10.8987,0.0521,,,16.2367,2.2523,0.003,0.0089
1269,117.1464,-59.3532,2.6364,0.0183,-4.1572,0.0236,12.3269,0.0212,26.6412,8.7576,14.8822,1.4567,0.0028,0.0055
1270,119.9665,-60.8381,2.3796,0.0902,-4.1835,0.109,11.349,0.1022,,,18.0291,2.7133,0.0031,0.0346
1276,117.6489,-61.9825,2.4218,0.0207,-4.8334,0.0268,12.0855,0.0234,,,12.4895,0.935,0.0028,0.005
1277,119.7782,-60.8647,2.4023,0.0226,-4.8425,0.028,11.2933,0.0254,,,15.4077,1.5751,0.0029,0.0071
1278,119.2867,-61.1473,2.4388,0.0181,-4.8803,0.0216,10.8066,0.0248,23.2258,6.0843,14.9207,1.421,0.0028,0.0053
1279,116.1331,-59.337,2.4583,0.013,-3.7761,0.0151,11.409,0.0162,22.7919,2.7704,11.8427,0.7291,0.0028,0.0047
1280,120.0816,-60.7556,2.474,0.0441,-5.0666,0.0568,10.5857,0.0517,,,16.5738,2.0784,0.0029,0.0117
1284,120.0686,-60.7708,2.4591,0.0252,-4.685,0.0318,11.7871,0.0293,,,15.654,1.6815,0.003,0.008
1286,119.2481,-60.8324,2.4004,0.032,-4.5988,0.0402,11.1769,0.0379,,,15.9871,1.8363,0.0029,0.0083
1287,120.0484,-60.809,2.4281,0.0344,-4.7041,0.0422,11.1446,0.0394,,,16.267,1.945,0.0031,0.0098
1291,119.9264,-60.8411,2.4198,0.0258,-4.9419,0.0318,11.2229,0.0302,,,15.7112,1.6969,0.0029,0.0075
1292,119.853,-60.8844,2.3406,0.1327,-5.4352,0.1687,11.4504,0.1412,,,18.5934,2.8751,0.0033,0.0609
1293,118.9194,-61.2556,2.4078,0.0357,-3.6099,0.054,10.5789,0.0461,23.8177,5.1248,14.9672,1.4773,0.003,0.0073
1294,117.6152,-59.5171,2.2254,0.0205,-3.9331,0.0248,10.6177,0.0262,,,15.2727,1.4947,0.0033,0.0103
1295,119.8315,-60.9756,2.3773,0.0167,-4.1763,0.0198,11.7932,0.0199,26.0737,5.7088,10.7941,0.3962,0.0028,0.0047
1296,120.4013,-60.7324,2.4914,0.1564,-4.8495,0.2278,11.5769,0.2176,,,18.7503,3.0101,0.0034,0.0838
1297,120.4825,-60.7155,2.4346,0.0381,-4.8304,0.0551,11.2968,0.054,,,16.3716,2.0101,0.003,0.0097
1298,120.4932,-60.7141,2.5128,0.0559,-5.1119,0.0771,10.0491,0.0768,,,15.9527,1.8688,0.0029,0.0065
1300,120.4925,-60.7229,2.4828,0.0425,-5.0793,0.0614,11.4069,0.0606,,,16.7949,2.0773,0.0029,0.0161
1301,120.4217,-60.7452,2.4884,0.0774,-4.6598,0.1112,11.327,0.1072,,,17.8641,2.5441,0.003,0.0297
1303,120.5415,-60.7117,2.4187,0.0373,-4.8503,0.0507,11.1162,0.0506,,,16.4184,1.9733,0.0028,0.0073
1304,120.5781,-60.7551,2.4748,0.0423,-4.3395,0.0611,11.7248,0.0635,,,16.6364,2.0354,0.0028,0.0101
1307,119.1983,-61.5771,2.4511,0.0486,-4.7459,0.0725,10.872,0.0665,,,16.8377,2.132,0.003,0.0146
1309,119.0229,-61.5913,2.465,0.0745,-4.3466,0.0947,11.2211,0.0933,,,17.7315,2.5357,0.003,0.0222
1310,119.1603,-60.8138,2.3853,0.0175,-6.0643,0.0247,9.4877,0.0216,20.323,1.5688,11.0773,0.7171,0.0028,0.0048
1311,120.4015,-60.7577,2.3924,0.0327,-5.0773,0.0455,10.664,0.0425,,,16.2518,2.2195,0.0029,0.0091
1312,120.3469,-60.7707,2.4477,0.0388,-5.6273,0.0533,11.0888,0.0526,,,16.3637,2.2559,0.0029,0.0086
1313,119.1227,-61.5126,2.416,0.0124,-3.499,0.0191,11.4432,0.0167,23.9692,1.7534,11.3835,0.6462,0.0028,0.0048
1314,121.0781,-60.0178,2.4675,0.012,-5.4889,0.0144,11.4751,0.0136,,,11.1955,0.5777,0.0028,0.0047
1316,119.812,-60.9587,2.3331,0.083,-3.4675,0.1025,12.2187,0.0952,,,16.8538,2.1898,0.003,0.0088
1319,119.7233,-60.9067,2.4446,0.0334,-4.2337,0.0431,10.4671,0.0386,,,16.004,2.1324,0.0029,0.0085
1322,119.0259,-62.8502,2.4678,0.0439,-4.2055,0.0564,11.6183,0.0502,,,16.4915,2.005,0.0029,0.0098
1324,118.6302,-61.7846,2.4068,0.019,-3.9513,0.0259,11.6735,0.0245,23.1305,4.6817,14.7131,1.3636,0.0028,0.0052
1326,118.345,-61.8256,2.6506,0.0839,-5.2073,0.1135,10.6184,0.1108,25.1765,9.5493,14.8959,1.5756,0.0029,0.0072
1328,118.7403,-59.384,2.4853,0.1503,-4.3692,0.1661,11.1772,0.1945,,,18.6872,2.8194,0.0035,0.0914
1329,118.3754,-61.7166,2.4968,0.0458,-4.5508,0.0586,12.2348,0.0594,,,16.8779,2.2668,0.0029,0.0124
1330,119.8894,-60.9287,2.2966,0.0801,-5.3484,0.0967,11.5356,0.0922,,,17.4153,2.4551,0.003,0.0181
1331,117.9036,-62.0877,2.4164,0.0257,-3.7944,0.037,11.3417,0.0375,,,15.7037,1.961,0.0028,0.006
1333,119.102,-62.8007,2.5272,0.0861,-4.4493,0.1097,12.3156,0.0994,,,17.6881,2.8314,0.003,0.0287
1334,117.8981,-62.0963,2.4583,0.0098,-3.8874,0.0133,11.4942,0.0144,24.2261,2.7744,12.1446,0.7591,0.0028,0.0047
1335,119.8787,-60.9302,2.3944,0.1196,-5.0306,0.1496,11.3191,0.128,,,18.4657,2.7757,0.0032,0.067
1337,117.7619,-61.9234,2.433,0.017,-4.3679,0.022,11.4719,0.0231,21.4465,7.1268,14.841,1.3863,0.003,0.008
1338,119.1927,-60.8161,2.6423,0.0492,-4.4083,0.0696,11.5495,0.0609,,,8.7743,0.1195,0.0029,0.0055
1339,119.1879,-60.815,2.4885,0.0194,-4.7193,0.0254,11.3311,0.0231,,,8.3232,0.0545,0.0028,0.0047
1341,119.4662,-60.7517,2.4357,0.012,-4.9404,0.0165,10.5905,0.015,22.3588,2.0702,10.8341,0.4401,0.0028,0.0047
1342,119.4771,-60.7522,2.4209,0.0131,-4.886,0.0176,11.4312,0.015,20.9609,3.4274,13.5763,1.0582,0.0028,0.0058
1343,120.0543,-60.6961,2.4466,0.023,-4.0238,0.0315,11.4979,0.0276,,,15.4553,1.5861,0.003,0.0096
1346,120.0858,-60.7104,2.4594,0.0162,-4.7652,0.0205,10.8296,0.0205,17.9297,3.9538,13.2958,1.1904,0.0028,0.0054
1347,116.5817,-59.6769,2.2977,0.0604,-3.3562,0.086,12.5247,0.0766,,,17.1749,2.2241,0.0029,0.0174
1349,118.0076,-61.5998,2.3549,0.0211,-4.4231,0.031,11.0387,0.0271,,,15.4141,1.5572,0.0034,0.0121
1350,119.5309,-60.7426,2.3909,0.0255,-4.5728,0.0359,11.2727,0.0289,,,15.4623,1.5856,0.0028,0.0085
1351,119.9969,-60.7416,2.3888,0.1097,-5.101,0.1513,11.5355,0.139,,,17.8235,2.8034,0.0034,0.0374
1352,119.9908,-60.7467,2.3505,0.0501,-4.4428,0.0644,11.1626,0.0594,,,8.3701,0.0407,0.0028,0.0047
1353,119.9589,-60.7261,2.5644,0.1216,-4.6183,0.1527,10.7544,0.1458,20.0935,3.6631,14.2764,1.3082,0.003,0.0059
1354,119.9596,-60.7374,2.4025,0.0136,-5.0693,0.0171,11.1134,0.0163,18.626,4.106,14.3137,1.2029,0.0028,0.0054
1355,119.9479,-60.7477,2.6004,0.0408,-4.6034,0.051,11.3412,0.0469,,,16.5783,2.1167,0.0029,0.0124
1357,119.8917,-60.7551,2.4595,0.0126,-5.188,0.0158,11.5915,0.0152,21.5843,4.561,14.003,1.1462,0.0028,0.005
1359,120.0321,-60.6832,2.5032,0.0159,-4.5439,0.0229,11.4932,0.0195,21.0231,2.7298,10.1862,0.2603,0.0028,0.0049
1360,119.8848,-60.7506,2.4264,0.0209,-5.0398,0.0279,11.0046,0.0253,,,15.2156,1.5035,0.0029,0.0077
1362,119.9342,-60.6719,2.4564,0.0133,-4.6201,0.018,11.5994,0.0161,19.6526,2.6673,9.5757,0.326,0.0028,0.0047
1364,122.2928,-59.5609,2.2787,0.0113,-5.5223,0.0131,10.4741,0.0135,25.2154,2.3804,12.7733,0.8337,0.0028,0.0054
1366,120.2287,-60.7541,2.4562,0.0112,-5.051,0.0145,11.2065,0.0133,24.0675,1.0619,11.204,0.5469,0.0028,0.0049
1367,120.2589,-60.7507,2.4389,0.0096,-5.1132,0.0122,11.2941,0.0119,26.842,3.3936,12.0097,0.7399,0.0028,0.0047
1368,120.2315,-60.7613,2.4086,0.0136,-5.3835,0.0171,10.615,0.0159,30.1663,5.803,14.2744,1.2194,0.003,0.0074
1369,120.2137,-60.7756,2.3849,0.037,-4.9503,0.0476,11.0016,0.0429,,,16.429,1.9851,0.0028,0.0086
1370,120.2161,-60.7832,2.456,0.0218,-5.5586,0.0284,11.655,0.0255,23.0285,1.5635,13.0539,0.9566,0.0028,0.0052
1371,120.0009,-60.6689,2.4552,0.0626,-5.6122,0.09,10.7885,0.0798,23.8184,2.8975,13.9989,1.1923,0.0028,0.0054
1372,119.9126,-60.7185,2.4326,0.1055,-3.8877,0.1348,11.098,0.1256,,,18.1655,2.654,0.003,0.0449
1373,120.0103,-60.6694,2.484,0.1278,-5.3695,0.1913,11.4923,0.158,,,18.6464,2.6058,0.0033,0.0706
